"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0261282660332542,0.05,0,0,421,8,0,0,0,0,0,0,0.0261282660332542,0.05,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,0,8414240,0.0261282660332542,0.05,0,0,421,8,0,0,0,0,0,0,0.0261282660332542,0.05,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0261282660332542,0.05,0,0,421,8,0,0,0,0,0,0,0.0261282660332542,0.05,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,0,8414240,0.0261282660332542,0.05,0,0,421,8,0,0,0,0,0,0,0.0261282660332542,0.05,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0261282660332542,0.05,0,0,421,8,0,0,0,0,0,0,0.0261282660332542,0.05,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,0,8414240,0.0261282660332542,0.05,0,0,421,8,0,0,0,0,0,0,0.0261282660332542,0.05,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0261282660332542,0.05,0,0,421,8,0,0,0,0,0,0,0.0261282660332542,0.05,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,0,8414240,0.0261282660332542,0.05,0,0,421,8,0,0,0,0,0,0,0.0261282660332542,0.05,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.0534979423868313,0.0941385281385281,0,0,243,5,0.02,0.02,0,0,50,50,0.0477815699658703,0.081486902176322,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,0,1319291,0.0534979423868313,0.0941385281385281,0,0,243,5,0.02,0.02,0,0,50,50,0.0477815699658703,0.081486902176322,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"11","ES","ESAR","ESHU",220461,0.02,0.02,0,0,50,1,1319291,0.0534979423868313,0.0941385281385281,0,0,243,5,0.02,0.02,0,0,50,50,0.0477815699658703,0.081486902176322,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"12","ES","ESAS","ESO",1022800,NA,NA,NA,NA,0,0,1022800,0.01875,0.0183333333333333,0,0,160,2,0,0,0,0,0,0,0.01875,0.0183333333333333,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,0,581078,0.0888888888888889,0.0916666666666667,0,0,90,2,0,0,0,0,0,0,0.0888888888888889,0.0916666666666667,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"14","ES","ESCE",NA,NA,NA,NA,NA,NA,NA,NA,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,0,2399548,0.074792243767313,0.0987868480725624,0,0,361,7,0.05,0.05,0,0,40,40,0.0723192019950125,0.0939203295615836,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"16","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,0,2399548,0.074792243767313,0.0987868480725624,0,0,361,7,0.05,0.05,0,0,40,40,0.0723192019950125,0.0939203295615836,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"17","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,0,2399548,0.074792243767313,0.0987868480725624,0,0,361,7,0.05,0.05,0,0,40,40,0.0723192019950125,0.0939203295615836,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"18","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,0,2399548,0.074792243767313,0.0987868480725624,0,0,361,7,0.05,0.05,0,0,40,40,0.0723192019950125,0.0939203295615836,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"19","ES","ESCL","ESVA",519546,NA,NA,NA,NA,0,0,2399548,0.074792243767313,0.0987868480725624,0,0,361,7,0.05,0.05,0,0,40,40,0.0723192019950125,0.0939203295615836,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"20","ES","ESCL","ESSO",88636,0.05,0.05,0,0,40,1,2399548,0.074792243767313,0.0987868480725624,0,0,361,7,0.05,0.05,0,0,40,40,0.0723192019950125,0.0939203295615836,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"21","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,0,2399548,0.074792243767313,0.0987868480725624,0,0,361,7,0.05,0.05,0,0,40,40,0.0723192019950125,0.0939203295615836,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"22","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,0,2399548,0.074792243767313,0.0987868480725624,0,0,361,7,0.05,0.05,0,0,40,40,0.0723192019950125,0.0939203295615836,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"23","ES","ESCL","ESZA",172539,NA,NA,NA,NA,0,0,2399548,0.074792243767313,0.0987868480725624,0,0,361,7,0.05,0.05,0,0,40,40,0.0723192019950125,0.0939203295615836,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"24","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,0,2032863,0.0833333333333333,0.0858333333333333,0,0,1080,14,0.08,0.0791666666666667,0,0,250,250,0.0827067669172932,0.0845802005012531,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
"25","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,0,2032863,0.0833333333333333,0.0858333333333333,0,0,1080,14,0.08,0.0791666666666667,0,0,250,250,0.0827067669172932,0.0845802005012531,0,0,47026208,0.112133891213389,0.105571428571429,0.0240963855421687,0.02,1195,12,0.0608199013755784,0.0684068092313511,11776,0.00178490973281771,0.0020112287487355,11586,0.0655473871404526,0.0718307333784016,0.00387099169762285,0.00369314578537278
