"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
"4","BR","BRAP",766679,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
"5","BR","BRBA",15203934,0,0,0,0,20,1,0,0,0,0,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
"6","BR","BRCE",8904459,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
"7","BR","BRDF",2914830,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,433,21,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
"8","BR","BRES",3929911,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
"9","BR","BRFN",3061,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
"10","BR","BRGO",6610681,0.00847457627118644,0.00333333333333333,0,0,236,3,0.00847457627118644,0.00333333333333333,0,0,204453710,0.00496688741721854,0.00375,0,0,604,4,0.0453944522945769,0.0466723715242652,10429,0.00457997875866591,0.00446367069087859,10429,0.043181251063187,0.0443225924613942,0.00432924847948217,0.00421930768015706
