"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","DE","DEBB",2485000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"2","DE","DEBE",3520000,0.0139275766016713,0.0282539682539683,NA,NA,359,7,0.0139275766016713,0.0282539682539683,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"3","DE","DEBW",10880000,0.01875,0.0216666666666667,NA,NA,160,2,0.01875,0.0216666666666667,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"4","DE","DEBY",12844000,0.0428571428571429,0.0466666666666667,NA,NA,210,4,0.0428571428571429,0.0466666666666667,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"5","DE","DEHB",671000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"6","DE","DEHE",6176000,0.0166320166320166,0.019,NA,NA,481,10,0.0166320166320166,0.019,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"7","DE","DEHH",1787000,0,0,NA,NA,25,1,0,0,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"8","DE","DEMV",1612000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"9","DE","DENI",7927000,0,0,NA,NA,62,2,0,0,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"10","DE","DENW",17865000,0,0,NA,NA,200,2,0,0,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"11","DE","DERP",4053000,0,0,NA,NA,25,1,0,0,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"12","DE","DESH",2859000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"13","DE","DESL",996000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"14","DE","DESN",4085000,0.0285714285714286,0.05,NA,NA,70,2,0.0285714285714286,0.05,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"15","DE","DEST",2245000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
"16","DE","DETH",2171000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,82176000,0.0027027027027027,NA,370,7,0.0147954905901131,1592,0,0,0.0125149954227625,0
