"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","FR","FR01",614331,0,0,NA,NA,110,3,0,0,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"2","FR","FR02",555094,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"3","FR","FR03",353124,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"4","FR","FR04",165155,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"5","FR","FR05",142312,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"6","FR","FR06",1094579,0,0,NA,NA,40,1,0,0,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"7","FR","FR07",324885,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"8","FR","FR08",291678,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"9","FR","FR09",157582,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"10","FR","FR10",311720,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"11","FR","FR11",365854,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"12","FR","FR12",288364,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"13","FR","FR13",2000550,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"14","FR","FR14",699561,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"15","FR","FR15",154135,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"16","FR","FR16",364429,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"17","FR","FR17",640803,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"18","FR","FR18",319600,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"19","FR","FR19",252235,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"20","FR","FR21",538505,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"21","FR","FR22",612383,0,0,NA,NA,150,2,0,0,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"22","FR","FR23",127919,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"23","FR","FR24",426607,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"24","FR","FR25",542509,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"25","FR","FR26",499313,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"26","FR","FR27",603194,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"27","FR","FR28",440291,0,0,NA,NA,25,1,0,0,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"28","FR","FR29",929286,0.00384615384615385,0.00833333333333333,NA,NA,260,2,0.00384615384615385,0.00833333333333333,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"29","FR","FR2A",145998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"30","FR","FR2B",168869,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"31","FR","FR30",726285,0,0,NA,NA,31,2,0,0,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"32","FR","FR31",1268370,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"33","FR","FR32",195489,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"34","FR","FR33",1479277,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"35","FR","FR34",1062617,0,0,NA,NA,20,1,0,0,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"36","FR","FR35",1015470,0.0142857142857143,0.0182608695652174,NA,NA,1470,23,0.0142857142857143,0.0182608695652174,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"37","FR","FR36",238261,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"38","FR","FR37",605819,0,0,NA,NA,20,2,0,0,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"39","FR","FR38",1233759,0,0,NA,NA,12,2,0,0,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"40","FR","FR39",271973,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"41","FR","FR40",397766,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"42","FR","FR41",340729,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"43","FR","FR42",766729,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"44","FR","FR43",231877,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"45","FR","FR44",1317685,0,0,NA,NA,10,1,0,0,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"46","FR","FR45",674913,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"47","FR","FR46",181232,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"48","FR","FR47",342500,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"49","FR","FR48",81281,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"50","FR","FR49",808298,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"51","FR","FR50",517121,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"52","FR","FR51",579533,0.0444444444444444,0.0444444444444444,NA,NA,45,1,0.0444444444444444,0.0444444444444444,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"53","FR","FR52",191004,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"54","FR","FR53",317006,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"55","FR","FR54",746502,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
"56","FR","FR55",200509,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64207050,0.0225,NA,400,6,0.0139472102664954,3563,0,0,0.0148104744333897,0
