"","date","r_c","r_r","I_c_p_w_country","I_c_p_m_country","I_r_p_w_country","I_r_p_m_country","p_w_country","p_m_country"
"1","2020/04/01",0,1282,NA,NA,0.00103010371274026,0.00149600490624535,NA,NA
"2","2020/04/02",500,3783,0,0,0.00146916578538755,0.00136345455689415,0.00129765448660311,0.00120428405060252
"3","2020/04/03",500,5916,0,0,0.00159852177984134,0.00146820198755372,0.0014739486984946,0.00135378475036905
"4","2020/04/04",500,6159,0,0,0.0015460832609122,0.00143015061970952,0.00142999351313384,0.00132276583072397
"5","2020/04/05",500,6199,0,0,0.00153335872738057,0.00140292515930175,0.00141891188998838,0.00129821362330371
"6","2020/04/06",850,7644,0.0105882352941176,0.0128571428571429,0.0013449561786575,0.00129476304082635,0.00226993701785472,0.00245181776697058
"7","2020/04/07",850,7879,0.0105882352941176,0.0128571428571429,0.00130430996299969,0.00122434812487311,0.00220834668329414,0.00235710966942911
"8","2020/04/08",850,8029,0.0105882352941176,0.0128571428571429,0.00127900253082846,0.00120843706213368,0.00217018935916452,0.0023235851560359
"9","2020/04/09",950,8621,0.0136842105263158,0.01625,0.00122294551247423,0.00116980829207172,0.00245982794515102,0.00266664061079827
"10","2020/04/10",950,9104,0.0136842105263158,0.01625,0.00191494401539852,0.00183315141065698,0.00302701912832585,0.00319539590636773
"11","2020/04/11",950,9254,0.0136842105263158,0.01625,0.0020093897661451,0.00188531454469233,0.00309632427439306,0.0032226774594848
"12","2020/04/12",1050,9254,0.0161904761904762,0.0188888888888889,0.0020093897661451,0.00188531454469233,0.00345447330123319,0.00361801573465802
"13","2020/04/13",1150,10189,0.0182608695652174,0.021,0.00205166823386729,0.00199428280512275,0.00369560346017054,0.00392184032995817
"14","2020/04/14",1250,10439,0.02,0.0227272727272727,0.00212246584833386,0.0020333066452142,0.00403425622300942,0.00424628103160937
"15","2020/04/15",1470,10589,0.0224489795918367,0.0235714285714286,0.00219644301485265,0.00207695776668924,0.00466524049127413,0.00469714783908055
"16","2020/04/16",1470,10739,0.0224489795918367,0.0235714285714286,0.00226652801196498,0.00211922313827619,0.00469655535428716,0.00470213263018658
"17","2020/04/17",1470,10889,0.0224489795918367,0.0235714285714286,0.00236459918592829,0.00217941778013287,0.00475346877057797,0.0047238190960326
"18","2020/04/19",1470,11039,0.0224489795918367,0.0235714285714286,0.00245776843516833,0.0022377602791632,0.00480704338922562,0.00474479460561856
"19","2020/04/20",1620,11039,0.0265432098765432,0.0264444444444444,0.00245776843516833,0.0022377602791632,0.00554003521256207,0.00533554275390493
"20","2020/04/22",1620,11189,0.0265432098765432,0.0264444444444444,0.00272662898181111,0.00240633519098994,0.0057387970706132,0.00544652076290003
"21","2020/04/23",1620,11339,0.0265432098765432,0.0264444444444444,0.0029826907083979,0.00256987801589648,0.00592798286461331,0.00555442910890117
"22","2020/04/24",1620,11489,0.0265432098765432,0.0264444444444444,0.00322684627906776,0.00272861075771754,0.00610826431460901,0.00565939499545479
"23","2020/04/25",1620,11639,0.0265432098765432,0.0264444444444444,0.00345990723125823,0.0028827425505003,0.0062802519243242,0.0057615386186947
"24","2020/04/27",1620,11789,0.0265432098765432,0.0264444444444444,0.00368261298711322,0.00303247057777498,0.00644450179022133,0.00586097364765376
"25","2020/05/02",1620,11939,0.0265432098765432,0.0264444444444444,0.0038956386898305,0.00317798091414052,0.00660152152208026,0.00595780766530892
"26","2020/05/09",1620,11969,0.0265432098765432,0.0264444444444444,0.00396379658293711,0.00340500513285961,0.00665558034448261,0.00615163046840803
"27","2020/05/15",1620,11978,0.0265432098765432,0.0264444444444444,0.00396379658293711,0.00340500513285961,0.0066537987549949,0.00614981258136435
"28","2020/05/21",1640,14304,0.026219512195122,0.0233333333333333,0.0406525603942055,0.0395673838789009,0.0391679769116104,0.0378975492768731
"29","2020/05/23",1640,14404,0.026219512195122,0.0233333333333333,0.0406726394369472,0.0395806237200898,0.0391952566971945,0.0379198436007753
"30","2020/05/24",2140,14715,0.0205607476635514,0.0200833333333333,0.0448969685189059,0.0452570818862027,0.0418071131270068,0.0420608895454646
"31","2020/05/25",2150,15485,0.0213953488372093,0.0286507936507937,0.0460315610243449,0.0459975387655226,0.0430279967372827,0.0438826818334746
"32","2020/05/26",2150,15500,0.0213953488372093,0.0286507936507937,0.046035620687039,0.0460158513795478,0.0430341144843685,0.0439005610613143
"33","2020/05/27",2150,15630,0.0213953488372093,0.0286507936507937,0.046747279969771,0.0464951947128902,0.043681664000423,0.0443374071828841
"34","2020/05/31",2150,15660,0.0213953488372093,0.0286507936507937,0.0467357479812013,0.0464643111427708,0.0436766880059299,0.0443138865157214
"35","2020/06/01",2150,16811,0.0213953488372093,0.0286507936507937,0.0475205012439431,0.0472929990680568,0.0445581533891634,0.0451791473910822
"36","2020/06/02",2150,16881,0.0213953488372093,0.0286507936507937,0.0475238227084312,0.04729421282941,0.0445719957511968,0.045187999218248
