"","date","p_cases","p_cases_recent"
"1","2020/03/22",0.00490196078431373,0
"2","2020/03/23",0.00479676235945327,0
"3","2020/03/25",0.00704978975585863,0
"4","2020/03/26",0.00584617700082224,0
"5","2020/03/27",0.00578153073837305,0
"6","2020/03/30",0.00567690658458417,0
"7","2020/03/31",0.00566323313592618,0
"8","2020/04/05",0.00551258798168866,0
"9","2020/04/06",0.00613313058264431,0
"10","2020/04/07",0.00506467650385971,0
"11","2020/04/08",0.00653405325672596,0
"12","2020/04/13",0.00364963503649635,0
"13","2020/04/16",0.00355871886120996,0
"14","2020/04/18",0.00343642611683849,0
"15","2020/04/20",0.00371287128712871,0
"16","2020/04/27",0,0
"17","2020/05/05",0,0
"18","2020/05/06",0,0
"19","2020/05/07",0.00298504945947677,0
"20","2020/05/08",0.0125434548757784,0
"21","2020/05/09",0.00800253837668523,0
"22","2020/05/10",0.00800253837668523,0
"23","2020/05/11",0.0082553230425282,0
"24","2020/05/25",0.0170736691988955,0
"25","2020/05/26",0.017087601132613,0
"26","2020/05/27",0.020128708245659,0
"27","2020/05/28",0.01478799607204,0
"28","2020/05/29",0.0138626876229977,0
"29","2020/05/30",0.0138533158919391,0
"30","2020/06/02",0.0140414288400271,0
"31","2020/06/03",0.0167293575525529,0
"32","2020/06/04",0.0167293575525529,0
"33","2020/06/05",0.0203663539290993,0
"34","2020/06/07",0.0203663539290993,0
"35","2020/06/09",0.0203663539290993,0
"36","2020/06/11",0.0266529070551733,0
"37","2020/06/17",0.0572294550982294,0
"38","2020/06/22",0.0731600912047279,0.0129106043302461
"39","2020/06/23",0.0374722418365679,0.0129106043302461
"40","2020/06/24",0.0345548527662469,0
"41","2020/06/29",0.0440849903959623,0
"42","2020/07/04",0.0424113219101098,0.00686659497592254
"43","2020/07/05",0.0424113219101098,0.00686659497592254
"44","2020/07/06",0.0350388595859118,0.00567295821867143
"45","2020/07/08",0.0869853593529619,0.00378197214578095
"46","2020/07/10",0.0907673314987429,0.00567295821867143
"47","2020/07/11",0.0907673314987429,0.00567295821867143
"48","2020/07/12",0.0907673314987429,0.00567295821867143
"49","2020/07/14",0.0907673314987429,0.0113459164373429
"50","2020/07/15",0.0907673314987429,0.0113459164373429
"51","2020/07/16",0.0907673314987429,0.0113459164373429
"52","2020/07/18",0.0907673314987429,0.0113459164373429
"53","2020/07/19",0.0907673314987429,0.0113459164373429
"54","2020/07/20",0.0907673314987429,0.0113459164373429
"55","2020/07/21",0.130465304542528,0.0205997849277676
"56","2020/07/22",0.130465304542528,0.0205997849277676
"57","2020/07/26",0.130465304542528,0.0205997849277676
"58","2020/07/27",0.130465304542528,0.0205997849277676
"59","2020/07/31",0.151065089470296,0.0274663799036901
"60","2020/08/05",0,0
"61","2020/08/08",0,0
"62","2020/08/10",0.151065089470296,0
"63","2020/08/14",0.151065089470296,0
