"","date","p_cases","p_cases_recent"
"1","2020/03/19",0.0272652726527265,0
"2","2020/03/20",0.0269289800474397,0
"3","2020/03/22",0.0240087594069069,0
"4","2020/03/23",0.0245032732294159,0
"5","2020/03/24",0.0268399877044649,0
"6","2020/03/25",0.0306257674314049,0
"7","2020/03/26",0.0308117266706117,0
"8","2020/03/27",0.0303560206423803,0
"9","2020/03/28",0.0322436396745833,0
"10","2020/03/29",0.0321378930120756,0
"11","2020/03/30",0.0319973726898237,0
"12","2020/03/31",0.0343659930416868,0
"13","2020/04/01",0.0392090365103684,0
"14","2020/04/02",0.0413120445657274,0
"15","2020/04/03",0.0428813777426159,0
"16","2020/04/04",0.0436400245657244,0
"17","2020/04/05",0.044820682684212,0
"18","2020/04/06",0.0448934423241992,0
"19","2020/04/07",0.0452937438101119,0
"20","2020/04/08",0.0466339300465681,0
"21","2020/04/09",0.051554630245004,0
"22","2020/04/10",0.0511388816336852,0
"23","2020/04/11",0.0524866718794827,0
"24","2020/04/12",0.0479990065735663,0
"25","2020/04/13",0.0476732645533044,0
"26","2020/04/14",0.0478032827785621,0
"27","2020/04/15",0.0467720533700601,0
"28","2020/04/16",0.0484981469691296,0
"29","2020/04/17",0.0497563266988876,0
"30","2020/04/18",0.0488057926170297,0
"31","2020/04/19",0.0497114825101272,0
"32","2020/04/20",0.0494549234127534,0
"33","2020/04/21",0.0500869354610422,0
"34","2020/04/22",0.0496555193757724,0
"35","2020/04/23",0.0498554199068503,0
"36","2020/04/24",0.0499456619228979,0
"37","2020/04/25",0.052042734341,0
"38","2020/04/26",0.0511410331792613,0
"39","2020/04/27",0.0593529112288164,0
"40","2020/04/28",0.0637504153685448,0
"41","2020/04/29",0.069278446954557,0
"42","2020/04/30",0.0737607310006208,0
"43","2020/05/01",0.0769560789854183,0
"44","2020/05/02",0.0800632450377779,0
"45","2020/05/03",0.0788899663620354,0
"46","2020/05/04",0.0727765327410447,0
"47","2020/05/05",0.0756565205397588,0
"48","2020/05/06",0.0762549571244948,0
"49","2020/05/07",0.0805325697470094,0.02558762273133
"50","2020/05/08",0.0788682977539454,0.023312140478353
"51","2020/05/09",0.0800789875462306,0.0194684796044499
"52","2020/05/10",0.0767463810274784,0.0191722458916616
"53","2020/05/11",0.0772087146461186,0.0114405333041537
"54","2020/05/12",0.0744594692671308,0.00914795112296496
"55","2020/05/13",0.0750661032519121,0.00827160445643071
"56","2020/05/14",0.0616744249170633,0.00420762578339757
"57","2020/05/15",0.0578412861345926,0.00248388766490554
"58","2020/05/16",0.0574161886317832,0.0022792417931524
"59","2020/05/17",0.0569289917749768,0.00270198701409477
"60","2020/05/18",0.0568503494170061,0.00260480050449704
"61","2020/05/19",0.0569195599793759,0.00258804425513953
"62","2020/05/20",0.0564300118357261,0.00257443257639814
"63","2020/05/21",0.0565772447904205,0.00256976452193033
"64","2020/05/22",0.055544017215539,0.00207597084550152
"65","2020/05/23",0.0555097207959042,0.0020758522459993
"66","2020/05/24",0.0552900242748946,0.00208110839866228
"67","2020/05/25",0.0551894732119293,0.00209519305302866
"68","2020/05/26",0.054594574919444,0.00210164052768809
"69","2020/05/27",0.0549527944677724,0.00202880935063404
"70","2020/05/28",0.0546015879581261,0.00205280819343302
"71","2020/05/29",0.0534689787339426,0.00241806685694295
"72","2020/05/30",0.0343111784914762,0.0060658668916025
"73","2020/05/31",0.0376062464047547,0.00568634602536056
"74","2020/06/01",0.0331412284317046,0
"75","2020/06/02",0.0288207746839593,0
"76","2020/06/03",0.0310788342116189,0
"77","2020/06/04",0.0349431097851493,0
"78","2020/06/05",0.0411874578562997,0
"79","2020/06/06",0.0388473201205337,0
"80","2020/06/07",0.039464700429458,0.000786729096560155
"81","2020/06/08",0.0413877924795142,0.00142314626199614
"82","2020/06/09",0.0418862200397023,0.00114750919540742
"83","2020/06/10",0.041236622026726,0.00174418550944311
"84","2020/06/11",0.039215141717458,0.00169007761589895
"85","2020/06/12",0.0387674878176099,0.00184723013104615
"86","2020/06/13",0.0448275641773548,0.00237474878583706
"87","2020/06/14",0.0441401736036832,0.00237935149949915
"88","2020/06/15",0.0419951400028654,0.00261289231985043
"89","2020/06/16",0.0438829983619432,0.00260626489268703
"90","2020/06/17",0.0443187535899094,0.00306159691915434
"91","2020/06/18",0.0461166746619962,0.00401550997695147
"92","2020/06/19",0.0470628222911853,0.00400915787137704
"93","2020/06/20",0.0415240268756864,0.00425558869179496
"94","2020/06/21",0.0424107611594092,0.00474412080679392
"95","2020/06/22",0.0441715389533981,0.00412248685295607
"96","2020/06/23",0.0461168876505595,0.00331278373315494
"97","2020/06/24",0.0442993343114424,0.00408622333946563
"98","2020/06/25",0.0310670646000944,0.00184095539021871
"99","2020/06/26",0.0490310337310375,0.00464863589480236
"100","2020/06/27",0.0764472801860199,0.00713738755263719
"101","2020/06/28",0.0764472801860199,0.00713738755263719
"102","2020/06/29",0.116239520343397,0.00532023798002571
"103","2020/06/30",0.116239520343397,0.00532023798002571
"104","2020/07/01",0.116239520343397,0.00532023798002571
"105","2020/07/02",0.116239520343397,0.00532023798002571
"106","2020/07/03",0.114285714285714,0
"107","2020/07/04",0.0833333333333333,0
"108","2020/07/05",0.0833333333333333,0
"109","2020/07/06",0.1,0
"110","2020/07/07",0.1,0
"111","2020/07/08",0.1,0
"112","2020/07/09",0.1,0
"113","2020/07/10",0.1,0
"114","2020/07/11",0.1,0
"115","2020/07/12",0.1,0
"116","2020/07/13",0.084593837535014,0
"117","2020/07/14",0.04,0
"118","2020/07/15",0.04,0
"119","2020/07/17",0.04,0
"120","2020/07/19",0,0
"121","2020/07/20",0,0
"122","2020/07/21",0,0
"123","2020/07/22",0,0
"124","2020/07/25",0,0
