"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0710144927536232,0.0690909090909091,0,0,690,12,0,0,0,0,0,0,0.0710144927536232,0.0690909090909091,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,0,8414240,0.0710144927536232,0.0690909090909091,0,0,690,12,0,0,0,0,0,0,0.0710144927536232,0.0690909090909091,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0710144927536232,0.0690909090909091,0,0,690,12,0,0,0,0,0,0,0.0710144927536232,0.0690909090909091,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,0,8414240,0.0710144927536232,0.0690909090909091,0,0,690,12,0,0,0,0,0,0,0.0710144927536232,0.0690909090909091,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0710144927536232,0.0690909090909091,0,0,690,12,0,0,0,0,0,0,0.0710144927536232,0.0690909090909091,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,0,8414240,0.0710144927536232,0.0690909090909091,0,0,690,12,0,0,0,0,0,0,0.0710144927536232,0.0690909090909091,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0710144927536232,0.0690909090909091,0,0,690,12,0,0,0,0,0,0,0.0710144927536232,0.0690909090909091,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,0,8414240,0.0710144927536232,0.0690909090909091,0,0,690,12,0,0,0,0,0,0,0.0710144927536232,0.0690909090909091,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.05,0.05,0,0,80,1,0,0,0,0,0,0,0.05,0.05,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,0,1319291,0.05,0.05,0,0,80,1,0,0,0,0,0,0,0.05,0.05,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"11","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,0.05,0.05,0,0,80,1,0,0,0,0,0,0,0.05,0.05,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"12","ES","ESAS","ESO",1022800,NA,NA,NA,NA,0,0,1022800,0,0,0,0,206,6,0,0,0,0,0,0,0,0,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,0,581078,0.126666666666667,0.19,0,0,150,4,0,0,0,0,0,0,0.126666666666667,0.19,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"14","ES","ESCE",NA,NA,NA,NA,NA,NA,NA,NA,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,0,2399548,0.0133333333333333,0.01,0,0,150,2,0,0,0,0,0,0,0.0133333333333333,0.01,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"16","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,0,2399548,0.0133333333333333,0.01,0,0,150,2,0,0,0,0,0,0,0.0133333333333333,0.01,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"17","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,0,2399548,0.0133333333333333,0.01,0,0,150,2,0,0,0,0,0,0,0.0133333333333333,0.01,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"18","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,0,2399548,0.0133333333333333,0.01,0,0,150,2,0,0,0,0,0,0,0.0133333333333333,0.01,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"19","ES","ESCL","ESVA",519546,NA,NA,NA,NA,0,0,2399548,0.0133333333333333,0.01,0,0,150,2,0,0,0,0,0,0,0.0133333333333333,0.01,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"20","ES","ESCL","ESSO",88636,NA,NA,NA,NA,0,0,2399548,0.0133333333333333,0.01,0,0,150,2,0,0,0,0,0,0,0.0133333333333333,0.01,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"21","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,0,2399548,0.0133333333333333,0.01,0,0,150,2,0,0,0,0,0,0,0.0133333333333333,0.01,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"22","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,0,2399548,0.0133333333333333,0.01,0,0,150,2,0,0,0,0,0,0,0.0133333333333333,0.01,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"23","ES","ESCL","ESZA",172539,NA,NA,NA,NA,0,0,2399548,0.0133333333333333,0.01,0,0,150,2,0,0,0,0,0,0,0.0133333333333333,0.01,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"24","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,0,2032863,0.0325396825396825,0.0385714285714286,0,0,1260,14,0.0880952380952381,0.0891666666666667,0,0,420,420,0.0464285714285714,0.0512202380952381,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"25","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,0,2032863,0.0325396825396825,0.0385714285714286,0,0,1260,14,0.0880952380952381,0.0891666666666667,0,0,420,420,0.0464285714285714,0.0512202380952381,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"26","ES","ESCM","ESCU",196329,NA,NA,NA,NA,0,0,2032863,0.0325396825396825,0.0385714285714286,0,0,1260,14,0.0880952380952381,0.0891666666666667,0,0,420,420,0.0464285714285714,0.0512202380952381,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"27","ES","ESCM","ESGU",257762,NA,NA,NA,NA,0,0,2032863,0.0325396825396825,0.0385714285714286,0,0,1260,14,0.0880952380952381,0.0891666666666667,0,0,420,420,0.0464285714285714,0.0512202380952381,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"28","ES","ESCM","ESTO",694844,0.0880952380952381,0.0891666666666667,0,0,420,8,2032863,0.0325396825396825,0.0385714285714286,0,0,1260,14,0.0880952380952381,0.0891666666666667,0,0,420,420,0.0464285714285714,0.0512202380952381,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"29","ES","ESCN","ESTF",1032983,NA,NA,NA,NA,0,0,2153389,0.0518518518518519,0.0816666666666667,0,0,135,4,0,0,0,0,0,0,0.0518518518518519,0.0816666666666667,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"30","ES","ESCN","ESGC",1120406,NA,NA,NA,NA,0,0,2153389,0.0518518518518519,0.0816666666666667,0,0,135,4,0,0,0,0,0,0,0.0518518518518519,0.0816666666666667,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"31","ES","ESCT","ESB",5664579,0,0,0,0,57,4,7675217,0.0178173719376392,0.0222222222222222,0,0,449,15,0,0,0,0,61,61,0.0156862745098039,0.0195642701525054,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"32","ES","ESCT","ESL",434930,NA,NA,NA,NA,0,0,7675217,0.0178173719376392,0.0222222222222222,0,0,449,15,0,0,0,0,61,61,0.0156862745098039,0.0195642701525054,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"33","ES","ESCT","EST",804664,NA,NA,NA,NA,0,0,7675217,0.0178173719376392,0.0222222222222222,0,0,449,15,0,0,0,0,61,61,0.0156862745098039,0.0195642701525054,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"34","ES","ESCT","ESGI",771044,0,0,0,0,4,2,7675217,0.0178173719376392,0.0222222222222222,0,0,449,15,0,0,0,0,61,61,0.0156862745098039,0.0195642701525054,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"35","ES","ESEX","ESCC",394151,NA,NA,NA,NA,0,0,1067710,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"36","ES","ESEX","ESBA",673559,NA,NA,NA,NA,0,0,1067710,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"37","ES","ESGA","ESC",1119596,0,0,0,0,4,2,2699499,0.029535864978903,0.0146666666666667,0,0,237,5,0,0,0,0,30,30,0.0262172284644195,0.0130187265917603,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"38","ES","ESGA","ESLU",329587,NA,NA,NA,NA,0,0,2699499,0.029535864978903,0.0146666666666667,0,0,237,5,0,0,0,0,30,30,0.0262172284644195,0.0130187265917603,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"39","ES","ESGA","ESPO",942665,0,0,0,0,26,2,2699499,0.029535864978903,0.0146666666666667,0,0,237,5,0,0,0,0,30,30,0.0262172284644195,0.0130187265917603,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"40","ES","ESGA","ESOR",307651,NA,NA,NA,NA,0,0,2699499,0.029535864978903,0.0146666666666667,0,0,237,5,0,0,0,0,30,30,0.0262172284644195,0.0130187265917603,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"41","ES","ESIB","ESPM",1149460,NA,NA,NA,NA,0,0,1149460,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"42","ES","ESMC","ESMU",1493898,NA,NA,NA,NA,0,0,1493898,0.0666666666666667,0.0666666666666667,0,0,30,1,0,0,0,0,0,0,0.0666666666666667,0.0666666666666667,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"43","ES","ESMD","ESM",6663394,0.133569739952719,0.0946078431372549,0.00264550264550265,0.0138888888888889,846,17,6663394,0.106240126382306,0.107673702261803,0.00441855794336212,0.00384615384615385,5064,69,0.133569739952719,0.0946078431372549,0.00264550264550265,0.0138888888888889,846,846,0.110152284263959,0.105803361006411,0.00416475002762792,0.00528374332942861,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"44","ES","ESML",NA,NA,NA,NA,NA,NA,NA,NA,86487,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"45","ES","ESNC","ESNA",654214,NA,NA,NA,NA,0,0,654214,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"46","ES","ESPV","ESVI",331549,NA,NA,NA,NA,0,0,2207776,0,0,0,0,43,4,0,0,0,0,0,0,0,0,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
"47","ES","ESPV","ESBI",1152651,NA,NA,NA,NA,0,0,2207776,0,0,0,0,43,4,0,0,0,0,0,0,0,0,0,0,47026208,0,0,0,0,6,6,0.0449965464650657,0.0460351624972282,8937,0.000606094055508916,0.000768940609053926,8937,0.0449663575710938,0.0460042767793501,0.000605687417430748,0.000768424714649998
