Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/04/11,Turkey,TR,,,,400,1,,,,,,,,,,,,,world-g-sheet,,
2020/04/15,Turkey,TR,,,,100,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/17,Turkey,TR,,,,200,3,,,,,,,,,,,,,world-g-sheet,,
2020/05/15,Turkey,TR,Ankara,TR06,en,7,2,0,,,,,,,,,N,Y,Y,limesurvey-7221,3ar1w5ctdzka86ex6k,
2020/05/21,Turkey,TR,Ankara,TR06,en,200,0,,,,,,,,,,Y,Y,N,limesurvey-10098,teddzhob81kagt1ley,
2020/05/28,Turkey,TR,Diyarbakır,TR21,en,150,0,,,,,,,,,,Y,N,N,limesurvey-12271,ox4w02t6dckar66mor,
2020/06/05,Turkey,TR,İstanbul,TR34,en,20,1,1,,,,,,,,,Y,N,N,limesurvey-13750,6hks63eqhzkb2pk5k6,
