Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/05/06,Antarctica,AQ,,,en,99,0,,,,,,,,,,,,,limesurvey-35,hc3sam25syk9vjm8uy,
2020/05/07,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-819,mjy52d5fkkk9wl9u0g,
2020/05/07,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-814,mjy52d5fkkk9wl9u0g,
2020/05/07,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-825,g57f4gaj7bk9wlxk27,
2020/05/07,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-1255,1xh2qsp70dk9x6mkwx,
2020/05/07,Antarctica,AQ,,,en,42422,42422,,,,,,,,,,,,,limesurvey-842,xy93dss4nmk9wpc0s0,
2020/05/07,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-1272,i7vow3elkhk9x6vfbz,
2020/05/07,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-845,xy93dss4nmk9wpc0s0,
2020/05/07,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-1463,bmfvsjne3wk9xbw5dm,
2020/05/07,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-1459,0tgil5185qk9xb5gkv,
2020/05/08,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-2343,s2qolor2mck9ycxaoh,
2020/05/08,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-1865,s2qolor2mck9ycxaoh,
2020/05/09,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-2966,s2qolor2mck9ycxaoh,
2020/05/09,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-2629,s2qolor2mck9ycxaoh,
2020/05/09,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-2963,s2qolor2mck9ycxaoh,
2020/05/09,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-2964,s2qolor2mck9ycxaoh,
2020/05/09,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-2961,s2qolor2mck9ycxaoh,
2020/05/09,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-2627,s2qolor2mck9ycxaoh,
2020/05/09,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-2965,s2qolor2mck9ycxaoh,
2020/05/09,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-2628,s2qolor2mck9ycxaoh,
2020/05/10,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-3056,s2qolor2mck9ycxaoh,
2020/05/11,Antarctica,AQ,,,en,9999,99999,,,,,,,,,,,,,limesurvey-3552,hc3sam25syk9vjm8uy,
2020/05/11,Antarctica,AQ,,,en,99999,99999,,,,,,,,,,,,,limesurvey-3499,hc3sam25syk9vjm8uy,
2020/05/11,Antarctica,AQ,,,en,99999,99999,,,,,,,,,,,,,limesurvey-3516,ct1wzlim6uka2n4tpq,
2020/05/11,Antarctica,AQ,,,en,999,99,,,,,,,,,,,,,limesurvey-3746,53x2k3etlqk9xrznp5,
2020/05/11,Antarctica,AQ,,,en,9999,99999,,,,,,,,,,,,,limesurvey-3506,hc3sam25syk9vjm8uy,
2020/05/11,Antarctica,AQ,,,en,999,999,,,,,,,,,,,,,limesurvey-3869,53x2k3etlqk9xrznp5,
2020/05/11,Antarctica,AQ,,,en,99999,99999,,,,,,,,,,,,,limesurvey-3491,hc3sam25syk9vjm8uy,
2020/05/12,Antarctica,AQ,,,en,9999,9999,,,,,,,,,,,,,limesurvey-4081,hc3sam25syk9vjm8uy,
2020/05/12,Antarctica,AQ,,,en,9999,9999,,,,,,,,,,,,,limesurvey-4054,pjtpdby65bka3jpyny,
2020/05/13,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5092,yxdn7h8qphka1jnzam,
2020/05/13,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5093,yxdn7h8qphka1jnzam,
2020/05/13,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5062,eehpxpjogbk9tzbaeg,
2020/05/13,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5052,eehpxpjogbk9tzbaeg,
2020/05/13,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-4679,hc3sam25syk9vjm8uy,
2020/05/13,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5094,yxdn7h8qphka1jnzam,
2020/05/13,Antarctica,AQ,,,en,4242,4242,4242,,,,,,,,,,,,limesurvey-4699,yxdn7h8qphka1jnzam,
2020/05/13,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-4698,s2qolor2mck9ycxaoh,
2020/05/13,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5098,1mpxpn9xulka5w4jek,
2020/05/13,Antarctica,AQ,,,en,999,999,,,,,,,,,,,,,limesurvey-4591,53x2k3etlqk9xrznp5,
2020/05/14,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5518,hc3sam25syk9vjm8uy,
2020/05/14,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5732,wusnx7iipika6tcexe,
2020/05/14,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5789,hc3sam25syk9vjm8uy,
2020/05/14,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-5678,wusnx7iipika6tcexe,
2020/05/15,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-7243,8jx47oz0k5ka8nu370,
2020/05/15,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-7240,8jx47oz0k5ka8nu370,
2020/05/16,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-7686,r2tankjfvlka8f5vuc,
2020/05/16,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-7684,ct1wzlim6uka2n4tpq,
2020/05/16,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-7516,ct1wzlim6uka2n4tpq,
2020/05/17,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-8430,urgyj7zfpfkabj5rxf,
2020/05/17,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-8427,urgyj7zfpfkabj5rxf,
2020/05/24,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-11670,eogj06qsxqkal6grx7,
2020/05/24,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-11663,rrqs4lfnpokal29yu1,
2020/05/25,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-11740,eogj06qsxqkal6grx7,
2020/05/29,Antarctica,AQ,,,en,4242,4242,4242,,,,,,,,,,,,limesurvey-12303,dxohm838h6k9xciiwq,
2020/05/29,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-12302,eogj06qsxqkal6grx7,
2020/05/30,Antarctica,AQ,,,en,4242,4242,,,,,,,,,,,,,limesurvey-12391,r2tankjfvlka8f5vuc,
2020/06/14,Antarctica,AQ,,,es,4242,4242,,,,,,,,,,,,,limesurvey-16134,r2tankjfvlka8f5vuc,test
