Timestamp,Region,Reach,Cases
"2020/04/08 08:31:02 AM UTC",Αττική,60,2
"2020/04/08 12:06:17 PM UTC",Πελοπόννησος,9,0
"2020/04/08 12:06:24 PM UTC",Αττική,10,0
"2020/04/08 12:07:37 PM UTC",Αττική,50,1
"2020/04/08 02:49:18 PM UTC",Αττική,20,0
"2020/04/08 05:52:47 PM UTC",Αττική,100,0
"2020/04/08 06:05:58 PM UTC","ολόκληρη η χώρα",100,1
"2020/04/08 07:05:22 PM UTC",Αττική,100,0
"2020/04/08 08:21:26 PM UTC",Αττική,90,0
"2020/04/10 07:56:09 AM UTC",Αττική,100,0
"2020/04/10 01:24:56 PM UTC","ολόκληρη η χώρα",40,1
"2020/04/10 02:29:14 PM UTC","ολόκληρη η χώρα",100,0
"2020/04/10 02:29:43 PM UTC","Κεντρική Μακεδονία",80,0
"2020/04/10 02:30:05 PM UTC","Δυτική Μακεδονία",30,2
"2020/04/10 02:51:15 PM UTC","Ανατολική Μακεδονία και Θράκη",10000,0
"2020/04/10 04:09:22 PM UTC",Ήπειρος,15000,0
"2020/04/10 05:38:55 PM UTC","Κεντρική Μακεδονία",100,0
"2020/04/10 07:13:46 PM UTC",Θεσσαλία,100,0
"2020/04/11 12:25:46 AM UTC",Κρήτη,100,0
"2020/04/11 10:29:28 AM UTC","Κεντρική Μακεδονία",2,0
"2020/04/11 11:00:54 AM UTC","Κεντρική Μακεδονία",20,0
"2020/04/11 11:21:15 AM UTC","Ανατολική Μακεδονία και Θράκη",30,5
"2020/04/11 11:42:23 AM UTC",Αττική,20,0
"2020/04/11 12:42:54 PM UTC","Ανατολική Μακεδονία και Θράκη",10000,2
"2020/04/11 01:24:20 PM UTC",Αττική,20,0
"2020/04/11 01:56:24 PM UTC",Αττική,50,0
"2020/04/11 03:32:01 PM UTC","Κεντρική Μακεδονία",1000,5
"2020/04/11 06:55:20 PM UTC",Αττική,100,0
"2020/04/11 06:58:42 PM UTC",Αττική,800,0
"2020/04/12 05:49:16 AM UTC","ολόκληρη η χώρα",50,0
"2020/04/12 08:06:59 AM UTC","Κεντρική Μακεδονία",70,0
"2020/04/12 09:54:27 AM UTC",Αττική,20,0
"2020/04/12 10:59:04 AM UTC","Κεντρική Μακεδονία",200,0
"2020/04/12 04:36:52 PM UTC","ολόκληρη η χώρα",35,1
"2020/04/12 07:21:22 PM UTC","Ανατολική Μακεδονία και Θράκη",100,0
"2020/04/13 11:09:56 AM UTC",Αττική,100,0
"2020/04/13 12:53:58 PM UTC","ολόκληρη η χώρα",100,2
"2020/04/13 01:59:01 PM UTC",Αττική,50,0
"2020/04/13 05:56:07 PM UTC",Αττική,100,0
"2020/04/13 07:06:55 PM UTC","Κεντρική Μακεδονία",7,0
