Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/04/12,Romania,RO,,,,300,4,,,,,,,,,,,,,world-g-sheet,,
2020/04/12,Romania,RO,,,,2000,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/13,Romania,RO,,,,100,2,,,,,,,,,,,,,world-g-sheet,,
2020/04/16,Romania,RO,,,,70,1,,,,,,,,,,,,,world-g-sheet,,
2020/05/21,Romania,RO,Constanța,ROCT,en,20,0,0,,,,,,,,,Y,N,N,limesurvey-9998,8ryzus94u8kagm2g3c,
2020/05/21,Romania,RO,Ilfov,ROIF,en,50,0,0,,,,,,,,,Y,N,N,limesurvey-9995,urt4tc1n37kagm0fhh,
2020/05/21,Romania,RO,Gorj,ROGJ,en,500,0,0,,,,,,,,,Y,N,N,limesurvey-10048,7fc9g21zlgkagpph9x,
2020/05/21,Romania,RO,Cluj,ROCJ,en,30,2,2,,,,,,,,,Y,N,N,limesurvey-10009,zc0ty25b96kagmmtk6,
2020/05/21,Romania,RO,Timiș,ROTM,en,20,0,,,,,,,,,,Y,N,N,limesurvey-9947,un8402ujgmkagk4c9x,
2020/05/21,Romania,RO,Ilfov,ROIF,en,20,0,,,,,,,,,,Y,N,N,limesurvey-10003,vykvpo084dkagmgzhk,
2020/05/21,Romania,RO,Iași,ROIS,en,15,1,0,,,,,,,,,Y,N,N,limesurvey-10063,4cs4xjippwkagqnob8,
2020/05/21,Romania,RO,Bacău,ROBC,en,15,0,0,,,,,,,,,Y,N,N,limesurvey-10015,on10fkceq3kagnbfwy,
2020/05/21,Romania,RO,Ilfov,ROIF,en,100,0,0,,,,,,,,,Y,N,N,limesurvey-10054,7zi8l4bo55kagpz8v8,
2020/05/21,Romania,RO,Dolj,RODJ,en,100,0,,,,,,,,,,Y,Y,Y,limesurvey-10202,5bovr2q887kagyqot2,
2020/05/21,Romania,RO,Brăila,ROBR,en,1,0,1,,,,,,,,,Y,N,N,limesurvey-10081,0ftzvurw36kagrmxpa,
2020/05/21,Romania,RO,Ilfov,ROIF,en,3,3,3,,,,,,,,,Y,N,N,limesurvey-9994,sbopf5osoykagly3c7,
2020/05/21,Romania,RO,Iași,ROIS,en,50,0,0,,,,,,,,,Y,Y,Y,limesurvey-9991,7915vbbvsakaglu3cv,
2020/05/21,Romania,RO,Cluj,ROCJ,en,15,0,0,,,,,,,,,Y,N,N,limesurvey-10159,6b6jqboj7pkagvh6m7,
2020/05/21,Romania,RO,Ilfov,ROIF,en,30,0,0,,,,,,,,,Y,N,N,limesurvey-9964,6ge61ns5wukagkgyom,
2020/05/21,Romania,RO,,,en,10,0,0,,,,,,,,,Y,N,N,limesurvey-10001,hkxzxdflw4kagm99wd,
2020/05/21,Romania,RO,Cluj,ROCJ,en,20,0,0,,,,,,,,,Y,N,N,limesurvey-9979,0l8616a9m4kagl54l5,
2020/05/21,Romania,RO,Buzău,ROBZ,en,20,0,0,,,,,,,,,Y,Y,Y,limesurvey-9960,uhtupo7l5wkagkllgg,
2020/05/21,Romania,RO,Bistrița-Năsăud,ROBN,en,10,0,0,,,,,,,,,Y,N,N,limesurvey-9968,wwxyql16r0kagkt0yh,
2020/05/21,Romania,RO,Ilfov,ROIF,en,100,0,0,,,,,,,,,Y,N,N,limesurvey-10059,rum22qyy41kagqaraa,
2020/05/21,Romania,RO,Cluj,ROCJ,en,16,0,0,,,,,,,,,Y,N,N,limesurvey-9992,19cy2f0hpwkagluwhy,
2020/05/21,Romania,RO,Vaslui,ROVS,en,20,2,2,,,,,,,,,Y,N,N,limesurvey-10029,ze486x8x9rkagopx0c,
2020/05/21,Romania,RO,Maramureș,ROMM,en,20,0,0,,,,,,,,,Y,N,N,limesurvey-9990,mql55koi03kaglqymh,
2020/05/21,Romania,RO,Ilfov,ROIF,en,10,3,3,,,,,,,,,Y,N,N,limesurvey-9987,h6w8stfawbkagllmru,
2020/05/21,Romania,RO,Cluj,ROCJ,en,1000,0,0,,,,,,,,,Y,N,N,limesurvey-9980,puukkufn1tkagl6q5i,
2020/05/21,Romania,RO,Ilfov,ROIF,en,30,0,0,,,,,,,,,Y,N,N,limesurvey-9970,chpdib2tppkagkwp2a,
2020/05/21,Romania,RO,Cluj,ROCJ,en,10,0,0,,,,,,,,,Y,N,N,limesurvey-9950,5ttrw6zdeqkagk9r2w,
2020/05/21,Romania,RO,Timiș,ROTM,en,20,0,0,,,,,,,,,Y,N,N,limesurvey-10099,s3p3rpmwylkagt2t17,
2020/05/21,Romania,RO,,,en,20,0,0,,,,,,,,,Y,N,N,limesurvey-9999,r7wf3u836xkagm2q4p,
2020/05/21,Romania,RO,Ilfov,ROIF,en,10,2,2,,,,,,,,,Y,Y,Y,limesurvey-9943,dyh2dvvj17kagjyghw,
2020/05/21,Romania,RO,,,en,69420,6999,0,,,,,,,,,Y,Y,Y,limesurvey-9974,yg9xd7ck2kkagl1gfk,
2020/05/21,Romania,RO,Hunedoara,ROHD,en,2,600,600,,,,,,,,,Y,N,N,limesurvey-10067,tl37qxgg71kagqs5im,
2020/05/22,Romania,RO,Mehedinți,ROMH,en,200,15,15,,,,,,,,,Y,N,Y,limesurvey-10917,zh1cit5bj8kaisl5qr,
2020/06/09,Romania,RO,Ilfov,ROIF,en,30,0,0,,,,,,,,,Y,N,N,limesurvey-14923,6fvr70rwbnkb8f6kci,
