"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","UA","UA05",1604270,0,0,123,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"2","UA","UA07",1042855,0,0,50,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"3","UA","UA09",2263676,0,0,50,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"4","UA","UA12",3258705,0,0,100,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"5","UA","UA14",4387702,0,0,45,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"6","UA","UA18",1249225,0.0188679245283019,0.01,106,0.0188679245283019,0.01,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"7","UA","UA21",1259497,0,0,100,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"8","UA","UA23",1755663,0,0,100,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"9","UA","UA26",1382721,0.04,0.04,50,0.04,0.04,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"10","UA","UA30",2900920,NA,NA,0,NA,NA,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"11","UA","UA32",1731673,0.02,0.02,50,0.02,0.02,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"12","UA","UA35",974724,0,0,100,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"13","UA","UA40",381685,NA,NA,0,NA,NA,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"14","UA","UA43",1963770,0,0,20,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"15","UA","UA46",2535476,0,0,30,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"16","UA","UA48",1159634,0,0,100,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"17","UA","UA51",2387282,0,0,100,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"18","UA","UA53",1440684,0,0,250,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"19","UA","UA56",1162049,0,0,200,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"20","UA","UA59",1115051,0,0,40,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"21","UA","UA61",1066523,0,0,100,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"22","UA","UA63",2720342,0.2,0.2,35,0.2,0.2,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"23","UA","UA65",1063803,0,0,30,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"24","UA","UA68",1296103,0,0,45,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"25","UA","UA71",1246166,0,0,32,0,0,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"26","UA","UA74",1047023,0.02,0.02,100,0.02,0.02,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
"27","UA","UA77",910001,NA,NA,0,NA,NA,45307223,0.00273972602739726,0.00185185185185185,730,0.0165031682775707,0.0162337255871799,1956,0.0127625454768906,0.0123250257261265
