"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","US","USAK",731545,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"2","US","USAL",4903185,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"3","US","USAR",3017825,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"4","US","USAZ",7278717,0.230769230769231,0.230769230769231,0,0,13,1,0.230769230769231,0.230769230769231,0,0,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"5","US","USCA",39512223,0.0147058823529412,0.00666666666666667,0.02,0.02,68,3,0.0147058823529412,0.00666666666666667,0.02,0.02,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"6","US","USCO",5758736,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"7","US","USCT",3565287,0,0,NA,NA,10,1,0,0,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"8","US","USDC",705749,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"9","US","USDE",973764,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"10","US","USFL",21477737,0,0,NA,NA,100,1,0,0,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"11","US","USGA",10617423,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"12","US","USHI",1415872,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"13","US","USIA",3155070,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"14","US","USID",1787065,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"15","US","USIL",12671821,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
"16","US","USIN",6732219,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0412622578918104,575,0.0175347881899374,393,0.0412622578918104,0.0175347881899374
