"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","US","USAK",731545,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"2","US","USAL",4903185,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"3","US","USAR",3017825,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"4","US","USAZ",7278717,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"5","US","USCA",39512223,0.00342465753424658,0.000833333333333333,0.00347826086956522,0.000909090909090909,584,12,0.00342465753424658,0.000833333333333333,0.00347826086956522,0.000909090909090909,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"6","US","USCO",5758736,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"7","US","USCT",3565287,0,0,NA,NA,30,3,0,0,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"8","US","USDC",705749,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"9","US","USDE",973764,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"10","US","USFL",21477737,0.0292682926829268,0.0428571428571429,0,0,205,4,0.0292682926829268,0.0428571428571429,0,0,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"11","US","USGA",10617423,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"12","US","USHI",1415872,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"13","US","USIA",3155070,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
"14","US","USID",1787065,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,NA,NA,0,0,0.035417437088493,0.0355022276176076,1623,0.0151363814268518,0.0144242565689566,1369,NA,NA,NA,NA
