"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","US","USAK",731545,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"2","US","USAL",4903185,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"3","US","USAR",3017825,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"4","US","USAZ",7278717,0.1,0.1,0.1,0.1,10,1,0.1,0.1,0.1,0.1,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"5","US","USCA",39512223,0,0,0,0,222,8,0,0,0,0,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"6","US","USCO",5758736,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"7","US","USCT",3565287,0,0,NA,NA,10,1,0,0,NA,NA,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"8","US","USDC",705749,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"9","US","USDE",973764,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"10","US","USFL",21477737,0.0121212121212121,0.019047619047619,0,0,165,3,0.0121212121212121,0.019047619047619,0,0,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"11","US","USGA",10617423,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
"12","US","USHI",1415872,0,0,0,0,6,1,0,0,0,0,328300544,NA,NA,0,0,0.0245654064548145,1232,0.0129218189925909,1060,0.0245654064548145,0.0129218189925909
