"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0.121428571428571,0.0566666666666667,140,0.121428571428571,0.0566666666666667,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"2","PT","PT02",152758,0,0,51,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"3","PT","PT03",848185,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"4","PT","PT04",136252,0,0,30,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"5","PT","PT05",196264,0,0,50,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"6","PT","PT06",430104,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"7","PT","PT07",166706,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"8","PT","PT08",451006,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"9","PT","PT09",160939,0,0,50,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"10","PT","PT10",470930,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"11","PT","PT11",2250533,0,0,230,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"12","PT","PT12",118506,0.02,0.02,50,0.02,0.02,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"13","PT","PT13",1817117,0.0037037037037037,0.00416666666666667,270,0.0037037037037037,0.00416666666666667,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"14","PT","PT14",453638,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"15","PT","PT15",851258,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"16","PT","PT16",244836,0,0,80,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"17","PT","PT17",206661,0,0,40,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"18","PT","PT18",377653,0,0,60,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"19","PT","PT20",245766,0.0166666666666667,0.0166666666666667,120,0.0166666666666667,0.0166666666666667,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
"20","PT","PT30",267785,0,0,70,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.00946119221111677,0.00516128903717736,1941,0.00671198882062546,0.00385616363965053
