Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,RecentCasesNursing,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,es,50,7,7,0,0,,0,2,2,1,1,0,,N,Y,limesurvey-5317,xupg3b53j6kd8j453z,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,es,50,0,0,0,0,0,0,0,0,0,0,0,,N,N,limesurvey-5812,3wou8clw6ikd8yoes8,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,8,0,0,0,0,0,0,0,0,0,0,0,,N,N,limesurvey-5831,j5jvqp64sekd8zoznl,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,3,3,3,0,0,2,0,,0,0,0,0,,N,N,limesurvey-5656,b4cjqx3o02kd8ub9uj,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,50,6,6,0,0,0,1,4,3,2,2,1,,Y,Y,limesurvey-5870,3vr4wdsttlkd93vyp0,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,en,200,6,60,0,0,0,0,6,6,2,0,0,,N,N,limesurvey-5383,ffd2aq2qfkd8jrzvt,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,4,4,4,0,0,0,0,0,0,0,0,0,,Y,N,limesurvey-5491,1nhth2qt3gkd8mfv4i,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,40,0,0,0,0,0,0,3,0,0,0,0,,Y,Y,limesurvey-5679,d4kpp2uytrkd8u4k9b,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,25,12,8,2,0,2,0,7,0,0,0,0,,Y,N,limesurvey-5620,jmjsgkpxw2kd8rai20,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,12,0,0,0,0,0,0,1,0,0,0,0,,N,Y,limesurvey-5263,tmvu3loy4ukd8iozps,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,13,1,1,0,0,0,0,9,1,1,1,1,,N,N,limesurvey-5601,plwmjxeloskd8pr95t,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,es,20,0,0,0,0,,0,2,0,0,0,0,,N,N,limesurvey-5753,qplm13o0owkd8wr5ua,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,80,550,5,,0,0,0,5,2,,,,,N,N,limesurvey-5585,zbt8n39j9mkd8p7e8v,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,20,1,,0,0,0,0,2,0,1,0,0,,N,N,limesurvey-5372,9csgedy75xkd8jl6cl,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,10,0,,,,,,,,,,,,Y,Y,limesurvey-5747,mjj0ufak2xkd8wbvv6,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,50,12,11,1,12,0,0,30,6,0,0,0,,Y,Y,limesurvey-5954,qcay8tbmobkd9bw79w,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,20,0,0,0,0,0,0,0,0,0,0,0,,Y,Y,limesurvey-5275,29awl6ywc0kd8il418,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,25,3,4,1,0,0,0,1,0,2,1,2,,N,N,limesurvey-5449,0s4aqmmwfwkd8lf7oq,
2020/07/30,Spain,ES,"Arganda del Rey",ESMAR,es,1000,7,1,0,6,0,6,,7,,,,,N,N,limesurvey-5646,8gbk39x2ggkd8tklar,
2020/07/30,Spain,ES,"Arganda del Rey",ESMAR,en,4,1,1,0,0,0,0,2,1,0,0,0,,N,N,limesurvey-5794,qfx0u6js15kd8yayvm,
2020/07/30,Spain,ES,"Arganda del Rey",ESMAR,en,30,5,5,0,0,0,0,4,3,3,1,1,,Y,N,limesurvey-5414,x2fooa97lwkd8kdv8g,
2020/07/30,Spain,ES,"Arganda del Rey",ESMAR,en,30,2,2,0,0,1,0,,,0,0,0,,Y,Y,limesurvey-5778,0mrsm8b3mrkd8xqu35,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,es,50,0,,,,,,1,0,,,,,N,Y,limesurvey-5387,sxcz91adxwkd8jwy5p,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,3,0,0,0,0,0,0,0,,0,0,,,N,Y,limesurvey-5380,3gtxn1qahakd8jttki,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,en,20,1,1,0,0,0,0,15,0,0,0,0,,N,Y,limesurvey-5568,g9jrfmpe66kd8ojbrq,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,50,5,4,1,0,0,0,2,1,1,1,0,,Y,N,limesurvey-5371,8a2yrwc9l2kd8k029d,
2020/07/30,Spain,ES,"Arganda del Rey",ESMAR,en,60,6,5,1,0,0,0,4,4,0,0,4,,N,Y,limesurvey-5799,3ua2v0wephkd8yfoni,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,es,15,5,4,1,0,0,0,0,,0,1,0,,N,N,limesurvey-5953,drqpb5yuf5kd9bztfv,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,en,25,0,,,,,,20,0,,,,,N,N,limesurvey-5695,j55to5t0xhkd8uhov2,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,20,0,0,0,0,0,0,3,0,0,0,0,,N,N,limesurvey-5306,3izzlwkt6lkd8izypb,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,20,1,1,0,0,0,0,1,1,0,0,0,,N,N,limesurvey-5650,8o9phsnxwikd8tnh7n,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,en,14,4,4,0,0,0,0,1,0,0,0,0,,N,N,limesurvey-5830,9fadcfn50pkd8zivo1,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,30,3,3,0,0,0,0,1,1,1,1,0,,Y,N,limesurvey-5760,5g1tmdkgg2kd8wsd02,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,en,30,1,1,0,0,0,0,1,1,0,0,0,,N,N,limesurvey-5685,3mcpj7jynekd8u6qpl,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,es,25,45,45,0,0,0,0,5,0,3,1,0,,N,Y,limesurvey-5250,p5u5z963j6kd8ihqp1,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,es,20,1,1,0,0,0,0,1,0,0,0,0,,Y,Y,limesurvey-5829,x6hqhs35owkd8zj9b4,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,10,1,1,0,0,0,0,1,1,0,0,0,,N,N,limesurvey-5780,fklv7axb5rkd8xsndx,
2020/07/30,Spain,ES,"Arganda del Rey",ESMAR,en,4,3,3,0,0,0,0,1,0,1,0,0,,N,N,limesurvey-5779,7ms9qioeq1kd8xs556,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,en,50,5,5,0,0,0,0,0,0,0,0,0,,Y,N,limesurvey-5771,02epy11d8lkd8xf87b,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,en,200,4,2,0,0,0,2,5,3,10,7,3,,Y,Y,limesurvey-5825,jvl9yucoigayigy899,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,15,2,2,0,0,0,0,5,0,0,0,0,,Y,Y,limesurvey-5717,6siw0ho538kd8vgofl,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,2,0,0,0,0,0,0,0,0,0,0,0,,N,N,limesurvey-5512,xkglsyyhmakd8mukux,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,6,0,0,0,0,0,0,1,0,0,0,0,,N,N,limesurvey-5607,a8u4wc72lxkd8q9lkf,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,es,50,5,5,0,0,0,0,,4,4,4,,,N,Y,limesurvey-5537,s6e94l8t35kd8nnxvr,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,50,1,1,0,0,0,0,,,0,0,0,,N,N,limesurvey-5453,0ennykv85okd8ldhq8,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,40,4,3,0,0,0,1,5,2,1,1,1,,N,N,limesurvey-5378,ghjchpv2dfkd8jry8z,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,30,0,0,0,1,1,0,10,0,0,0,0,,N,Y,limesurvey-5437,seqqobdn4fkd8kzj5m,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,30,0,,,,,,,,,,,,N,N,limesurvey-5872,6ukte9pvwjkd94aivl,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,10,3,3,0,0,0,0,1,0,0,0,0,,Y,Y,limesurvey-5404,lnsihvvfzlkd8k81t1,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,3,0,,,,,,,,,,,,Y,Y,limesurvey-5523,r48wass03xkd8n5lq0,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,20,5,5,0,0,0,0,2,2,0,,,,N,Y,limesurvey-5745,71x3irgl4ikd8wb3j1,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,23,0,0,0,0,0,0,3,0,0,0,0,,Y,Y,limesurvey-5838,swosdmcvi5kd9046af,
2020/07/30,Spain,ES,"Rivas Barrio Centro",ESMRC,en,3,1,1,0,0,0,0,0,0,0,0,0,,N,N,limesurvey-5880,id2t60lf9skd9574yb,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,es,13,3,3,0,0,0,0,0,,0,0,0,,Y,Y,limesurvey-5252,m82oc9s4kokd8iij36,
2020/07/30,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,3,0,,,,,,,,,,,,N,Y,limesurvey-5485,u90exhwoplkd8m5c52,
2020/07/30,Spain,ES,"Rivas Barrio Este",ESMRE,es,25,7,6,1,0,,0,3,3,3,2,2,,N,N,limesurvey-5912,7y2f75az4hkd99vf9s,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,50,4,4,0,0,0,0,3,0,0,0,0,,N,N,limesurvey-5985,gxeg2nlpvwkd9gt5i2,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,150,4,4,0,0,0,0,4,2,0,0,0,,Y,Y,limesurvey-6007,xwa64ofgc8kd9swpor,
2020/07/31,Spain,ES,"Rivas Barrio Centro",ESMRC,es,75,0,75,0,0,0,0,2,0,0,0,0,,N,N,limesurvey-5987,5lqvj6x5g9kd9h18kz,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,5,0,,0,,,,1,0,0,0,0,,N,N,limesurvey-6006,0173iiutwykd9sr4ev,
2020/07/31,Spain,ES,"Arganda del Rey",ESMAR,en,36,4,4,0,0,0,0,1,1,0,0,0,,Y,N,limesurvey-6005,rki1pyjqodkd8vfgdy,
2020/07/31,Spain,ES,"Arganda del Rey",ESMAR,en,100,1,1,0,0,0,0,3,1,0,0,0,,N,N,limesurvey-6001,uca6xdhhlqkd9rq8xo,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,30,2,2,0,0,0,0,0,0,0,0,0,,N,N,limesurvey-5990,1ktse4fy5kkd9h8bx2,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,6,2,2,0,0,0,0,1,0,0,0,,,N,N,limesurvey-6000,t19s2vhl7hkd9rqt87,
2020/07/31,Spain,ES,"Arganda del Rey",ESMAR,en,10,5,5,0,0,0,0,3,1,0,0,0,,N,N,limesurvey-5995,9oowr86lx2kd9l0yo5,
2020/07/31,Spain,ES,"Rivas Barrio Centro",ESMRC,es,150,0,,,,,,,,,,,,N,N,limesurvey-6010,shsyrmm84dkd9ta2of,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,40,5,3,2,0,0,0,4,4,1,1,1,,N,N,limesurvey-5989,0knczk94xxkd9h3gzw,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,3,0,0,0,0,0,0,0,0,0,0,0,,N,N,limesurvey-6017,min8xkbi64kd9u40r6,
2020/07/31,Spain,ES,"Rivas Barrio Centro",ESMRC,en,8,0,0,0,0,0,0,0,0,0,0,0,,N,N,limesurvey-6022,j5jvqp64sekd8zoznl,
2020/07/31,Spain,ES,"Rivas Barrio Centro",ESMRC,es,10,1,1,0,0,0,0,1,1,0,0,0,,Y,Y,limesurvey-6012,rbshf101d4kd9tx9dv,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,10,4,3,0,0,0,1,5,4,2,2,0,,N,N,limesurvey-6025,rhiq8mosqqkd9v0te5,
2020/07/31,Spain,ES,"Rivas Barrio Centro",ESMRC,en,27,5,5,0,,0,5,0,0,0,0,0,,Y,Y,limesurvey-6039,y2xqg7350qkd9xaszn,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,4,1,1,0,0,0,0,0,0,0,0,0,,N,Y,limesurvey-6034,au56453zb2kd9wssc1,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,30,3,3,0,0,0,0,3,3,1,1,0,,Y,Y,limesurvey-6038,ik4dpjlyf4kd9x3hee,
2020/07/31,Spain,ES,"Rivas Barrio Centro",ESMRC,en,20,5,5,0,0,0,0,7,6,1,1,1,,Y,Y,limesurvey-6037,ovjr1f2bqykd96tnhj,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,25,0,0,0,0,0,0,0,0,0,0,0,,Y,Y,limesurvey-6019,hkorulki6kd9ucwdc,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,en,15,2,2,0,0,0,2,6,2,2,0,0,,N,N,limesurvey-6032,8ry9actsp7kd9wnh9d,
2020/07/31,Spain,ES,"Rivas Barrio Centro",ESMRC,es,26,0,0,0,0,0,0,4,0,0,0,0,,Y,N,limesurvey-6020,ygf9nvqq7skd9ujpvp,
2020/07/31,Spain,ES,"Rivas Barrio Oeste",ESMRO,es,734,10000,20000,60000,40000,50000,30000,91000,99000,70000,80000,90000,,Y,N,limesurvey-6016,rvg8nuqvnjkd9u58gx,
