"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"4","BR","BRAP",766679,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"5","BR","BRBA",15203934,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"6","BR","BRCE",8904459,0.04,0.04,0,0,200,1,0.04,0.04,0,0,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"7","BR","BRDF",2914830,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"8","BR","BRES",3929911,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"9","BR","BRFN",3061,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"10","BR","BRGO",6610681,0.166666666666667,0.166666666666667,0,0,6,1,0.166666666666667,0.166666666666667,0,0,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"12","BR","BRMG",20869101,0.0114942528735632,0.0355555555555556,0,0,174,3,0.0114942528735632,0.0355555555555556,0,0,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"13","BR","BRMS",2651235,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"16","BR","BRPB",3972202,0.0133333333333333,0.0133333333333333,0,0,150,1,0.0133333333333333,0.0133333333333333,0,0,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
"17","BR","BRPE",9345173,0.05,0.05,0,0,120,1,0.05,0.05,0,0,204453710,NA,NA,0,0,0.0353542942300366,2256,0.00780501709018741,2236,0.0353542942300366,0.00780501709018741
