"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"3","BR","BRAM",3938336,0.103448275862069,0.216666666666667,0.015,0.015,203,2,0.103448275862069,0.216666666666667,0.015,0.015,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"4","BR","BRAP",766679,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"5","BR","BRBA",15203934,0.0386879730866274,0.0488701923076923,0.0120481927710843,0.0291849816849817,1189,16,0.0386879730866274,0.0488701923076923,0.0120481927710843,0.0291849816849817,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"6","BR","BRCE",8904459,0.123287671232877,0.139259259259259,0.0246575342465753,0.0387037037037037,730,9,0.123287671232877,0.139259259259259,0.0246575342465753,0.0387037037037037,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"7","BR","BRDF",2914830,0.0166666666666667,0.025,0,0,60,2,0.0166666666666667,0.025,0,0,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"8","BR","BRES",3929911,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"9","BR","BRFN",3061,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"10","BR","BRGO",6610681,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"11","BR","BRMA",6904241,0.233333333333333,0.233333333333333,0,0,60,2,0.233333333333333,0.233333333333333,0,0,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"12","BR","BRMG",20869101,0,0,0,0,35,2,0,0,0,0,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"13","BR","BRMS",2651235,0,0,0,0,55,3,0,0,0,0,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"15","BR","BRPA",8175113,0.126315789473684,0.149166666666667,0.0277777777777778,0.0166666666666667,190,4,0.126315789473684,0.149166666666667,0.0277777777777778,0.0166666666666667,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"16","BR","BRPB",3972202,0.0821428571428571,0.0775,0.0357142857142857,0.13125,280,4,0.0821428571428571,0.0775,0.0357142857142857,0.13125,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"17","BR","BRPE",9345173,0,0,0,0,80,1,0,0,0,0,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"18","BR","BRPI",3204028,0.0186915887850467,0.01,0,0,107,2,0.0186915887850467,0.01,0,0,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"19","BR","BRPR",11163018,0.0958904109589041,0.0638095238095238,0.0273972602739726,0.0133333333333333,73,6,0.0958904109589041,0.0638095238095238,0.0273972602739726,0.0133333333333333,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"20","BR","BRRJ",16550024,0.0558139534883721,0.0686772486772487,0.00581395348837209,0.00703703703703704,860,9,0.0558139534883721,0.0686772486772487,0.00581395348837209,0.00703703703703704,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"23","BR","BRRR",505665,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"24","BR","BRRS",11247972,0.0317124735729387,0.0257142857142857,0,0,473,7,0.0317124735729387,0.0257142857142857,0,0,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"25","BR","BRSC",6819190,0,0,0,0,65,2,0,0,0,0,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"27","BR","BRSP",44396484,0.0392399834779017,0.0330162028807923,0.0037751677852349,0.00629451193967323,2421,34,0.0392399834779017,0.0330162028807923,0.0037751677852349,0.00629451193967323,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
"28","BR","BRTO",1515126,0.0533333333333333,0.0675,0.01,0.015,300,2,0.0533333333333333,0.0675,0.01,0.015,204453710,0.15,0,100,1,0.05256997635077,7181,0.00796278817311497,7181,0.0539081170409119,0.00785342423721172
