"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","PT","PT01",714200,0,0,0,0,30,1,0,0,0,0,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"2","PT","PT02",152758,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"3","PT","PT03",848185,0,0,0,0,300,4,0,0,0,0,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"4","PT","PT04",136252,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"5","PT","PT05",196264,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"6","PT","PT06",430104,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"7","PT","PT07",166706,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"8","PT","PT08",451006,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"9","PT","PT09",160939,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"10","PT","PT10",470930,0.04,0.04,0,0,100,2,0.04,0.04,0,0,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"11","PT","PT11",2250533,0.01875,0.0153333333333333,0.0303030303030303,0.192222222222222,160,5,0.01875,0.0153333333333333,0.0303030303030303,0.192222222222222,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"12","PT","PT12",118506,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"13","PT","PT13",1817117,0.0481927710843374,0.025,0,0,83,2,0.0481927710843374,0.025,0,0,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"14","PT","PT14",453638,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"15","PT","PT15",851258,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"16","PT","PT16",244836,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"17","PT","PT17",206661,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
"18","PT","PT18",377653,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.1,0.1,NA,NA,200,2,0.0243578839354853,0.0161897827092381,673,0.0111782266734803,0.0709072178654433,673,0.041687120147287,0.0353902906796303,0.00861735000143441,0.0546627235090989
