"date","region","regionname","sample_size","reach","cases_est","cases_low","cases_high","recentcases_est","recentcases_low","recentcases_high","recentcasesnursing_est","recentcasesnursing_low","recentcasesnursing_high","fatalities_est","fatalities_low","fatalities_high","hospital_est","hospital_low","hospital_high","icu_est","icu_low","icu_high","p_cases","p_cases_low","p_cases_high","p_recovered","p_recovered_low","p_recovered_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recentcases","p_recentcases_low","p_recentcases_high","p_recentcasesnursing","p_recentcasesnursing_low","p_recentcasesnursing_high","p_stillsick","p_stillsick_low","p_stillsick_high","p_hospital","p_hospital_low","p_hospital_high","p_severe","p_severe_low","p_severe_high","p_icu","p_icu_low","p_icu_high","p_tested","p_tested_low","p_tested_high","p_positive","p_positive_low","p_positive_high","population"
"2020/07/30","ESMAR","Arganda del Rey",18,437,5323.42791762014,3792.78934681646,6854.06648842381,0,0,0,NA,NA,NA,255.248847926267,0,608.183168228237,1148.6198156682,406.023584250035,1891.21604708637,1020.99539170507,320.045756260492,1721.94502714965,0.0961098398169336,0.0684754977850559,0.123744181848811,0.952380952380952,0.887976016986547,1.01678588777536,0.0476190476190476,0,0.112023983013452,0,0,0,NA,NA,NA,0,0,0,0.214285714285714,0.0901912581324595,0.338380170438969,0.142857142857143,0.0370290350666076,0.248685250647678,0.19047619047619,0.0717193574486322,0.309233023503749,0.0786240786240786,0.0524755593904583,0.104772597857699,0.5,0.32676202195629,0.67323797804371,55389
"2020/07/31","ESMAR","Arganda del Rey",21,490,5538.9,4067.62169810069,7010.17830189932,0,0,0,NA,NA,NA,227.47022587269,0,542.074081446237,1137.35112936345,439.701507572055,1835.00075115484,909.88090349076,284.577310974974,1535.18449600655,0.1,0.0734373557583759,0.126562644241624,0.959183673469388,0.903782635981829,1.01458471095695,0.0408163265306122,0,0.0962173640181706,0,0,0,NA,NA,NA,0,0,0,0.204081632653061,0.0912356053597884,0.316927659946334,0.122448979591837,0.0306656467104851,0.214232312473188,0.163265306122449,0.059777091913186,0.266753520331712,0.0826086956521739,0.0574516656741052,0.107765725630243,0.447368421052632,0.289277545703789,0.605459296401474,55389
"2020/08/01","ESMAR","Arganda del Rey",28,697,4847.53084648494,3685.50463715519,6009.55705581468,89.4814216478191,0,264.720063833809,NA,NA,NA,160.78084179971,0,383.283984226591,884.294629898403,365.907784798353,1402.68147499845,792.529411764706,278.47067255714,1306.58815097227,0.0875179340028694,0.066538566089931,0.108497301915808,0.894736842105263,0.815066529586873,0.974407154623653,0.0327868852459016,0,0.0774752375492101,0.0169491525423729,0,0.049886154858338,NA,NA,NA,0,0,0,0.180327868852459,0.0838484490143342,0.276807288690584,0.0983606557377049,0.0236280184807427,0.173093292994667,0.147540983606557,0.058543799629893,0.236538167583222,0.11544227886057,0.0911912198413802,0.139693337879759,0.266666666666667,0.166585458718679,0.366747874614654,55389
"2020/08/02","ESMAR","Arganda del Rey",28,711,4752.08016877637,3611.85976000348,5892.30057754926,87.5023696682464,0,258.868342021409,NA,NA,NA,157.578947368421,0,375.65733860601,866.684210526316,358.538788016922,1374.82963303571,689.132192846034,214.576691709008,1163.68769398306,0.0857946554149086,0.0652089721786543,0.106380338651163,0.894736842105263,0.815066529586873,0.974407154623653,0.0327868852459016,0,0.0774752375492101,0.0169491525423729,0,0.049886154858338,NA,NA,NA,0,0,0,0.180327868852459,0.0838484490143342,0.276807288690584,0.0983606557377049,0.0236280184807427,0.173093292994667,0.131147540983607,0.0464372318141072,0.215857850153106,0.113069016152717,0.0892846679097088,0.136853364395724,0.25974025974026,0.161799283424358,0.357681236056161,55389
"2020/08/03","ESMAR","Arganda del Rey",29,727,5104.62585969739,3940.01893449329,6269.23278490148,85.3451463790447,0,252.489639739192,NA,NA,NA,154.072322670376,0,367.304555959878,847.397774687065,350.472311408344,1344.32323796579,672.400606980273,209.296128037634,1135.50508592291,0.0921595598349381,0.0711335993517358,0.11318552031814,0.968253968253968,0.92496101802018,1.01154691848776,0.0298507462686567,0,0.0705988650180609,0.0153846153846154,0,0.0453050600156102,NA,NA,NA,0,0,0,0.164179104477612,0.0754785687115093,0.252879640243715,0.0895522388059701,0.0211805307304528,0.157923946881487,0.119402985074627,0.0417591664726516,0.197046803676602,0.117647058823529,0.0937280373914452,0.141566080255614,0.25609756097561,0.161625829032531,0.350569292918688,55389
"2020/08/04","ESMAR","Arganda del Rey",48,1244,5565.61495176849,4640.2541589437,6490.97574459328,47.7903364969802,0,141.417257432256,NA,NA,NA,456.252059308072,174.63638146155,737.867737154595,808.94587628866,427.222888360058,1190.66886421726,767.958405545927,394.283421579623,1141.63338951223,0.10048231511254,0.0837757345130567,0.117188895712024,0.917355371900826,0.868294922178069,0.966415821623584,0.0819672131147541,0.0332909358364262,0.130643490393082,0.00813008130081301,0,0.023999840579984,NA,NA,NA,0.024,0,0.0508301817237139,0.158878504672897,0.0896128186542829,0.228144190691511,0.102803738317757,0.0452591637555271,0.160348312879987,0.131147540983607,0.0712483069334446,0.191046775033769,0.105118829981718,0.0869443340697035,0.123293325893733,0.502857142857143,0.428778676877731,0.576935608836555,55389
"2020/08/05","ESMAR","Arganda del Rey",59,1455,5291.45773195876,4454.86811494172,6128.0473489758,40.6077712609971,0,120.168359940358,NA,NA,NA,468.405919661734,204.508165677462,732.303673646005,780.12676056338,431.824484969133,1128.42903615763,719.337662337662,379.620206380635,1059.05511829469,0.09553264604811,0.0804287514658456,0.110636540630374,0.903703703703704,0.853941565877126,0.953465841530282,0.0882352941176471,0.0405657285468322,0.135904859688462,0.0072992700729927,0,0.0215532681040483,NA,NA,NA,0.0287769784172662,0.000984788391444474,0.0565691684430879,0.15702479338843,0.0921991371469447,0.221850449629915,0.107438016528926,0.0522615875564887,0.162614445501363,0.125,0.0694175520646938,0.180582447935306,0.108045977011494,0.0912030188443272,0.124888935178661,0.487562189054726,0.418460978591167,0.556663399518286,55389
"2020/08/06","ESMAR","Arganda del Rey",47,1166,5320.38421955403,4383.57079281694,6257.19764629112,51.4289693593315,0,152.181090038404,0,0,0,493.663101604278,189.059717717055,798.266485491501,631.813688212928,276.382692357192,987.244684068663,558.35685483871,214.038756472751,902.674953204668,0.0960548885077187,0.0791415406094521,0.112968236405985,0.898148148148148,0.841106158234276,0.955190138062021,0.0917431192660551,0.037552271973656,0.145933966558454,0.00892857142857143,0,0.0263499511317067,0,0,0,0.0357142857142857,0.00134559954639521,0.0700829718821762,0.127659574468085,0.0601984058950199,0.19512074304115,0.0957446808510638,0.0362624801254528,0.155226881576675,0.0934579439252336,0.0383063216543397,0.148609566196128,0.112810707456979,0.0936387897581278,0.13198262515583,0.5,0.426547244214832,0.573452755785168,55389
"2020/08/07","ESMAR","Arganda del Rey",46,1150,5298.07826086957,4356.54022940131,6239.61629233782,52.2045240339303,0,154.475281419407,0,0,0,500.804701627486,191.814859794531,809.794543460442,588.107142857143,242.414403887366,933.79988182692,567.510245901639,217.576801031819,917.44369077146,0.0956521739130435,0.078653527404382,0.112650820421705,0.89622641509434,0.838170371211152,0.954282458977528,0.0934579439252336,0.0383063216543397,0.148609566196128,0.00909090909090909,0,0.0268275883383194,0,0,0,0.0272727272727273,0,0.0577104095590364,0.119565217391304,0.0532664884965696,0.185863946286039,0.0978260869565217,0.0371207811957163,0.158531392717327,0.0952380952380952,0.0390911742681999,0.151385016207991,0.122330097087379,0.102319421937354,0.142340772237404,0.537634408602151,0.465982477386661,0.60928633981764,55389
"2020/08/08","ESMAR","Arganda del Rey",42,996,5839.20180722892,4782.83168505519,6895.57192940264,0,0,0,0,0,0,581.817226890756,223.108746418487,940.525707363026,627.993197278912,240.978925882129,1015.00746867569,627.993197278912,240.978925882129,1015.00746867569,0.105421686746988,0.0863498471728176,0.124493526321158,0.895238095238095,0.836661461281783,0.953814729194408,0.0980392156862745,0.040330455099478,0.155747976273071,0,0,0,0,0,0,0.0285714285714286,0,0.0604372307444941,0.114942528735632,0.0479209621949341,0.18196409527633,0.103448275862069,0.0394544952403413,0.167442056483797,0.1,0.0412010804637984,0.158798919536202,0.0924657534246575,0.0732826881078573,0.111648818741458,0.602836879432624,0.522071935039241,0.683601823826008,55389
"2020/08/09","ESMAR","Arganda del Rey",43,1011,6026.49851632047,4963.32629665755,7089.6707359834,0,0,0,0,0,0,572.792140641158,219.618832646043,925.965448636274,617.491638795987,236.912691253301,998.070586338672,617.491638795987,236.912691253301,998.070586338672,0.108803165182987,0.0896085196818421,0.127997810684132,0.899082568807339,0.842534506932086,0.955630630682593,0.0934579439252336,0.0383063216543397,0.148609566196128,0,0,0,0,0,0,0.0272727272727273,0,0.0577104095590364,0.108695652173913,0.0450932855083353,0.172298018839491,0.0978260869565217,0.0371207811957163,0.158531392717327,0.0952380952380952,0.0390911742681999,0.151385016207991,0.0987654320987654,0.0791756031604278,0.118355261037103,0.594594594594595,0.515495323912893,0.673693865276296,55389
"2020/08/10","ESMAR","Arganda del Rey",44,1037,6302.70202507232,5232.16364916532,7373.24040097933,0,0,0,0,0,0,557.794561933535,213.821445159944,901.767678707125,660.107258938245,272.34742061562,1047.86709726087,626.186022610483,258.238203081901,994.133842139065,0.113789778206365,0.0944621431902601,0.133117413222469,0.905982905982906,0.853099602860831,0.958866209104981,0.0869565217391304,0.0354578556654669,0.138455187812794,0,0,0,0,0,0,0.0254237288135593,0,0.053824793932111,0.11,0.0486747345259758,0.171325265474024,0.1,0.0412010804637984,0.158798919536202,0.0973451327433628,0.0426905158709421,0.151999749615784,0.106870229007634,0.0868739551376053,0.126866502877662,0.594936708860759,0.518391788703934,0.671481629017585,55389
"2020/08/11","ESMAR","Arganda del Rey",26,538,5868.35130111524,4427.86819936939,7308.83440286109,0,0,0,0,0,0,230.307692307692,0,548.827727771816,600.748373101952,77.0422509625714,1124.45449524133,360.449023861171,0,766.998675913516,0.105947955390335,0.0799412915808083,0.131954619199861,0.946428571428571,0.887454024559195,1.00540311829795,0.0350877192982456,0,0.0828551794617894,0,0,0,0,0,0,0,0,0,0.087719298245614,0.0142810208146069,0.161157575676621,0.087719298245614,0.0142810208146069,0.161157575676621,0.0545454545454545,0,0.114561359075535,0.127236580516899,0.0981147707528251,0.156358390280972,0.390625,0.27109403163686,0.51015596836314,55389
"2020/08/12","ESMAR","Arganda del Rey",18,412,7394.16262135922,5575.12683060608,9213.19841211236,306.864265927978,0,730.968916399561,0,0,0,0,0,0,920.592797783934,190.125775049731,1651.05982051814,649.724340175953,16.7516202616297,1282.69706009028,0.133495145631068,0.100654043774144,0.166336247487992,0.962962962962963,0.912592711274133,1.01333321465179,0,0,0,0.0363636363636364,0,0.0858353540308765,0,0,0,0.0363636363636364,0,0.0858353540308765,0.109090909090909,0.0267002983880783,0.19148151979374,0.0909090909090909,0.0149335044481571,0.166884677370025,0.0754716981132075,0.00435651669249849,0.146586879533917,0.145888594164456,0.110256171904137,0.181521016424775,0.527272727272727,0.395328701829899,0.659216752715556,55389
"2020/08/13","ESMAR","Arganda del Rey",15,370,7335.3,5422.27966924448,9248.32033075552,167.845454545455,0,496.317681264678,0,0,0,0,0,0,671.381818181818,17.4394114649916,1325.32422489864,335.690909090909,0,799.51427725126,0.132432432432432,0.0978945218228255,0.166970343042039,1,1,1,0,0,0,0.0204081632653061,0,0.059997168539108,0,0,0,0.0204081632653061,0,0.059997168539108,0.0816326530612245,0.00496887400204828,0.158296432120401,0.0816326530612245,0.00496887400204828,0.158296432120401,0.0408163265306122,0,0.0962173640181706,0.128358208955224,0.0925397799346852,0.164176637975763,0.465116279069767,0.316034583511978,0.614197974627557,55389
"2020/08/14","ESMAR","Arganda del Rey",14,329,7407.64741641337,5370.48086525614,9444.81396757061,191.657439446367,0,566.648655861124,0,0,0,0,0,0,766.629757785467,20.563709076171,1512.69580649476,574.9723183391,0,1222.21700692802,0.133738601823708,0.096959339674956,0.17051786397246,0.977272727272727,0.933237189534587,1.02130826501087,0,0,0,0.0227272727272727,0,0.0667628104654133,0,0,0,0.0227272727272727,0,0.0667628104654133,0.0909090909090909,0.00596580293056058,0.175852378887621,0.0909090909090909,0.00596580293056058,0.175852378887621,0.0681818181818182,0,0.142658725140881,0.149659863945578,0.108882097137635,0.190437630753522,0.409090909090909,0.26381553487055,0.554366283311268,55389
"2020/08/15","ESMAR","Arganda del Rey",14,329,7407.64741641337,5370.48086525614,9444.81396757061,191.657439446367,0,566.648655861124,0,0,0,0,0,0,766.629757785467,20.563709076171,1512.69580649476,574.9723183391,0,1222.21700692802,0.133738601823708,0.096959339674956,0.17051786397246,0.977272727272727,0.933237189534587,1.02130826501087,0,0,0,0.0227272727272727,0,0.0667628104654133,0,0,0,0.0227272727272727,0,0.0667628104654133,0.0909090909090909,0.00596580293056058,0.175852378887621,0.0909090909090909,0.00596580293056058,0.175852378887621,0.0681818181818182,0,0.142658725140881,0.149659863945578,0.108882097137635,0.190437630753522,0.409090909090909,0.26381553487055,0.554366283311268,55389
