"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.04,0.04,0,0,50,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.04,0.04,0,0,50,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.04,0.04,0,0,50,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.04,0.04,0,0,50,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"5","ES","ESAN","ESCA",1240155,0,0,NA,NA,20,8414240,0.04,0.04,0,0,50,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.04,0.04,0,0,50,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"7","ES","ESAN","ESMA",1661785,0.1,0.1,0.02,0.02,50,8414240,0.04,0.04,0,0,50,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"8","ES","ESAN","ESSE",1942389,0.0125,0.0125,0,0,80,8414240,0.04,0.04,0,0,50,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.05,0.05,0,0,80,0.00372037726742685,0.00372037726742685,0,0,52,52,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"10","ES","ESAR","ESHU",220461,0.02,0.02,0,0,50,1319291,0.05,0.05,0,0,80,0.00372037726742685,0.00372037726742685,0,0,52,52,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
"11","ES","ESAR","ESZ",964693,0,0,0,0,2,1319291,0.05,0.05,0,0,80,0.00372037726742685,0.00372037726742685,0,0,52,52,2.2065182273106,2.2065182273106,0.064443912809709,0.064443912809709,47026208,0.102040816326531,0.0185185185185185,0,0,98,2.2065182273106,2.2065182273106,1010,0.064443912809709,0.064443912809709,1010,2.02038213861346,2.01299478736329,0.0587439999438683,0.0587439999438683
