"","date","region","cum_cases","cases","cum_deaths","deaths","cum_deaths_400","est_ccfr","est_ccfr_low","est_ccfr_high","sample_size","mean_cases","mean_reach","dunbar_reach","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_error","cases_p_reach_prop","cases_p_reach_prop_median","estimated_cases","estimate_cases_low","estimate_cases_high","estimate_cases_error","prop_cases","dunbar_cases","pop_cases_low","pop_cases_high","pop_cases_error","dunbar_cases_low","dunbar_cases_high","dunbar_cases_error"
"15","2020/03/11","arslvt",17,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020/03/12","arslvt",23,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020/03/13","arslvt",46,23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020/03/14","arslvt",73,27,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020/03/15","arslvt",116,43,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020/03/16","arslvt",142,26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020/03/17","arslvt",180,38,1,1,400,624.694079203771,96.4192525064694,4047.35239537418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020/03/18","arslvt",243,63,1,0,400,576.807346864712,86.3876422557475,3851.32302155142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020/03/19","arslvt",278,35,2,1,800,937.957220291946,367.747382724377,2392.3045776159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020/03/20","arslvt",361,83,2,0,800,894.467128507766,346.586270231143,2308.43375142169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020/03/21","arslvt",448,87,3,1,1200,1259.1630308765,670.775319507239,2363.67005794255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020/03/22","arslvt",534,86,4,1,1600,1539.00122696928,959.493343726716,2468.51611019361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020/03/23","arslvt",737,203,8,4,3200,3316.73478960069,2630.79243483779,4181.52702542108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020/03/24","arslvt",852,115,12,4,4800,4517.75000303901,3875.76272485337,5266.07703796706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020/03/25","arslvt",992,140,12,0,4800,4142.08318185416,3544.50705034035,4840.4059694991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020/03/26","arslvt",1082,90,18,6,7200,5405.32782015359,4874.98143722248,5993.3702762924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020/03/27","arslvt",1110,28,24,6,9600,6008.62534523677,5560.82096710336,6492.49072268336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020/03/28","arslvt",1287,177,27,3,10800,6528.6462785406,6090.89630789785,6997.85714214736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020/03/29","arslvt",1478,191,28,1,11200,6618.89446891495,6186.47572424375,7081.53817187867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020/03/30","arslvt",1577,99,30,2,12000,6515.5486647699,6114.69463938181,6942.68101788264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020/03/31","arslvt",1799,222,35,5,14000,7531.98880342872,7131.37422441337,7955.10844750856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020/04/01","arslvt",1998,199,38,3,15200,7952.69642313751,7560.02859781906,8365.75941218389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020/04/02","arslvt",2207,209,44,6,17600,8951.38553616358,8566.5665762226,9353.49095861115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020/04/03","arslvt",2347,140,51,7,20400,9752.20174886358,9387.4804852059,10131.093119226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020/04/04","arslvt",2513,166,54,3,21600,9826.03342931291,9476.42928904164,10188.5351548631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020/04/05","arslvt",2904,391,58,4,23200,10916.6444950974,10552.4617726263,11293.395759223,36,0.638888888888889,61.0277777777778,5400,0.0104688211197087,0.00621286939094454,0.0147247728484728,0.00425595172876415,0.0105324074074074,0,29406.9185252617,17451.9501191632,41361.8869313602,11954.9684060985,29585.5324074074,11964.2592592593,17594.6977642315,41576.3670505833,11990.8346431759,7085.1209783877,16843.3975401308,4879.13828087156
"41","2020/04/06","arslvt",3070,166,60,2,24000,10732.8328497425,10384.6311220493,11092.7099505658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020/04/07","arslvt",3185,115,64,4,25600,10699.3297871901,10371.7511064362,11037.2546275252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020/04/08","arslvt",3424,239,68,4,27200,11066.2650406493,10745.3544618261,11396.759630867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020/04/09","arslvt",3451,27,72,4,28800,10762.1517267592,10465.6173051593,11067.0882005869,257,0.428015564202335,56.9766536964981,38550,0.00751212183295773,0.00611357512012726,0.0089106685457882,0.00139854671283047,0.0108998686138764,0,21101.5502287783,17173.0325124375,25030.067945119,3928.51771634079,30617.7309363788,8015.30479896239,25893.6692460488,35341.7926267088,4724.06169032997,6519.5813967413,9511.02820118347,1495.72340222108
"45","2020/04/10","arslvt",3821,370,78,6,31200,11844.1335729336,11540.8179728157,12155.4209089796,89,0.50561797752809,57.9775280898876,13350,0.00872093023255814,0.00618403451996826,0.011257825945148,0.00253689571258988,0.0147565543071161,0,24497.0930232558,17370.9529665908,31623.2330799208,7126.14005666498,41451.1610486891,9468.5393258427,32209.7298020535,50692.5922953248,9241.43124663566,6706.74312408142,12230.335527604,2761.79620176128
"46","2020/04/11","arslvt",3834,13,87,9,34800,12236.371533839,11953.0558549046,12526.4024640786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020/04/12","arslvt",3841,7,91,4,36400,11889.7355338789,11625.1133328011,12160.3813243446,37,0.513513513513513,69,5550,0.00744222483352918,0.00410832939728499,0.0107761202697734,0.00333389543624419,0.0106081081081081,0,20905.2095573835,11540.2972769735,30270.1218377934,9364.91228040994,29798.1756756757,9616.3963963964,18635.2620380093,40961.0893133421,11162.9136376664,5299.82443663554,13932.9683561573,4316.57195976085
"48","2020/04/13","arslvt",3896,55,96,5,38400,11878.1857910367,11626.1436674317,12135.6919131858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020/04/14","arslvt",3994,98,102,6,40800,12171.3062740922,11926.756296749,12420.8705813949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020/04/15","arslvt",4102,108,111,9,44400,12881.8040696199,12642.1181935235,13126.0342252682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020/04/16","arslvt",4237,135,115,4,46000,13120.4007025852,12883.7097906028,13361.4399419303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020/04/17","arslvt",4302,65,119,4,47600,13169.0284997563,12938.4492563074,13403.716951848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020/04/18","arslvt",4438,136,124,5,49600,13564.0461845501,13335.0159102938,13797.0100773996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020/04/19","arslvt",4500,62,126,2,50400,13426.2478594452,13202.5112845747,13653.7759898658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020/04/20","arslvt",4709,209,130,4,52000,13957.6523198996,13731.304617997,14187.7311517699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020/04/21","arslvt",4896,187,133,3,53200,14320.0936380538,14092.3515303633,14551.5162150758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020/04/22","arslvt",5093,197,138,5,55200,14915.9027308944,14686.2202434602,15149.177296083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020/04/23","arslvt",5194,101,146,8,58400,15529.9610394271,15302.4196461979,15760.8858900982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020/04/24","arslvt",5277,83,160,14,64000,16687.4304687727,16461.9378413712,16916.01185313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020/04/25","arslvt",5435,158,170,10,68000,17640.3181743228,17414.1771166943,17869.3959069147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
