"","date","sample_size","p_cases","p_cases_low","p_cases_high","p_m","p_m_low","p_m_high","p_cases_recent","p_cases_recent_low","p_cases_recent_high","p_m_recent","p_m_recent_low","p_m_recent_high","p_cases_recovered","p_cases_recovered_low","p_cases_recovered_high","p_m_recovered","p_m_recovered_low","p_m_recovered_high","p_cases_fatalities","p_cases_fatalities_low","p_cases_fatalities_high","p_m_fatalities","p_m_fatalities_high","p_cases_stillsick","p_cases_stillsick_low","p_cases_stillsick_high","p_m_stillsick","p_m_stillsick_high","p_cases_active_cases","p_cases_active_cases_low","p_cases_active_cases_high","p_m_active_cases","p_m_active_cases_high","population"
"1","2020/03/23",64,0.0282594733461785,0.0200283146597524,0.0364906320326047,0.0325485819327731,0.023734351431956,0.0413628124335902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80860629415543,NA,NA,4.34677812791783,NA,66647112
"2","2020/03/27",31,0.0275229357798165,0.0178106399084244,0.0372352316512086,0.0286021505376344,0.0187067641945439,0.038497536880725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95229357798165,NA,NA,5.79495135688684,NA,66647112
"3","2020/03/31",38,0.0233144297416509,0.0158902340288727,0.0307386254544291,0.0262750626566416,0.0184055170956136,0.0341446082176696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61373660995589,NA,NA,7.44856104075979,NA,66647112
"4","2020/04/11",47,0.0223214285714286,0.0171510885457062,0.027491768597151,0.0300061671292014,0.0240351294395374,0.0359772048188653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53348214285714,NA,NA,8.33797504684646,NA,66647112
"5","2020/04/17",37,0.0288083806198167,0.0219590610021411,0.0356577002374922,0.035958815958816,0.028334760765826,0.043582871151806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71802706241816,NA,NA,3.97314993564994,NA,66647112
"6","2020/05/08",32,0.0501232539030403,0.0378642253036212,0.0623822825024593,0.0563103405795474,0.04335909683145,0.0692615843276449,NA,NA,NA,NA,NA,NA,0.0397111913357401,0.0167144871743533,0.0627078954971269,0.0335573476702509,0.0123498189173496,0.0547648764231522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30484798685292,NA,NA,5.88962736520657,NA,66647112
"7","2020/06/01",30,0.04383788254756,0.0322973595289315,0.0553784055661885,0.0586424731182796,0.0453984973021062,0.0718864489344529,0,0,0,0,0,0,0.0409463148316652,0.02923034850708,0.0526622811562503,0.0509867831541219,0.0379816686158979,0.0639918976923459,NA,NA,NA,NA,NA,0,0,0,0,0,1.00827129859388,NA,NA,2.98636034306196,NA,66647112
"8","2020/06/06",40,0.048348106365834,0.0364139700892301,0.0602822426424379,0.0565326420890937,0.0436834659879141,0.0693818181902733,0.000831255195344971,-0.000797297755659995,0.00245980814634994,0.000952380952380952,-0.000790684608907878,0.00269544651366978,0.048759623609923,0.0364139114910415,0.0611053357288045,0.0641809803100126,0.0501321572619074,0.0782298033581177,NA,NA,NA,NA,NA,0.00332502078137988,7.19820267237057e-05,0.00657805953603606,0.00438095238095238,0.00811299111029683,1.58904109589041,NA,NA,5.19023990704636,NA,66647112
"9","2020/06/08",33,0.0659448818897638,0.0506840560304367,0.0812057077490908,0.0915797682709447,0.0738442286773094,0.10931530786458,0,0,0,0,0,0,0.0744920993227991,0.0572028394510424,0.0917813591945558,0.100071078431373,0.0803109562903022,0.119831200572443,NA,NA,NA,NA,NA,0,0,0,0,0,3.4488188976378,NA,NA,6.04908921144215,NA,66647112
"10","2020/06/09",56,0.0486392588303416,0.0384938860478664,0.0587846316128169,0.0491353586889301,0.0389410369359217,0.0593296804419385,0,0,0,0,0,0,0.0519074421513446,0.0410340752623653,0.0627808090403239,0.0582782997144699,0.0467957433876754,0.0697608560412644,NA,NA,NA,NA,NA,0.000627352572145546,-0.000601850121620517,0.00185655526591161,0.000434782608695652,0.0014581830080484,6.87434858135495,NA,NA,22.9407450037431,NA,66647112
