"","date","sample_size","p_cases","p_cases_low","p_cases_high","p_m","p_m_low","p_m_high","p_cases_recent","p_cases_recent_low","p_cases_recent_high","p_m_recent","p_m_recent_low","p_m_recent_high","p_cases_recovered","p_cases_recovered_low","p_cases_recovered_high","p_m_recovered","p_m_recovered_low","p_m_recovered_high","p_cases_fatalities","p_cases_fatalities_low","p_cases_fatalities_high","p_m_fatalities","p_m_fatalities_high","p_cases_stillsick","p_cases_stillsick_low","p_cases_stillsick_high","p_m_stillsick","p_m_stillsick_high","p_cases_active_cases","p_cases_active_cases_low","p_cases_active_cases_high","p_m_active_cases","p_m_active_cases_high","population"
"1","2020/03/22",59,0.00340754202635166,0.0016860600485905,0.00512902400411281,0.00399717514124294,0.00213324364963346,0.00586110663285242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201044979554748,0.189205547944262,0.212884411165234,0.34385593220339,0.357887653043909,10276617
"2","2020/03/23",34,0.00177619893428064,0.000220703809232128,0.00333169405932915,0.00411764705882353,0.0017520679883108,0.00648322612933626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241563055062167,0.225751161279831,0.257374948844503,0.304481792717087,0.321481592526588,10276617
"3","2020/03/28",40,0.00855614973262032,0.00514771558299036,0.0119645838822503,0.0114583333333333,0.0075197514946921,0.0153969151719746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529055258467023,0.510583120998654,0.547527395935392,0.833172619047619,0.846969560414349,10276617
"4","2020/04/02",30,0.00913705583756345,0.0049353570923693,0.0133387545827576,0.01,0.00560627799487603,0.014393722005124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846700507614213,0.830791237834315,0.862609777394111,1.60102777777778,NA,10276617
"5","2020/04/07",34,0.00957771005659556,0.00559472534746413,0.013560694765727,0.0080672268907563,0.00440899822139442,0.0117254555601182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736177622986504,0.718155136269536,0.754200109703472,2.05740896358543,NA,10276617
"6","2020/04/09",568,0.0135404983997593,0.0123557673467869,0.0147252294527316,0.0144756005199626,0.0132512245374028,0.0156999765025224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32157999835873,NA,NA,23.5140268443319,NA,10276617
"7","2020/04/10",209,0.0138151675997964,0.0118643951754142,0.0157659400241786,0.0144514695830485,0.0124569220831516,0.0164460170829455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0175961608376,NA,NA,25.9593443836865,NA,10276617
"8","2020/04/11",53,0.0132240148108966,0.0095828888624648,0.0168651407593284,0.00985849056603774,0.00670930248707013,0.0130076786450053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7373710658556,NA,NA,20.7694831239723,NA,10276617
"9","2020/04/13",32,0.0137544574630667,0.00860214491510718,0.0189067700110263,0.0116666666666667,0.00691645395478239,0.0164168793785509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8823229750382,NA,NA,29.2200520833333,NA,10276617
"10","2020/04/17",32,0.00935093509350935,0.00492669599147726,0.0137751741955414,0.005,0.0017577410772092,0.0082422589227908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.037403740374,NA,NA,51.167931547619,NA,10276617
"11","2020/04/30",38,0.00817632420902951,0.0048485066233594,0.0115041417946996,0.00723684210526316,0.00410456194663911,0.0103691222638872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79452541770352,NA,NA,4.46549354154617,NA,10276617
"12","2020/06/06",36,0.0112781954887218,0.00609749467441499,0.0164588963030286,0.0172484650425827,0.0108609970142113,0.023635933070954,NA,NA,NA,NA,NA,NA,0.0237659963436929,0.0110013317944792,0.0365306608929065,0.0356993464052288,0.0201507643143321,0.0512479284961254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276942355889724,0.254988399378048,0.2988963124014,0.563114849475144,0.587448864913833,10276617
"13","2020/06/28",32,0.0131034482758621,0.00725025715618726,0.0189566393955369,0.0174479166666667,0.0107086340456428,0.0241871992876905,0.00204918032786885,-0.000787875230996453,0.00488623588673416,0.031875,0.0208541777866065,0.0428958222133935,0.018,0.00975975570055175,0.0262402442994482,0.0274166666666667,0.0172957737822907,0.0375375595510426,NA,NA,NA,NA,NA,0.00114155251141553,-0.00109457187692845,0.0033776768997595,0.000714285714285714,0.00248348542426119,0.266206896551724,0.243457988571347,0.288955804532102,0.87339099702381,0.890506936406966,10276617
