"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_low","p_cases_high","population"
"63",NA,6,0,582,9,8.15113807955862e-05,6.5714986716154e-05,0.000101104870155438,10101697
"64",NA,4,0,586,9,8.04587160613685e-05,6.48610409811849e-05,9.9807294059955e-05,10101697
"65",NA,10,0,596,9,8.02202916021213e-05,6.46632191868126e-05,9.95201795651055e-05,10101697
"66",NA,11,0,607,9,8.01316170029261e-05,6.45868870938729e-05,9.94176423794973e-05,10101697
"67",NA,6,0,613,9,7.94038584795299e-05,6.39956706024939e-05,9.85218637773211e-05,10101697
"68",NA,16,0,629,9,7.99809488633766e-05,6.44557836266789e-05,9.92455885438697e-05,10101697
"69",NA,20,0,649,9,8.10369240006462e-05,6.53023963989912e-05,0.000100562665592896,10101697
"70",NA,23,0,672,9,8.23760725622641e-05,6.63767541468364e-05,0.000102231834292048,10101697
"71",NA,12,0,684,9,8.2245002717336e-05,6.62665514045528e-05,0.00010207624100852,10101697
"72",NA,16,0,700,9,8.24837303640411e-05,6.64540304537209e-05,0.000102380032156302,10101697
"73",NA,4,0,704,9,8.12510324895736e-05,6.54562852197664e-05,0.000100857087420356,10101697
"74",NA,4,0,708,9,8.00321735150119e-05,6.44696148962282e-05,9.93514356778282e-05,10101697
"75",NA,3,0,711,9,7.8775311408718e-05,6.34526710756885e-05,9.77980844988905e-05,10101697
"76",NA,7,0,718,9,7.80625714620521e-05,6.28746521099985e-05,9.69192648987866e-05,10101697
"77",NA,2,0,720,9,7.69128048962026e-05,6.19452009208226e-05,9.54969790890262e-05,10101697
"78",NA,8,0,728,9,7.65016174918638e-05,6.16107763160623e-05,9.49914581314186e-05,10101697
"79",NA,2,0,730,9,7.55481866687052e-05,6.08398158786011e-05,9.38123895759029e-05,10101697
"80",NA,4,0,734,9,7.48825224597377e-05,6.03010558504174e-05,9.29899500241388e-05,10101697
"81",NA,5,0,739,9,7.43937701777429e-05,5.99051606121823e-05,9.23865821358527e-05,10101697
"82",NA,7,0,746,9,7.41679061695123e-05,5.97210338859645e-05,9.21095625382732e-05,10101697
"83",NA,9,0,755,9,7.41824941717231e-05,5.97305838008867e-05,9.21310673922466e-05,10101697
"84",NA,2,0,757,9,7.35370532638569e-05,5.92087599091155e-05,9.13327387878424e-05,10101697
"85",NA,8,0,765,9,7.34976241002526e-05,5.9175196492539e-05,9.12865705323533e-05,10101697
"86",NA,19,0,784,9,7.45239849964383e-05,5.99997470573364e-05,9.2564129219446e-05,10101697
"87",NA,11,0,795,9,7.47663142975885e-05,6.01930749424017e-05,9.28678549649576e-05,10101697
"88",NA,13,0,808,9,7.51464162116192e-05,6.04970959354438e-05,9.33430569208772e-05,10101697
"89",NA,23,0,831,9,7.63910195073264e-05,6.14970923646357e-05,9.48920938695391e-05,10101697
"90",NA,14,0,845,9,7.67249776945478e-05,6.17637559579588e-05,9.53103015016738e-05,10101697
"91",NA,18,0,863,9,7.73279269111957e-05,6.22467512517697e-05,9.60629777479869e-05,10101697
"92",NA,27,0,890,9,7.8635716964444e-05,6.32971305910325e-05,9.76912527435831e-05,10101697
"93",NA,25,0,915,9,7.96439180785952e-05,6.41061250216531e-05,9.89477009375852e-05,10101697
"94",NA,38,0,953,9,8.16224127321435e-05,6.56958717275062e-05,0.00010140999860463,10101697
"95",NA,8,0,961,9,8.08692175755323e-05,6.50867757692218e-05,0.00010047863446896,10101697
"96",NA,18,0,979,9,8.08393980060187e-05,6.50595866960482e-05,0.00010044650760704,10101697
"97",NA,2,0,981,9,7.9450760314885e-05,6.39389942219373e-05,9.87257211569889e-05,10101697
"98",NA,6,0,987,9,7.84194348090228e-05,6.31059678322107e-05,9.74489096200452e-05,10101697
"99",NA,14,0,1001,9,7.80905728639654e-05,6.28385803784374e-05,9.70444833969358e-05,10101697
"100",NA,7,0,1008,9,7.72871167699567e-05,6.21896008013052e-05,9.60497951690914e-05,10101697
"101",NA,7,0,1015,9,7.65533793118925e-05,6.1596848877517e-05,9.51415533564665e-05,10101697
"102",NA,18,0,1033,9,7.67073643757998e-05,6.17186351626507e-05,9.53361935819743e-05,10101697
"103",NA,9,0,1042,9,7.62337600310375e-05,6.13355347253098e-05,9.47507214944308e-05,10101697
"104",NA,5,0,1047,9,7.55016201911853e-05,6.07445148965678e-05,9.38437760380582e-05,10101697
"105",NA,24,0,1071,9,7.61656664414787e-05,6.12768492550702e-05,9.46721121434713e-05,10101697
