"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_low","p_cases_high","population"
"91","2020/06/24",17,0,1978,111,0.000487882730358435,0.000479004194320478,0.000496925833644679,19658023
"92","2020/06/25",23,1,2001,112,0.000490203226229821,0.00048134957042481,0.000499219730878853,19658023
"93","2020/06/26",6,1,2007,113,0.00048875459439803,0.000479993270568282,0.000497675838793244,19658023
"94","2020/06/27",32,0,2039,113,0.000489619061199881,0.000480834299654535,0.000498564318856806,19658023
"95","2020/06/28",79,0,2118,113,0.000501824651057066,0.000492813612720786,0.000511000455158338,19658023
"96","2020/06/29",29,1,2147,114,0.000506293363537691,0.000497270270913081,0.000515480182419981,19658023
"97","2020/06/30",26,1,2173,115,0.000509552350655427,0.000500538087873574,0.000518728952598812,19658023
"98","2020/07/01",8,1,2181,116,0.000508266192115037,0.000499340079288099,0.000517351866518351,19658023
"99","2020/07/02",21,0,2202,116,0.000505593607503387,0.000496706737093692,0.000514639478103296,19658023
"100","2020/07/03",58,1,2260,117,0.000515883379649304,0.00050688121555108,0.000525045421359807,19658023
"101","2020/07/04",25,0,2285,117,0.000514212012297011,0.000505231356644884,0.000523352302094726,19658023
"102","2020/07/05",18,1,2303,118,0.000515216027724489,0.000506282519035703,0.000524307170885121,19658023
"103","2020/07/06",27,1,2330,119,0.00051818414094032,0.000509262956251061,0.000527261605475351,19658023
"104","2020/07/07",1,0,2331,119,0.000511153383816376,0.000502346252258446,0.000520114921953294,19658023
"105","2020/07/08",17,0,2348,119,0.000507916200215277,0.000499158091129404,0.000516827976999066,19658023
"106","2020/07/09",10,1,2358,120,0.000507773924022256,0.000499080659954335,0.000516618612190966,19658023
