"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_low","p_cases_high","population"
"1","2020/03/12",2,0,2,0,NA,NA,NA,2948277
"2","2020/03/13",4,0,6,0,0,NA,NA,2948277
"3","2020/03/14",2,0,8,0,0,NA,NA,2948277
"4","2020/03/16",2,0,10,0,0,0,NA,2948277
"5","2020/03/17",0,0,10,0,0,0,NA,2948277
"6","2020/03/18",3,0,13,0,0,0,NA,2948277
"7","2020/03/19",2,0,15,0,0,0,NA,2948277
"8","2020/03/20",1,0,16,0,0,0,NA,2948277
"9","2020/03/21",3,0,19,0,0,0,NA,2948277
"10","2020/03/22",0,0,19,0,0,0,NA,2948277
"11","2020/03/23",0,0,19,0,0,0,NA,2948277
"12","2020/03/24",0,0,19,0,0,0,NA,2948277
"13","2020/03/25",2,1,21,1,5.92036711169954e-05,1.03488130954296e-05,0.000338693398113191,2948277
"14","2020/03/26",4,0,25,1,6.31105807933759e-05,1.07940919732621e-05,0.000368993095291695,2948277
"15","2020/03/27",1,0,26,1,5.92206145680907e-05,9.94989526537479e-06,0.000352474181514941,2948277
"16","2020/03/28",0,0,26,1,5.35314262411689e-05,8.86147055463638e-06,0.000323379012292085,2948277
"17","2020/03/29",6,0,32,1,5.99318463425965e-05,9.7971130896852e-06,0.000366620878329374,2948277
"18","2020/03/30",2,0,34,1,5.81426076127202e-05,9.40281630402425e-06,0.000359526625928013,2948277
"19","2020/03/31",4,0,38,1,5.92117669089602e-05,9.40960328656855e-06,0.000372601610684864,2948277
"20","2020/04/01",0,0,38,1,5.39032918954123e-05,8.50450628619173e-06,0.000341650035802739,2948277
"21","2020/04/02",6,2,44,3,0.000170790156031931,9.83340851398528e-05,0.000296634451379969,2948277
"22","2020/04/03",3,0,47,3,0.000166942598603225,9.5179115135486e-05,0.000292814565345824,2948277
"23","2020/04/04",6,0,53,3,0.000172301642184282,9.74404321440546e-05,0.000304676972855685,2948277
"24","2020/04/05",2,0,55,3,0.000163594332200021,9.18876791614817e-05,0.000291258912753012,2948277
"25","2020/04/06",3,0,58,3,0.000157868812893525,8.81583082575597e-05,0.000282702363248602,2948277
"26","2020/04/07",1,0,59,3,0.000147440889830514,8.17395403707663e-05,0.000265952266129803,2948277
"27","2020/04/08",4,0,63,3,0.000145312593662641,8.02313561994544e-05,0.00026318575276816,2948277
"28","2020/04/09",0,1,63,4,0.0001798550111986,0.000116502018413972,0.000277658923799119,2948277
"29","2020/04/10",0,0,63,4,0.000167862869023545,0.000108226999629755,0.000260359641246757,2948277
"30","2020/04/11",2,0,65,4,0.000162785017918823,0.000104668408474034,0.000253170583609336,2948277
"31","2020/04/12",4,0,69,4,0.00016352247268931,0.000104885136480673,0.000254941738854996,2948277
"32","2020/04/13",3,0,72,4,0.00016216405595174,0.000103675359627301,0.000253649286940059,2948277
"33","2020/04/14",1,0,73,4,0.000156568429777277,9.99042640121557e-05,0.000245371640993617,2948277
"34","2020/04/15",32,1,105,5,0.000268565830123093,0.000188677630701865,0.000382279578354879,2948277
"35","2020/04/16",20,0,125,5,0.000302992452144896,0.000212352955313541,0.000432319983120683,2948277
"36","2020/04/17",18,0,143,5,0.000322104994173458,0.000225117937468203,0.00046087676725511,2948277
"37","2020/04/18",20,0,163,5,0.000335033596487702,0.000233459353730066,0.00048080108585098,2948277
"38","2020/04/19",10,0,173,5,0.00032044787509334,0.000222633540396281,0.000461237064590795,2948277
"39","2020/04/20",23,0,196,5,0.000325438534018999,0.000225376108782317,0.000469926648377493,2948277
"40","2020/04/21",27,1,223,6,0.000398179157690027,0.000293524275612521,0.000540148310690443,2948277
"41","2020/04/22",10,0,233,6,0.000372432722875261,0.000273911373434088,0.000506390557388294,2948277
"42","2020/04/23",19,0,252,6,0.00036094581166487,0.000264859847025216,0.000491889882221402,2948277
"43","2020/04/24",0,0,252,6,0.000324972062124276,0.000238025078088125,0.000443679472808344,2948277
"44","2020/04/25",36,1,288,7,0.000392974242833886,0.000301090273553783,0.000512898519464397,2948277
"45","2020/04/26",17,0,305,7,0.000380017546283689,0.000290769492459548,0.00049665917239776,2948277
"46","2020/04/27",45,0,350,7,0.000399339588310076,0.000305180313092885,0.000522550439690792,2948277
"47","2020/04/28",14,0,364,7,0.0003805903306585,0.000290531743830729,0.000498565140871971,2948277
"48","2020/04/29",17,0,381,7,0.00036495253917147,0.000278318658504962,0.000478553455823478,2948277
"49","2020/04/30",15,0,396,7,0.00034854529697336,0.000265583684608217,0.000457422014539252,2948277
"50","2020/05/01",26,1,422,8,0.000391911972162904,0.00030901599622979,0.000497045446833115,2948277
"51","2020/05/02",10,0,432,8,0.000372141362263899,0.00029323689154242,0.000472277525447702,2948277
"52","2020/05/03",31,0,463,8,0.000371561084295752,0.000292605060462201,0.000471822459751577,2948277
"53","2020/05/04",6,1,469,9,0.00039603499107848,0.000320318628166865,0.00048964905680361,2948277
"54","2020/05/05",2,0,471,9,0.000373285709474417,0.000301781100541652,0.000461732761421178,2948277
"55","2020/05/06",2,0,473,9,0.000353608890369388,0.000285758149869852,0.000437570187955159,2948277
"56","2020/05/07",5,0,478,9,0.000339096332652316,0.000273937235914181,0.000419754263908368,2948277
"57","2020/05/08",10,0,488,9,0.000330430641486948,0.00026685979028376,0.000409145224604191,2948277
"58","2020/05/09",2,0,490,9,0.000318223793849752,0.000256938156261699,0.000394127460263189,2948277
"59","2020/05/10",8,0,498,9,0.000311449911336628,0.000251415758939678,0.000385819280703349,2948277
"60","2020/05/11",4,0,502,9,0.000303411488239042,0.000244882340217174,0.000375929644880835,2948277
"61","2020/05/12",3,0,505,9,0.000295858152738195,0.000238745478188886,0.000366633316809481,2948277
