"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_low","p_cases_high","p_cases_active","p_cases_active_undetected","population"
"28606","2020/06/21",841,9,35825,994,0.00211096900419678,0.00210298192202914,0.00211898642113852,0.000498863450416066,0.000308767804097347,43993643
"28605","2020/06/22",735,8,36560,1002,0.00212549284454238,0.00211748097285549,0.00213353503059277,0.000518106368444687,0.00032025960226531,43993643
"28604","2020/06/23",681,10,37241,1012,0.00213961239278527,0.00213158533434477,0.00214766967927538,0.000525655389362612,0.000324262656326159,43993643
"28603","2020/06/24",1773,39,39014,1051,0.00227762117209487,0.00226923612607323,0.00228603720166906,0.000587464796071023,0.000361432139489253,43993643
"28602","2020/06/25",0,0,39014,1051,0.00222757841764758,0.00221937438128097,0.00223581278067439,0.000546131955501249,0.000335624269197571,43993643
"28601","2020/06/26",994,16,40008,1067,0.0022670810076851,0.00225879137428388,0.00227540106356035,0.00055722371356527,0.000341237963078547,43993643
"28600","2020/06/27",1109,19,41117,1086,0.00231883624120114,0.00231042837834696,0.00232727470104696,0.000581190502537242,0.000354725965376726,43993643
"28599","2020/06/28",948,24,42065,1110,0.00237115952590153,0.00236265091150271,0.00237969878237221,0.000595818648942865,0.00036271678920372,43993643
"28598","2020/06/29",917,19,42982,1129,0.00240959124235263,0.00240101284485505,0.00241820028895888,0.000608132759633522,0.00036932553014357,43993643
"28597","2020/06/30",646,18,43628,1147,0.00242941651891238,0.00242083030646904,0.00243803318497485,0.000599019000171237,0.000362757593040211,43993643
"28596","2020/07/01",1370,26,44998,1173,0.00250572543732216,0.00249696090565882,0.00251452073318973,0.000625815156577579,0.000377256518230671,43993643
"28595","2020/07/02",0,0,44998,1173,0.00245053241689489,0.0024419579028453,0.00245913703887186,0.000570894163442188,0.000343270367886089,43993643
"28594","2020/07/03",889,12,45887,1185,0.00246960389561603,0.00246100133365226,0.00247823652829588,0.000569183999992948,0.000340469137711595,43993643
"28593","2020/07/04",1790,42,47677,1227,0.00260117509522347,0.002592258043034,0.00261012282098726,0.00062411254250988,0.000371416942829717,43993643
"28592","2020/07/05",0,0,47677,1227,0.0025472291723314,0.00253849426774324,0.00255599413353979,0.000584986954059334,0.000347770863543711,43993643
"28591","2020/07/06",1366,35,49043,1262,0.00263910991635894,0.00263017362908289,0.00264807656559641,0.000554987362739378,0.000327022608831638,43993643
"28590","2020/07/07",564,21,49607,1283,0.00265867373096967,0.00264973582179589,0.00266764178889252,0.000585214790003008,0.000344430002073534,43993643
"28589","2020/07/08",807,23,50414,1306,0.00269507289570089,0.00268608220080106,0.00270409368372101,0.000572030358948732,0.000335496185136393,43993643
"28588","2020/07/09",810,21,51224,1327,0.0027276335114079,0.00271859615419601,0.00273670091126709,0.000552618939960451,0.000322881202624172,43993643
"28587","2020/07/10",819,18,52043,1345,0.00275474335985127,0.00274566792843494,0.00276384878887021,0.000542532543057972,0.000315727047545813,43993643
"28586","2020/07/11",0,0,52043,1345,0.00270278918973533,0.0026938825423207,0.00271172528474722,0.000491125089490493,0.00028516351454204,43993643
"28585","2020/07/12",800,27,52843,1372,0.00274845305121707,0.0027394721942546,0.00275746335027132,0.000496762049388337,0.000287299968696361,43993643
"28584","2020/07/13",1290,26,54133,1398,0.00281928577383064,0.00281014593083318,0.00282845534365798,0.000487657372471851,0.000280013736321964,43993643
"28583","2020/07/14",638,14,54771,1412,0.00283265407387465,0.00282350803699386,0.00284182973701806,0.000520653543787548,0.000298507812414494,43993643
"28582","2020/07/15",0,0,54771,1412,0.00278544439853282,0.00277644877532968,0.00279446916732565,0.00047280823110198,0.0002708699647029,43993643
"28581","2020/07/16",836,15,55607,1427,0.00281169622045393,0.00280265476455599,0.0028207668443842,0.000417420172202708,0.00023716685696805,43993643
"28580","2020/07/17",848,18,56455,1445,0.00284583593401861,0.00283673137927541,0.00285496971004009,0.000460166941701384,0.000260638114320574,43993643
"28579","2020/07/18",809,11,57264,1456,0.00286490902357867,0.0028557709330699,0.00287407635477239,0.000427133671181886,0.000240265763925376,43993643
"28578","2020/07/19",847,21,58111,1477,0.00290563775802206,0.00289642344252077,0.00291488138678222,0.000439257523040017,0.000245956868215864,43993643
"28577","2020/07/20",731,8,58842,1485,0.00291478766060823,0.00290556338443541,0.00292404122104012,0.000432326952292702,0.000240753819783535,43993643
"28576","2020/07/21",651,13,59493,1498,0.00292956004162445,0.002920320779141,0.00293882853513343,0.000421251760548232,0.000233292786566468,43993643
"28575","2020/07/22",673,20,60166,1518,0.00295903273235168,0.00294974970666947,0.00296834497222981,0.000410999311033402,0.000226358998340952,43993643
"28574","2020/07/23",1685,33,61851,1551,0.00306401690924234,0.00305448677313158,0.0030735767798064,0.000494471987175636,0.000271530686315419,43993643
