"","date","cases","deaths","cum_cases","cum_deaths","cases_active","cases_active_undected","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","population"
"21729","2020/01/30",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21728","2020/01/31",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21727","2020/02/01",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21726","2020/02/02",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21725","2020/02/03",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21724","2020/02/04",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21723","2020/02/05",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21722","2020/02/06",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21721","2020/02/07",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21720","2020/02/08",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21719","2020/02/09",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21718","2020/02/10",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21717","2020/02/11",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21716","2020/02/12",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21715","2020/02/13",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21714","2020/02/14",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21713","2020/02/15",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21712","2020/02/16",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21711","2020/02/17",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21710","2020/02/18",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21709","2020/02/19",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21708","2020/02/20",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21707","2020/02/21",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21706","2020/02/22",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21705","2020/02/23",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21704","2020/02/24",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21703","2020/02/25",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21702","2020/02/26",0,0,0,0,0,0,NA,NA,NA,0,0,0,5328212
"21701","2020/02/27",1,0,1,0,1,0,NA,NA,NA,1,1.87680219931189e-07,0,5328212
"21700","2020/02/28",3,0,4,0,4,0,0,NA,NA,3,7.50720879724756e-07,0,5328212
"21699","2020/02/29",2,0,6,0,6,0,0,NA,NA,2,1.12608131958713e-06,0,5328212
"21698","2020/03/01",9,0,15,0,15,0,0,NA,NA,9,2.81520329896783e-06,0,5328212
"21697","2020/03/02",4,0,19,0,19,0,0,0,NA,4,3.56592417869259e-06,0,5328212
"21696","2020/03/03",6,0,25,0,25,0,0,0,NA,6,4.69200549827972e-06,0,5328212
"21695","2020/03/04",8,0,33,0,33,0,0,0,NA,8,6.19344725772923e-06,0,5328212
"21694","2020/03/05",23,0,56,0,56,0,0,0,NA,23,1.05100923161466e-05,0,5328212
"21693","2020/03/06",30,0,86,0,86,0,0,0,NA,30,1.61404989140822e-05,0,5328212
"21692","2020/03/07",27,0,113,0,113,0,0,0,NA,27,2.12078648522244e-05,0,5328212
"21691","2020/03/08",34,0,147,0,147,0,0,0,NA,34,2.75889923298848e-05,0,5328212
"21690","2020/03/09",22,0,169,0,169,0,0,0,NA,22,3.17179571683709e-05,0,5328212
"21689","2020/03/10",23,0,192,0,191,0,0,0,NA,23,3.58469220068571e-05,0,5328212
"21688","2020/03/11",85,0,277,0,273,0,0,0,NA,85,5.12367000412146e-05,0,5328212
"21687","2020/03/12",212,0,489,0,483,0,0,0,NA,212,9.06495462267643e-05,0,5328212
"21686","2020/03/13",132,1,621,1,606,0,0.000108385638994068,1.56259705713809e-05,0.000751789892761483,132,0.0001137342132783,0,5328212
"21685","2020/03/14",0,0,621,1,602,0,7.87556036008972e-05,1.12771403124547e-05,0.000550001589648711,0,0.000112983492398576,0,5328212
"21684","2020/03/15",286,0,907,1,882,0,8.53349394731892e-05,1.21607277848399e-05,0.00059881711224315,286,0.000165533953979309,0,5328212
"21683","2020/03/16",170,0,1077,1,1044,0,7.73527518647005e-05,1.09885852564907e-05,0.000544514883524942,170,0.000195938149608161,0,5328212
"21682","2020/03/17",92,2,1169,3,1113,0,0.000194263577730866,0.0001016932102088,0.000371099875353631,92,0.000208888084783413,0,5328212
"21681","2020/03/18",139,0,1308,3,1222,0,0.000171152731079466,8.94442518217086e-05,0.00032750296144632,139,0.000229345228755913,0,5328212
"21680","2020/03/19",115,0,1423,3,1310,0,0.000150615644602832,7.86178894011691e-05,0.000288548478875714,115,0.000245861088109858,0,5328212
"21679","2020/03/20",129,3,1552,6,1405,0,0.000272315219533163,0.000196884878384692,0.000376644358864893,129,0.00026369070900332,0,5328212
"21678","2020/03/21",190,1,1742,7,1573,0,0.000301880428446572,0.000228540089352709,0.000398756267826783,190,0.00029522098595176,0,5328212
"21677","2020/03/22",184,0,1926,7,1734,0,0.000287076170552408,0.00021722319695236,0.00037939192892511,184,0.000325437501360682,0,5328212
"21676","2020/03/23",206,0,2132,7,1855,0,0.00027632439710695,0.000209003855788682,0.000365329013421264,206,0.000348146807972355,0,5328212
"21675","2020/03/24",239,1,2371,8,1882,0,0.000307919703119077,0.000241118485434606,0.000393228015670559,239,0.000353214173910498,0,5328212
"21674","2020/03/25",195,2,2566,10,1945,0,0.000367489016083441,0.000302132932510193,0.000446982643765323,195,0.000365038027766162,0,5328212
"21673","2020/03/26",350,2,2916,12,2295,0,0.000444537916211662,0.000377527189274924,0.000523442985204173,350,0.000430726104742079,0,5328212
"21672","2020/03/27",240,2,3156,14,2249,0,0.000500010981671134,0.00043457614800317,0.000575298444105835,240,0.000422092814625244,0,5328212
"21671","2020/03/28",425,2,3581,16,2504,0,0.000579164482666007,0.000512168807786183,0.000654923714373908,425,0.000469951270707697,0,5328212
"21670","2020/03/29",264,4,3845,20,2676,0,0.000695888528300451,0.000630557312957084,0.000767988625092873,264,0.000502232268535862,0,5328212
"21669","2020/03/30",257,2,4102,22,2794,0,0.000732392517699913,0.000669482914558003,0.000801213575908732,257,0.000524378534487742,0,5328212
"21668","2020/03/31",124,4,4226,26,2804.5369974484,1.53699744840311,0.000802967649307654,0.000744039045656573,0.000866563454698399,125.536997448403,0.000526356120486273,2.88464019149972e-07,5328212
"21667","2020/04/01",221,2,4447,28,2896.5369974484,1.53699744840311,0.00082468473686309,0.000768212496565868,0.000885308320621195,221,0.000543622700719942,2.88464019149972e-07,5328212
"21666","2020/04/02",218,4,4665,32,2931.39069169372,8.39069169372279,0.000903053926731323,0.000848537826222006,0.00096107252898293,224.85369424532,0.000550164049721318,1.57476686245269e-06,5328212
"21665","2020/04/03",270,10,4935,42,3083.57946768421,74.5794676842117,0.00115325436355334,0.00109947592118378,0.0012096632599492,336.188775990489,0.000578726872670271,1.39970908973238e-05,5328212
"21664","2020/04/04",273,2,5208,44,3206.98876865386,130.988768653861,0.0011794042533257,0.00112672630754192,0.00123454505628554,329.40930096965,0.00060188835741781,2.45840009094723e-05,5328212
"21663","2020/04/05",302,6,5510,50,3352.7026338667,213.702633866697,0.00131734946163514,0.00126518886442798,0.00137166051082422,384.713865212836,0.000629235967687978,4.01077573239761e-05,5328212
"21662","2020/04/06",130,8,5640,58,3336.77593967516,262.775939675158,0.00145809260182434,0.00140788553725093,0.00151009011687571,179.073305808461,0.000626246842219333,4.93178461508585e-05,5328212
"21661","2020/04/07",115,1,5755,59,3137.50835024177,298.50835024177,0.00141570457620656,0.00136768340972434,0.0014654118291134,150.732410566612,0.000588848257209317,5.60241128246718e-05,5328212
"21660","2020/04/08",108,10,5863,69,3053.07548711692,346.07548711692,0.00158501180532739,0.00153858204708804,0.00163284267340956,155.56713687515,0.000573001878888625,6.49515235348968e-05,5328212
"21659","2020/04/09",147,11,6010,80,2859.94898864138,430.948988641378,0.00177920815831003,0.0017337943111247,0.00182581154539807,231.873501524458,0.000536755855180195,8.08806009673373e-05,5328212
"21658","2020/04/10",150,8,6160,88,2842.96126051467,527.961260514667,0.00190382263911354,0.0018593142889309,0.00194939643221121,247.012271873289,0.000533567594629243,9.90878854885405e-05,5328212
"21657","2020/04/11",84,4,6244,92,2723.77905526455,581.779055264549,0.00192268176949564,0.00187950703546499,0.00196684828361726,137.817794749882,0.000511199452136017,0.00010918842104341,5328212
"21656","2020/04/12",76,6,6320,98,2725.29335734431,631.293357344313,0.00198290131705388,0.00194086351318856,0.00202584963159747,127.051299528167,0.000511483656683389,0.000118481276147479,5328212
"21655","2020/04/13",95,5,6415,103,2664.53799815301,696.53799815301,0.00203083702728398,0.00198967708142689,0.00207284843851642,160.244640808697,0.000500081077508367,0.000130726404683787,5328212
"21654","2020/04/14",73,11,6488,114,2570.96926242797,747.969262427967,0.00218988574244057,0.0021494105257055,0.00223112314171368,131.284958520277,0.000482520076608807,0.00014037903567425,5328212
"21653","2020/04/15",78,13,6566,127,2385.78136077742,754.781360777416,0.00238563633834204,0.00234563374077706,0.00242632114293029,151.000874339938,0.000447763970498437,0.000141657531790667,5328212
"21652","2020/04/16",111,3,6677,130,2269.50221340698,800.502213406977,0.00240614502031983,0.00236661102471342,0.00244633942728758,213.13015359921,0.000425940674546541,0.000150238431467625,5328212
"21651","2020/04/17",114,6,6791,136,2107.1913324838,826.191332483805,0.00248649730757761,0.00244724211536933,0.00252638217598573,222.402984289664,0.000395478132717655,0.000155059770985802,5328212
"21650","2020/04/18",0,0,6791,136,1928.11802667534,777.118026675344,0.00241939057767095,0.00238116991230909,0.00245822473107208,0,0.000361869615299719,0.00014584968215892,5328212
"21649","2020/04/19",193,12,6984,148,2166.00671104951,937.006711049506,0.00263931846682691,0.00260063591183976,0.0026785763964959,388.621094940775,0.000406516615902203,0.000175857625606771,5328212
"21648","2020/04/20",84,6,7068,154,2182.26968784719,977.269687847191,0.00271353255231101,0.0026751189537524,0.00275249775421129,171.830113672834,0.000409568854964328,0.000183414189947245,5328212
"21647","2020/04/21",45,0,7113,154,2040.35767795591,937.357677955906,0.00266879642004052,0.00263099461203575,0.0027071413597879,89.9614916331734,0.000382934777737054,0.000175923495152953,5328212
"21646","2020/04/22",53,9,7166,163,1903.06317878396,897.063178783964,0.00278417430235211,0.00274664677693437,0.00282221456758619,109.717772701348,0.000357167315937122,0.000168361014686346,5328212
"21645","2020/04/23",84,6,7250,169,1941.85883940766,935.858839407661,0.00286088902461993,0.00282351278547673,0.00289876003157849,176.613455373579,0.000364448494055353,0.000175642192804577,5328212
"21644","2020/04/24",95,11,7345,180,2023.46494667257,998.46494667257,0.00302775342567794,0.00299029648202473,0.00306567956114415,208.657406793075,0.000379764346214559,0.000187392120785091,5328212
"21643","2020/04/25",63,11,7408,191,2007.37234817709,1014.37234817709,0.00318126412273192,0.00314386013601136,0.00321911312232266,144.152042313217,0.000376744083789663,0.000190377625397993,5328212
"21642","2020/04/26",59,2,7467,193,2010.12467027454,1031.12467027454,0.00318374482138605,0.00314662854157755,0.00322129890890163,134.037280617728,0.000377260640206234,0.0001935217048936,5328212
"21641","2020/04/27",38,0,7505,193,1944.02023761362,1005.02023761362,0.00314684311202442,0.00311014058325904,0.00318397876449649,84.8964416790169,0.000364854145746006,0.00018862241923062,5328212
"21640","2020/04/28",28,0,7533,193,1792.46192062262,936.461920622625,0.00310892716764545,0.00307265173683369,0.00314563086270364,61.5718366082154,0.000336409647480736,0.000175755379219638,5328212
"21639","2020/04/29",72,2,7605,195,1727.6664830589,913.666483058896,0.00312436838529077,0.00308822042602392,0.00316093946039099,157.607546725935,0.000324248825508237,0.00017147712648425,5328212
"21638","2020/04/30",62,7,7667,202,1866.30871844247,990.308718442466,0.00321771688527768,0.00318158347806225,0.0032542606614575,138.64223538357,0.000350269230736777,0.000185861358077056,5328212
"21637","2020/05/01",43,2,7710,204,1573.5179173255,847.517917325498,0.00322483312296074,0.00318891061890856,0.00326116028755428,95.8302938238063,0.000295318188789316,0.000159062349119273,5328212
"21636","2020/05/02",49,0,7759,204,1509.52089261801,818.520892618007,0.00320464717551953,0.0031689378193397,0.0032407589246119,107.833088965343,0.000283307213117272,0.000153620181144821,5328212
"21635","2020/05/03",0,0,7759,204,1419.55940098483,773.559400984833,0.00316639305213294,0.00313109907497783,0.00320208486557288,0,0.00026642322058222,0.000145181798506672,5328212
"21634","2020/05/04",50,4,7809,208,1419.44410517812,776.444105178118,0.00321265648615403,0.00317742347283582,0.00324828018243851,109.602476894633,0.000266401581839859,0.000145723200424104,5328212
"21633","2020/05/05",38,0,7847,208,1325.24973873141,728.24973873141,0.00319423136005079,0.00315919095386498,0.0032296604195607,82.4190889268715,0.000248723162428862,0.000136678071129942,5328212
"21632","2020/05/06",56,1,7903,209,1237.42185993413,679.421859934133,0.00320033571081761,0.00316536214885455,0.00323569568987258,120.829527995798,0.000232239606820099,0.000127514044098495,5328212
"21631","2020/05/07",50,0,7953,209,1200.1320388583,655.132038858303,0.0031900954597938,0.00315522547345647,0.00322535081191794,106.862221237387,0.000225241044999393,0.000122955325136895,5328212
"21630","2020/05/08",42,0,7995,209,1155.04112216049,627.041122160486,0.00317772185178176,0.00314297921556107,0.00321284853469471,88.9463639199104,0.000216778371836647,0.000117683215712979,5328212
"21629","2020/05/09",39,4,8034,213,1153.57689734513,624.576897345128,0.00322566682292553,0.00319095415594472,0.00326075711026378,83.4322168636587,0.000216503565801272,0.000117220729457673,5328212
"21628","2020/05/10",35,0,8069,213,1166.24287265786,630.242872657865,0.00321214645143445,0.00317757192794862,0.00324709717338294,74.2378119209526,0.00021888071883361,0.000118284120950492,5328212
"21627","2020/05/11",30,4,8099,217,1072.93105043779,578.931050437788,0.00325769740876769,0.00322317215875652,0.00329259247858047,64.2957245058583,0.000201367935517166,0.000108653906871158,5328212
"21626","2020/05/12",7,7,8106,224,949.653172506976,510.653172506976,0.00333919257159696,0.00330472936425662,0.00337401517679694,15.364357452758,0.000178231116274461,9.58394997246687e-05,5328212
"21625","2020/05/13",29,4,8135,228,918.12699879328,493.12699879328,0.00338545357853854,0.00335102061697889,0.00342024035136266,64.3041201101103,0.000172314277058285,9.255018358753e-05,5328212
"21624","2020/05/14",23,1,8158,229,861.15633158333,462.15633158333,0.00338587876302096,0.0033515610630727,0.0034205478528164,50.8624217553922,0.000161622009706695,8.67376019541508e-05,5328212
"21623","2020/05/15",17,3,8175,232,898.989286861734,482.989286861734,0.00341450388103878,0.00338026430060746,0.00344909028312777,37.8329552784043,0.000168722507073993,9.06475355826183e-05,5328212
"21622","2020/05/16",22,0,8197,232,838.039399889113,450.039399889113,0.0034021755719685,0.00336805409810189,0.00343664272762791,48.6525899220114,0.00015728341888219,8.4463493548889e-05,5328212
"21621","2020/05/17",0,0,8197,232,755.620310962241,405.620310962241,0.00338199682361583,0.00334807264889495,0.00341626473330043,0,0.000141814986145867,7.61269091699507e-05,5328212
"21620","2020/05/18",0,0,8197,232,634.790782966444,340.790782966444,0.00336315648199615,0.00332941651947585,0.00339723836180562,0,0.000119137673757434,6.39596890976642e-05,5328212
"21619","2020/05/19",52,1,8249,233,641.507854262638,345.507854262638,0.0033815485169737,0.00334774100866777,0.00341569743389364,113.579292533582,0.000120398335175597,6.48449900759651e-05,5328212
"21618","2020/05/20",8,0,8257,233,569.950875599387,307.950875599387,0.0033684882016762,0.00333480712932031,0.00340250944801849,17.3893852566594,0.000106968505682467,5.77962880604952e-05,5328212
"21617","2020/05/21",11,1,8268,234,510.420523010427,276.420523010427,0.00337177093320692,0.00333817315307221,0.00340570686561181,23.9018642746985,9.57958360159894e-05,5.18786645520912e-05,5328212
"21616","2020/05/22",0,0,8268,234,436.182711089474,237.182711089474,0.00335690408582323,0.00332345082459076,0.00339069408159644,0,8.18628671474548e-05,4.45145033811482e-05,5328212
"21615","2020/05/23",41,1,8309,235,460.592235209004,250.592235209004,0.00337390401768213,0.00334039690057081,0.00340774724063072,88.7052486253878,8.64440520026237e-05,4.70312058170741e-05,5328212
"21614","2020/05/24",0,0,8309,235,445.227877756246,242.227877756246,0.00336064540884739,0.00332726671601029,0.00339435895224821,0,8.35604660167887e-05,4.54613813707573e-05,5328212
"21613","2020/05/25",0,0,8309,235,380.923757646135,206.923757646135,0.00334795217256199,0.00331469644224942,0.00338154155140556,0,7.14918546120416e-05,3.88354963440147e-05,5328212
"21612","2020/05/26",43,0,8352,235,422.048940721671,228.048940721671,0.00335328020045744,0.00331996866030524,0.00338692597831512,91.9876048309277,7.92102380163685e-05,4.28002753497179e-05,5328212
"21611","2020/05/27",12,0,8364,235,409.799848883007,220.799848883007,0.00334670482659078,0.003313455848245,0.00338028744286978,25.5838634397402,7.69113257661307e-05,4.1439764199136e-05,5328212
"21610","2020/05/28",19,0,8383,235,401.520697496928,215.520697496928,0.00334318267847021,0.00330996595550897,0.0033767327434353,40.3734385359329,7.53574928131479e-05,4.04489719059467e-05,5328212
"21609","2020/05/29",18,1,8401,236,439.807596798899,235.807596798899,0.00335372292322717,0.0033205161974485,0.00338726173190241,38.2868993019705,8.2543186494625e-05,4.42564216286624e-05,5328212
"21608","2020/05/30",10,0,8411,236,461.010795223571,247.010795223571,0.00334709095565122,0.00331394729186009,0.00338056609799429,21.2031984246728,8.65226074382122e-05,4.63590403729378e-05,5328212
"21607","2020/05/31",0,0,8411,236,347.43150268999,185.43150268999,0.00333678727787652,0.00330374326188033,0.00337016179987956,0,6.52060208358807e-05,3.48018252070281e-05,5328212
"21606","2020/06/01",0,0,8411,236,330.04211743333,176.04211743333,0.00332695531911439,0.00329400630792692,0.00336023390991913,0,6.19423771864427e-05,3.30396233170396e-05,5328212
"21605","2020/06/02",0,0,8411,236,306.140253158632,163.140253158632,0.00331776736626231,0.00328490710648286,0.00335095634056481,0,5.74564700426019e-05,3.06181985924418e-05,5328212
"21604","2020/06/03",35,1,8446,237,379.824499221611,201.824499221611,0.00333715347795535,0.00330421494913029,0.00337042035911156,73.684246062979,7.12855455491656e-05,3.7878466401414e-05,5328212
"21603","2020/06/04",0,0,8446,237,291.119250596223,154.119250596223,0.00332913093251279,0.00329626974803531,0.00336231971683124,0,5.4637324978102e-05,2.89251348475291e-05,5328212
"21602","2020/06/05",31,1,8477,238,356.347657426498,188.347657426498,0.00334761699700508,0.0033146866754786,0.00338087447044122,65.2284068302747,6.68794067177691e-05,3.53491297693293e-05,5328212
"21601","2020/06/06",27,0,8504,238,413.029843290347,218.029843290347,0.00335061540473529,0.00331765375305936,0.00338390453798768,56.6821858638495,7.75175318268769e-05,4.0919888940295e-05,5328212
"21600","2020/06/07",0,0,8504,238,321.04223845942,169.042238459419,0.0033428870373678,0.00330999959114513,0.00337610124620456,0,6.02532779212651e-05,3.17258844917243e-05,5328212
"21599","2020/06/08",0,0,8504,238,295.458375019679,155.458375019679,0.00333512539891032,0.00330231250227922,0.00336826433560717,0,5.54516928042051e-05,2.91764620138387e-05,5328212
"21598","2020/06/09",43,1,8547,239,345.113737544371,181.113737544371,0.00335849896373964,0.00332556887856853,0.00339175512560589,90.0288010606249,6.47710221636022e-05,3.39914660948872e-05,5328212
"21597","2020/06/10",16,0,8563,239,340.252229057843,178.252229057843,0.00335738355512866,0.00332446269618951,0.00339063041650861,33.4253908154417,6.38586131816532e-05,3.34544175528006e-05,5328212
"21596","2020/06/11",13,0,8576,239,346.146401529292,181.146401529292,0.00335495793689462,0.00332205906634889,0.00338818261010116,27.0973708961221,6.49648327674071e-05,3.39975964787609e-05,5328212
"21595","2020/06/12",18,3,8594,242,384.051009769541,201.051009769541,0.00339651361904334,0.00336354737343472,0.00342980296797974,37.9046082402493,7.20787779783427e-05,3.77332977309351e-05,5328212
"21594","2020/06/13",12,0,8606,242,409.263753310221,214.263753310221,0.00339358479778786,0.00336064527322992,0.00342684718066315,25.2127435406798,7.68107112311261e-05,4.02130683445443e-05,5328212
"21593","2020/06/14",0,0,8606,242,409.263753310221,214.263753310221,0.00338598298188794,0.00335311545506688,0.00341917267904099,0,7.68107112311261e-05,4.02130683445443e-05,5328212
"21592","2020/06/15",0,0,8606,242,335.579507247242,175.579507247242,0.00337859734773749,0.00334579982950249,0.00341171636673679,0,6.29816357245624e-05,3.29528005355722e-05,5328212
"21591","2020/06/16",25,0,8631,242,387.766118368409,202.766118368409,0.00338141680989267,0.00334859024441748,0.00341456517747628,52.1866111211673,7.27760303772465e-05,3.80551896899765e-05,5328212
"21590","2020/06/17",0,0,8631,242,322.537711538135,168.537711538135,0.00337478325822216,0.00334201960865156,0.0034078681078032,0,6.05339486375795e-05,3.16311947681764e-05,5328212
"21589","2020/06/18",29,1,8660,243,326.407794161366,170.407794161366,0.0033936637986246,0.0033608273792345,0.00342682104093021,60.5522684870806,6.12602865954594e-05,3.19821722861939e-05,5328212
"21588","2020/06/19",32,1,8692,244,393.374868815364,205.374868815364,0.0034138903731481,0.00338096851931921,0.00344713280034328,66.967074653998,7.38286818946701e-05,3.85448005476065e-05,5328212
"21587","2020/06/20",0,0,8692,244,393.374868815364,205.374868815364,0.00340743120845945,0.00337457016392766,0.00344061224878189,0,7.38286818946701e-05,3.85448005476065e-05,5328212
"21586","2020/06/21",16,0,8708,244,336.701379200325,175.701379200325,0.00340707694330863,0.00337421784136237,0.00344025603662223,33.3553114455864,6.31921888994517e-05,3.29756734905302e-05,5328212
"21585","2020/06/22",0,0,8708,244,303.275988384883,158.275988384883,0.00340049517610349,0.00336769799418938,0.00343361176170029,0,5.69189041999236e-05,2.97052723099012e-05,5328212
"21584","2020/06/23",37,4,8745,248,354.277914358388,185.277914358388,0.00346436559857728,0.00343139545699467,0.00349765252971377,78.0992968696268,6.64909568835452e-05,3.47729997151743e-05,5328212
"21583","2020/06/24",6,0,8751,248,329.014471828754,172.014471828754,0.00346028652556103,0.00342735372428217,0.00349353577197141,12.6411657106154,6.17495084333646e-05,3.22837139041679e-05,5328212
"21582","2020/06/25",26,1,8777,249,358.697378934454,187.697378934454,0.00347799690318451,0.0034450034060489,0.00351130638574159,54.8956506463796,6.73204029671594e-05,3.5227085358926e-05,5328212
"21581","2020/06/26",16,0,8793,249,392.415197568993,205.415197568993,0.00347772361597916,0.00344473123497796,0.00351103198598788,33.7178186345385,7.36485705840895e-05,3.85523694569571e-05,5328212
"21580","2020/06/27",22,0,8815,249,438.687707624427,229.687707624427,0.00347969515117794,0.00344668250317843,0.00351302399741356,46.2725100554348,8.23330054480616e-05,4.31078394824432e-05,5328212
"21579","2020/06/28",0,0,8815,249,386.50109650326,202.50109650326,0.00347286926813074,0.0034399198245659,0.00350613431958373,0,7.25386107953775e-05,3.80054503280388e-05,5328212
"21578","2020/06/29",0,0,8815,249,386.50109650326,202.50109650326,0.00346605053346533,0.00343316432946199,0.00349925175367821,0,7.25386107953775e-05,3.80054503280388e-05,5328212
"21577","2020/06/30",40,0,8855,249,409.592376932826,214.592376932826,0.00347519780395801,0.00344222326641279,0.00350848821878432,83.6435489166469,7.68723873848913e-05,4.02747444983094e-05,5328212
"21576","2020/07/01",10,1,8865,250,363.581528592458,190.581528592458,0.00348666581341599,0.00345368975038067,0.00351995673412873,20.9562263136298,6.82370612491504e-05,3.57683832010547e-05,5328212
"21575","2020/07/02",22,1,8887,251,409.783375591246,214.783375591246,0.00350275966938921,0.00346973831704755,0.00353609528454002,46.2018469987875,7.690823405511e-05,4.03105911685281e-05,5328212
"21574","2020/07/03",8,0,8895,251,393.197099444813,206.197099444813,0.00349931104904347,0.00346632076120705,0.003532615317947,16.7690352991533,7.3795318100108e-05,3.86991169729757e-05,5328212
"21573","2020/07/04",0,0,8895,251,393.197099444813,206.197099444813,0.00349268658032021,0.0034597572175374,0.00352592935900626,0,7.3795318100108e-05,3.86991169729757e-05,5328212
"21572","2020/07/05",0,0,8895,251,315.097802575186,165.097802575186,0.00348622922909632,0.00345335931665566,0.0035194120053443,0,5.91376248871452e-05,3.09855918974669e-05,5328212
"21571","2020/07/06",0,0,8895,251,302.45663686457,158.45663686457,0.00348013280775043,0.00344731904175815,0.00351325891594995,0,5.67651281263903e-05,2.97391764562991e-05,5328212
"21570","2020/07/07",35,0,8930,251,320.405282056777,167.405282056777,0.00348816859517158,0.0034552778171944,0.00352137246035425,72.844295838586,6.01337338035305e-05,3.14186601540586e-05,5328212
"21569","2020/07/08",6,0,8936,251,299.155789657705,156.155789657705,0.00348512669416225,0.00345226336057476,0.00351830286561338,12.4683262354671,5.61456243966466e-05,2.93073529464866e-05,5328212
"21568","2020/07/09",11,0,8947,251,275.706578474223,143.706578474223,0.00348402829397658,0.00345117417179646,0.00351719517734768,22.8232988719527,5.17446712845178e-05,2.69708822536009e-05,5328212
"21567","2020/07/10",7,1,8954,252,290.265998845661,151.265998845661,0.00349527732234849,0.00346242317729536,0.00352844321290236,14.559420371438,5.44771865018999e-05,2.83896359314647e-05,5328212
