"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_low","p_cases_high","population"
"44","2020/02/12",2028,97,44724,1114,0.000141823078890188,0.000141322120868507,0.000142325812705623,1433783692
"45","2020/02/13",15141,254,59865,1368,0.000207330385452527,0.00020666301616604,0.000207999909850136,1433783692
"46","2020/02/14",4156,13,64021,1381,0.000199606717197868,0.000198964778467315,0.00020025072707557,1433783692
"47","2020/02/15",2538,143,66559,1524,0.000203034285592595,0.000202406266997023,0.000203664252780779,1433783692
"48","2020/02/16",2007,142,68566,1666,0.000203122376406594,0.000202514528774443,0.000203732048494236,1433783692
"49","2020/02/17",2052,105,70618,1771,0.000199244687072548,0.000198660874486687,0.000199830215331596,1433783692
"50","2020/02/18",1890,98,72508,1869,0.000195538075968546,0.000194975302491529,0.000196102473825586,1433783692
"51","2020/02/19",1750,139,74258,2008,0.000196960292610764,0.000196406754076608,0.00019751539119773,1433783692
"52","2020/02/20",394,112,74652,2120,0.000193245800321191,0.000192711892165994,0.000193781187668538,1433783692
"53","2020/02/21",891,118,75543,2238,0.000192551328668467,0.000192028088039041,0.000193075995030759,1433783692
"54","2020/02/22",826,109,76369,2347,0.000192011448169669,0.000191496960949877,0.00019252731764168,1433783692
"55","2020/02/23",647,98,77016,2445,0.000191132928233626,0.000190626759901251,0.000191640440587064,1433783692
"56","2020/02/24",218,150,77234,2595,0.000193966425191859,0.00019346136297736,0.000194472805953051,1433783692
"57","2020/02/25",515,70,77749,2665,0.000192255234109746,0.00019175813495986,0.000192753621901519,1433783692
"58","2020/02/26",410,52,78159,2717,0.000189838140519412,0.000189349707179743,0.000190327833787765,1433783692
"59","2020/02/27",439,29,78598,2746,0.000186668583119883,0.000186189513302555,0.000187148885594656,1433783692
"60","2020/02/28",329,44,78927,2790,0.000184920916767996,0.000184448228745319,0.000185394816154797,1433783692
"61","2020/02/29",428,47,79355,2837,0.000184128763617252,0.000183660082115248,0.000184598641145893,1433783692
"62","2020/03/01",574,35,79929,2872,0.000183341643930165,0.000182876369450973,0.000183808102161756,1433783692
"63","2020/03/02",205,42,80134,2914,0.000182527614834034,0.000182066076902671,0.000182990322765134,1433783692
"64","2020/03/03",127,32,80261,2946,0.000181233421469083,0.000180776370323469,0.000181691628162567,1433783692
"65","2020/03/04",119,37,80380,2983,0.000180532967503893,0.00018007907422144,0.000180988004834385,1433783692
"66","2020/03/05",117,31,80497,3014,0.000179746899665948,0.000179296110510586,0.000180198822202631,1433783692
"67","2020/03/06",170,30,80667,3044,0.000179279983232949,0.000178831436664472,0.000179729654849839,1433783692
"68","2020/03/07",101,28,80768,3072,0.000178773451864655,0.000178327152724302,0.000179220867957304,1433783692
"69","2020/03/08",46,27,80814,3099,0.000178291606173452,0.000177847439184908,0.00017873688245159,1433783692
"70","2020/03/09",45,23,80859,3122,0.000177764115494371,0.000177322035687066,0.000178207297446457,1433783692
"71","2020/03/10",20,17,80879,3139,0.000177015078035738,0.000176575413862337,0.000177455836951499,1433783692
"72","2020/03/11",29,22,80908,3161,0.000176726386405686,0.00017628816281581,0.000177165699347858,1433783692
"73","2020/03/12",24,11,80932,3172,0.000175956923570261,0.000175520947265542,0.000176393982796085,1433783692
"74","2020/03/13",22,7,80954,3179,0.000175096522856505,0.000174662881925973,0.000175531240400766,1433783692
"75","2020/03/14",19,15,80973,3194,0.000174788876572499,0.000174356471701978,0.000175222353809134,1433783692
"76","2020/03/15",22,9,80995,3203,0.000174263787060395,0.00017383295325503,0.000174695688659665,1433783692
"77","2020/03/16",25,13,81020,3216,0.000174056047870141,0.000173626132089411,0.000174487028165621,1433783692
"78","2020/03/17",43,9,81063,3225,0.000173752807585995,0.000173323912859714,0.000174182763623917,1433783692
"79","2020/03/18",23,16,81086,3241,0.000173855305875585,0.000173426657762164,0.000174285013452456,1433783692
"80","2020/03/19",44,8,81130,3249,0.000173636528261054,0.000173208658592976,0.000174065454876598,1433783692
"81","2020/03/20",99,4,81229,3253,0.000173379349516967,0.000172952224494752,0.00017380752937259,1433783692
"82","2020/03/21",52,6,81281,3259,0.000173177233284099,0.000172750781830796,0.000173604737472679,1433783692
"83","2020/03/22",65,6,81346,3265,0.00017304309352443,0.000172617148217415,0.000173470089882321,1433783692
"84","2020/03/23",138,9,81484,3274,0.000173258576766614,0.000172832372339077,0.000173685832213769,1433783692
"85","2020/03/24",69,7,81553,3281,0.000173250327981692,0.000172824351365791,0.000173677354542672,1433783692
"86","2020/03/25",78,4,81631,3285,0.000173126152990161,0.000172700594791078,0.000173552759823623,1433783692
"87","2020/03/26",102,6,81733,3291,0.000173180354723114,0.000172754839310532,0.000173606918230018,1433783692
"88","2020/03/27",94,5,81827,3296,0.000173184847415621,0.000172759465646702,0.000173611276592558,1433783692
"89","2020/03/28",119,3,81946,3299,0.000173154414772494,0.000172729190256433,0.000173580686105766,1433783692
"90","2020/03/29",113,5,82059,3304,0.000173230806706483,0.000172805539485361,0.000173657120492489,1433783692
"91","2020/03/30",98,2,82157,3306,0.000173129993391062,0.000172705025436967,0.000173556007045834,1433783692
"92","2020/03/31",84,3,82241,3309,0.000173062740242468,0.000172638020281424,0.000173488505089482,1433783692
"93","2020/04/01",54,1,82295,3310,0.000172839067621915,0.000172414917882303,0.000173264260792129,1433783692
"94","2020/04/02",100,6,82395,3316,0.000172986004377664,0.000172561669685388,0.000173411382522588,1433783692
"95","2020/04/03",70,10,82465,3326,0.000173291600224297,0.000172866814250883,0.000173717430025145,1433783692
"96","2020/04/04",62,4,82527,3330,0.000173279744033816,0.000172855100921085,0.000173705430342681,1433783692
"97","2020/04/05",48,3,82575,3333,0.000173199247488319,0.000172774884968846,0.000173624652309444,1433783692
"98","2020/04/06",67,2,82642,3335,0.000173120381866412,0.000172696265624446,0.000173545539674541,1433783692
"99","2020/04/07",56,0,82698,3335,0.000172928681536005,0.000172505027420963,0.000173353376100777,1433783692
"100","2020/04/08",86,2,82784,3337,0.000172916439390778,0.000172492868857039,0.000173341050037063,1433783692
"101","2020/04/09",86,2,82870,3339,0.00017291543088254,0.000172491916618558,0.000173339984988477,1433783692
"102","2020/04/10",55,1,82925,3340,0.000172806573253924,0.000172383349305044,0.00017323083627364,1433783692
"103","2020/04/11",79,3,83004,3343,0.000172858823021982,0.00017243555543471,0.000173283129579726,1433783692
"104","2020/04/12",93,0,83097,3343,0.000172792680379699,0.000172369568498791,0.000173216830864262,1433783692
"105","2020/04/13",112,2,83209,3345,0.000172875358330621,0.000172452098368747,0.000173299657125869,1433783692
"106","2020/04/14",94,0,83303,3345,0.000172820626053395,0.000172397494082348,0.000173244796558475,1433783692
"107","2020/04/15",49,1,83352,3346,0.00017272574524274,0.000172302869808565,0.000173149658521688,1433783692
"108","2020/04/16",50,0,83402,3346,0.000172584201382607,0.000172161666613541,0.000173007773174807,1433783692
"109","2020/04/17",352,1290,83754,4636,0.000239798287412942,0.00023925017929119,0.000240347651218238,1433783692
"110","2020/04/18",31,0,83785,4636,0.000239552127540566,0.000239004574034747,0.000240100935477782,1433783692
"111","2020/04/19",18,0,83803,4636,0.000239253719570878,0.000238706839869351,0.000239801852179142,1433783692
"112","2020/04/20",14,0,83817,4636,0.000238942458779245,0.000238396282167337,0.000239489886706352,1433783692
"113","2020/04/21",32,0,83849,4636,0.00023869357528918,0.000238147959504209,0.000239240441123008,1433783692
"114","2020/04/22",15,0,83864,4636,0.00023841355304989,0.000237868569654045,0.000238959785063416,1433783692
"115","2020/04/23",12,0,83876,4636,0.000238144268933697,0.000237599893898215,0.000238689891209547,1433783692
"116","2020/04/24",8,0,83884,4636,0.000237884026945753,0.000237340240112408,0.000238429059687167,1433783692
"117","2020/04/25",15,0,83899,4636,0.000237664206700869,0.000237120916173093,0.000238208742013805,1433783692
"118","2020/04/26",10,0,83909,4636,0.000237449937820325,0.000236907131406919,0.000237993987922769,1433783692
"119","2020/04/27",3,1,83912,4637,0.000237285207848746,0.000236742794248036,0.000237828864201173,1433783692
"120","2020/04/28",26,0,83938,4637,0.000237151347547324,0.000236609235082569,0.000237694702085003,1433783692
"121","2020/04/29",2,0,83940,4637,0.000236964921784676,0.000236423230901003,0.000237507853785867,1433783692
"122","2020/04/30",4,0,83944,4637,0.000236797375740304,0.000236256063696387,0.000237339928043304,1433783692
"123","2020/05/01",12,0,83956,4637,0.000236665230850044,0.000236124216999158,0.000237207484285716,1433783692
"124","2020/05/02",3,0,83959,4637,0.000236519612350691,0.000235978927703806,0.000237061535836529,1433783692
"125","2020/05/03",2,0,83961,4637,0.000236381939280714,0.000235841566017351,0.000236923550677239,1433783692
"126","2020/05/04",3,0,83964,4637,0.000236257340069553,0.000235717248510147,0.000236798669123858,1433783692
"127","2020/05/05",2,0,83966,4637,0.000236139629517104,0.000235599804186697,0.000236680691738978,1433783692
"128","2020/05/06",2,0,83968,4637,0.000236030928364816,0.000235491348806029,0.000236571744258193,1433783692
"129","2020/05/07",2,0,83970,4637,0.000235930556890642,0.000235391204331719,0.00023647114526967,1433783692
"130","2020/05/08",6,0,83976,4637,0.00023584906491982,0.000235309896337533,0.000236389468905993,1433783692
"131","2020/05/09",0,0,83976,4637,0.000235757525379147,0.000235218563945113,0.000236297721747289,1433783692
"132","2020/05/10",15,0,83991,4637,0.000235714171825129,0.000235175307451084,0.000236254270915594,1433783692
"133","2020/05/11",19,0,84010,4637,0.000235687193395183,0.000235148388846351,0.000236227232527604,1433783692
"134","2020/05/12",1,0,84011,4637,0.00023561308601804,0.000235074449103935,0.000236152957135719,1433783692
"135","2020/05/13",7,0,84018,4637,0.00023555845764968,0.000235019943841314,0.000236098205383633,1433783692
"136","2020/05/14",6,0,84024,4637,0.000235504126796235,0.000234965735547168,0.000236043751693844,1433783692
"137","2020/05/15",5,0,84029,4637,0.00023545011633414,0.00023491184697948,0.000235989619061668,1433783692
"138","2020/05/16",9,0,84038,4637,0.000235410399987103,0.000234872219915964,0.000235949813230003,1433783692
"139","2020/05/17",6,1,84044,4638,0.000235415899948631,0.000234877727262925,0.000235955305743338,1433783692
"140","2020/05/18",10,0,84054,4638,0.000235384356069344,0.000234846254048861,0.000235923691040234,1433783692
"141","2020/05/19",9,0,84063,4638,0.000235352248377279,0.000234814218443385,0.000235891511099425,1433783692
"142","2020/05/20",2,0,84065,4638,0.000235302375309287,0.000234764458075824,0.000235841525075785,1433783692
"143","2020/05/21",2,0,84067,4638,0.000235254398822575,0.00023471659002057,0.000235793439912028,1433783692
"144","2020/05/22",12,0,84079,4638,0.000235236762916287,0.000234698993251392,0.000235775764781662,1433783692
"145","2020/05/23",2,0,84081,4638,0.000235193332974051,0.000234655661479762,0.000235732236446439,1433783692
"146","2020/05/24",3,0,84084,4638,0.000235154483103203,0.000234616899309937,0.000235693298676173,1433783692
"147","2020/05/25",11,0,84095,4638,0.000235140019151401,0.000234602467376938,0.000235678802634608,1433783692
"148","2020/05/26",7,0,84102,4638,0.000235116144203775,0.00023457864596309,0.000235654874032943,1433783692
"149","2020/05/27",1,0,84103,4638,0.000235076718868459,0.000234539309777284,0.000235615359346097,1433783692
"150","2020/05/28",3,0,84106,4638,0.000235044209613585,0.000234506873927045,0.000235582776520493,1433783692
"151","2020/05/29",0,0,84106,4638,0.00023500502647344,0.000234467779449321,0.000235543504516872,1433783692
"152","2020/05/30",17,0,84123,4638,0.000235015272611551,0.00023447800124957,0.000235553775050712,1433783692
"153","2020/05/31",5,0,84128,4638,0.00023499341591872,0.000234456193675164,0.000235531869128856,1433783692
"154","2020/06/01",19,0,84147,4638,0.000235011168828993,0.000234473905217226,0.000235549663503927,1433783692
"155","2020/06/02",7,0,84154,4638,0.000234995412164497,0.000234458183726412,0.000235533871587101,1433783692
"156","2020/06/03",5,0,84159,4638,0.000234973549904555,0.000234436370598692,0.000235511960084303,1433783692
"157","2020/06/04",1,0,84160,4638,0.000234940506439946,0.000234403401893578,0.000235478841690695,1433783692
"158","2020/06/05",11,0,84171,4638,0.000234936107515202,0.000234399012178393,0.000235474433537234,1433783692
"159","2020/06/06",6,0,84177,4638,0.000234918735939711,0.000234381679535131,0.000235457022942102,1433783692
"160","2020/06/07",9,0,84186,4638,0.000234910411523975,0.000234373373368886,0.000235448680236852,1433783692
"161","2020/06/08",5,0,84191,4638,0.000234891497785013,0.000234354502088408,0.000235429723943912,1433783692
"162","2020/06/09",3,0,84194,4638,0.000234867533780733,0.000234330592153656,0.000235405705747853,1433783692
"163","2020/06/10",4,0,84198,4638,0.000234847181074974,0.000234310285196765,0.00023538530719019,1433783692
"164","2020/06/11",11,0,84209,4638,0.000234847442814175,0.000234310545622417,0.000235385570247592,1433783692
"165","2020/06/12",7,0,84216,4638,0.000234837400643309,0.000234300525759523,0.000235375505719132,1433783692
"166","2020/06/13",12,0,84228,4638,0.000234841681583366,0.000234304796197885,0.000235379797186589,1433783692
"167","2020/06/14",60,0,84288,4638,0.000234979862674558,0.000234442660735117,0.000235518295558584,1433783692
