"","date","r_c","r_r","I_c_p_w_country","I_c_p_m_country","I_r_p_w_country","I_r_p_m_country","p_w_country","p_m_country"
"1","2020/03/23",7652,0,0.0116309461578672,0.0140446916471507,0,0,0.0116309461578672,0.0140446916471507
"2","2020/03/24",8378,0,0.0125328240630222,0.0140660692321209,0,0,0.0125328240630222,0.0140660692321209
"3","2020/03/25",8498,3526,0.0123558484349259,0.0139630211058782,0.0108348958742898,0.0181821139768235,0.0119098339032557,0.0152002567564898
"4","2020/03/26",8498,3556,0.0123558484349259,0.0139630211058782,0.0108218157659627,0.0181405276009589,0.0119032998891458,0.0151954097815466
"5","2020/03/27",8618,4376,0.0126479461592017,0.0140069264069264,0.0149896922723791,0.0227993568596317,0.0134365779116462,0.01696796039654
"6","2020/03/28",8618,4496,0.0126479461592017,0.0140069264069264,0.0149583182210787,0.0227263268046372,0.0134400334544738,0.0169962831392817
"7","2020/03/29",8718,5380,0.0128469832530397,0.0140648723257419,0.0134750714015633,0.0183913894969834,0.013086670743397,0.0157159336380755
"8","2020/03/30",8718,5600,0.0128469832530397,0.0140648723257419,0.0134628483974522,0.0182870721105656,0.0130878580126926,0.015716242544698
"9","2020/04/01",8718,5605,0.0128469832530397,0.0140648723257419,0.0134575842870611,0.018220312842556,0.0130859289205458,0.0156910151796652
"10","2020/04/02",8718,5655,0.0128469832530397,0.0140648723257419,0.0134693255361008,0.0182270393767703,0.0130918413627392,0.0157024604892127
"11","2020/04/06",8718,5755,0.0128469832530397,0.0140648723257419,0.0129823709837317,0.0176042261201549,0.0129008184212932,0.0154722502768817
"12","2020/04/07",8818,7099,0.0132683148106147,0.014194602028537,0.014555451297099,0.0181982307292407,0.013842379139166,0.0159802249566199
"13","2020/04/08",8968,8442,0.0133809099018733,0.0142154847550531,0.0144847754678468,0.0180718705882079,0.0139161674037658,0.0160854221016064
"14","2020/04/09",9118,9430,0.0134898003948234,0.0142362177846049,0.017374693489407,0.0192333368788238,0.0154649212640235,0.0167768061530804
"15","2020/04/10",9268,9759,0.013595166163142,0.0142568027210884,0.0174213602562541,0.0194591104927692,0.0155576315100007,0.0169250805128492
"16","2020/04/11",9309,10044,0.0135352884305511,0.0141056705367659,0.0167295568327389,0.0189617663333454,0.0151930795653402,0.0166259323143117
"17","2020/04/12",9409,10273,0.0144542459347433,0.0144081153588196,0.0154814146848294,0.0184980637183887,0.014990375625305,0.0165428597698476
"18","2020/04/13",9409,10317,0.0144542459347433,0.0144081153588196,0.0156115494505967,0.0186080016929214,0.0150595333915546,0.0166047202107373
"19","2020/04/15",9409,10477,0.0144542459347433,0.0144081153588196,0.0150049937675984,0.0178450519291026,0.014744409117124,0.0162188759163402
"20","2020/04/16",9409,11026,0.0144542459347433,0.0144081153588196,0.0157772872431081,0.0182120978816716,0.0151681120206758,0.0164606091829922
"21","2020/04/17",9409,11076,0.0144542459347433,0.0144081153588196,0.0157772872431081,0.0182120978816716,0.0151695989018631,0.0164648842347341
"22","2020/04/18",9409,11344,0.0144542459347433,0.0144081153588196,0.015906922853992,0.017683987631272,0.0152483078521508,0.0161987718932339
"23","2020/04/19",9409,11484,0.0144542459347433,0.0144081153588196,0.0171197567633618,0.0199163093622954,0.0159193646996816,0.017435737047228
"24","2020/04/20",9409,11650,0.0144542459347433,0.0144081153588196,0.0180575312158099,0.0206900578267756,0.0164476109342412,0.0178833340183802
"25","2020/04/23",9409,11794,0.0144542459347433,0.0144081153588196,0.0203266930984996,0.0224045754210788,0.0177207479320712,0.0188560826263895
"26","2020/04/27",9559,12094,0.0148551103671932,0.0144979114452799,0.0208387605773372,0.0229546656252027,0.018197199945611,0.0192213209059545
"27","2020/04/29",9559,12124,0.0148551103671932,0.0144979114452799,0.0207320287943329,0.0227633163740332,0.0181411759028959,0.019119493761205
"28","2020/05/02",9559,12149,0.0148551103671932,0.0144979114452799,0.0207398221794598,0.0227766876046545,0.0181485212667338,0.0191311734482392
"29","2020/05/10",9559,12199,0.0148551103671932,0.0144979114452799,0.0208783235886051,0.0229591210594116,0.0182321293068018,0.0192418353391485
"30","2020/05/14",9559,12308,0.0148551103671932,0.0144979114452799,0.0213187952245598,0.0247175566379503,0.0184932424028848,0.0202501130747392
"31","2020/05/15",9559,12338,0.0148551103671932,0.0144979114452799,0.0213510745277288,0.024763848395751,0.0185153015263789,0.0202823170759559
"32","2020/05/26",9559,12438,0.0148551103671932,0.0144979114452799,0.0213030252480456,0.024730828818683,0.0185010241412552,0.0202840198368964
"33","2020/05/31",9559,12438,0.0148551103671932,0.0144979114452799,0.0212792532566028,0.0247038165836829,0.0184875824887769,0.020268746018697
"34","2020/06/01",9559,12488,0.0148551103671932,0.0144979114452799,0.0212615061694941,0.0246774934513542,0.0184838612529887,0.0202638941228258
"35","2020/06/02",9559,12568,0.0148551103671932,0.0144979114452799,0.0247513343547543,0.0290761310598592,0.0204761047665997,0.0227782505837095
