"","countrycode","regioncode","provincecode","population","estprop_provs","meanprop_provs","sumreach_provs","population_region","estprop_regs","meanprop_regs","sumreach_regs","estprop_regs_rhs","meanprop_regs_rhs","sumreach_regs_rhs","meanprop_regs_agg","estprop_regs_agg","population_country","estprop_country","meanprop_country","sumreach_country","estprop_country_rhs","meanprop_country_rhs","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg"
"1","ES","ESAN","ESCO",782979,NA,NA,0,8414240,0.0219478737997256,0.0223029507257448,6561,0,0,0,0.0223029507257448,0.0219478737997256,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"2","ES","ESAN","ESH",521870,NA,NA,0,8414240,0.0219478737997256,0.0223029507257448,6561,0,0,0,0.0223029507257448,0.0219478737997256,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"3","ES","ESAN","ESGR",914678,NA,NA,0,8414240,0.0219478737997256,0.0223029507257448,6561,0,0,0,0.0223029507257448,0.0219478737997256,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"4","ES","ESAN","ESMA",1661785,NA,NA,0,8414240,0.0219478737997256,0.0223029507257448,6561,0,0,0,0.0223029507257448,0.0219478737997256,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"5","ES","ESAN","ESJ",633564,NA,NA,0,8414240,0.0219478737997256,0.0223029507257448,6561,0,0,0,0.0223029507257448,0.0219478737997256,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"6","ES","ESAN","ESCA",1240155,NA,NA,0,8414240,0.0219478737997256,0.0223029507257448,6561,0,0,0,0.0223029507257448,0.0219478737997256,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"7","ES","ESAN","ESAL",716820,NA,NA,0,8414240,0.0219478737997256,0.0223029507257448,6561,0,0,0,0.0223029507257448,0.0219478737997256,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"8","ES","ESAN","ESSE",1942389,NA,NA,0,8414240,0.0219478737997256,0.0223029507257448,6561,0,0,0,0.0223029507257448,0.0219478737997256,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"9","ES","ESAR","ESTE",134137,NA,NA,0,1319291,0.0170940170940171,0.0283196218196218,1170,0,0,0,0.0283196218196218,0.0170940170940171,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"10","ES","ESAR","ESZ",964693,NA,NA,0,1319291,0.0170940170940171,0.0283196218196218,1170,0,0,0,0.0283196218196218,0.0170940170940171,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"11","ES","ESAR","ESHU",220461,NA,NA,0,1319291,0.0170940170940171,0.0283196218196218,1170,0,0,0,0.0283196218196218,0.0170940170940171,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"12","ES","ESAS","ESO",1022800,NA,NA,0,1022800,0.00778967867575463,0.01,1027,0,0,0,0.01,0.00778967867575463,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"13","ES","ESCB","ESS",581078,NA,NA,0,581078,0.0100719424460432,0.0123076923076923,695,0,0,0,0.0123076923076923,0.0100719424460432,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"14","ES","ESCE",NA,NA,NA,NA,NA,84777,NA,NA,0,0,0,0,NA,NA,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"15","ES","ESCL","ESAV",157640,NA,NA,0,2399548,0.046242774566474,0.0484313725490196,2249,0,0,0,0.0484313725490196,0.046242774566474,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
"16","ES","ESCL","ESSG",153129,NA,NA,0,2399548,0.046242774566474,0.0484313725490196,2249,0,0,0,0.0484313725490196,0.046242774566474,47026208,0.0451408673630896,0.0409952458372944,15795,0.0333567671900116,0.0377883115241293,78106,0.0383277469665254,0.0353389597357115
