"","countrycode","regioncode","provincecode","population.x","estprop_provs","meanprop_provs","sumreach_provs","population_region","estprop_regs","meanprop_regs","sumreach_regs","estprop_regs_rhs","meanprop_regs_rhs","sumreach_regs_rhs","meanprop_regs_agg","estprop_regs_agg","population.y","estprop_country","meanprop_country","sumreach_country","estprop_country_rhs","meanprop_country_rhs","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg"
"1","ES","ESAN","ESCO",782979,NA,NA,0,8414240,0.0283858873937203,0.0304814967939884,14937,0,0,0,0.0304814967939884,0.0283858873937203,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"2","ES","ESAN","ESH",521870,NA,NA,0,8414240,0.0283858873937203,0.0304814967939884,14937,0,0,0,0.0304814967939884,0.0283858873937203,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"3","ES","ESAN","ESGR",914678,NA,NA,0,8414240,0.0283858873937203,0.0304814967939884,14937,0,0,0,0.0304814967939884,0.0283858873937203,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"4","ES","ESAN","ESMA",1661785,NA,NA,0,8414240,0.0283858873937203,0.0304814967939884,14937,0,0,0,0.0304814967939884,0.0283858873937203,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"5","ES","ESAN","ESJ",633564,NA,NA,0,8414240,0.0283858873937203,0.0304814967939884,14937,0,0,0,0.0304814967939884,0.0283858873937203,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"6","ES","ESAN","ESCA",1240155,NA,NA,0,8414240,0.0283858873937203,0.0304814967939884,14937,0,0,0,0.0304814967939884,0.0283858873937203,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"7","ES","ESAN","ESAL",716820,NA,NA,0,8414240,0.0283858873937203,0.0304814967939884,14937,0,0,0,0.0304814967939884,0.0283858873937203,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"8","ES","ESAN","ESSE",1942389,NA,NA,0,8414240,0.0283858873937203,0.0304814967939884,14937,0,0,0,0.0304814967939884,0.0283858873937203,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"9","ES","ESAR","ESTE",134137,NA,NA,0,1319291,0.031918505942275,0.0388695915440102,2945,0,0,0,0.0388695915440102,0.031918505942275,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"10","ES","ESAR","ESZ",964693,NA,NA,0,1319291,0.031918505942275,0.0388695915440102,2945,0,0,0,0.0388695915440102,0.031918505942275,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"11","ES","ESAR","ESHU",220461,NA,NA,0,1319291,0.031918505942275,0.0388695915440102,2945,0,0,0,0.0388695915440102,0.031918505942275,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"12","ES","ESAS","ESO",1022800,NA,NA,0,1022800,0.0214261801138266,0.0213742466683643,2987,0,0,0,0.0213742466683643,0.0214261801138266,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"13","ES","ESCB","ESS",581078,NA,NA,0,581078,0.0319066147859922,0.0308814102564103,1285,0,0,0,0.0308814102564103,0.0319066147859922,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"14","ES","ESCE",NA,NA,NA,NA,NA,84777,NA,NA,0,0,0,0,NA,NA,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"15","ES","ESCL","ESAV",157640,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"16","ES","ESCL","ESSG",153129,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"17","ES","ESCL","ESLE",460001,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"18","ES","ESCL","ESBU",356958,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"19","ES","ESCL","ESVA",519546,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"20","ES","ESCL","ESSO",88636,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"21","ES","ESCL","ESSA",330119,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"22","ES","ESCL","ESP",160980,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
"23","ES","ESCL","ESZA",172539,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0568891811903979,0.0495622296243681,27369,0.0394215159825727,0.0440690688126503,156495,0.0448867510030514,0.0420216580934425
