"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.0576923076923077,0.15,0,0,104,0,0,0,0,0,0,0.0576923076923077,0.15,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.0576923076923077,0.15,0,0,104,0,0,0,0,0,0,0.0576923076923077,0.15,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.0576923076923077,0.15,0,0,104,0,0,0,0,0,0,0.0576923076923077,0.15,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,0.0576923076923077,0.15,0,0,104,0,0,0,0,0,0,0.0576923076923077,0.15,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.0576923076923077,0.15,0,0,104,0,0,0,0,0,0,0.0576923076923077,0.15,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,0.0576923076923077,0.15,0,0,104,0,0,0,0,0,0,0.0576923076923077,0.15,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.0576923076923077,0.15,0,0,104,0,0,0,0,0,0,0.0576923076923077,0.15,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,8414240,0.0576923076923077,0.15,0,0,104,0,0,0,0,0,0,0.0576923076923077,0.15,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.03,0.03,NA,NA,100,0,0,0,0,0,0,0.03,0.03,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,0.03,0.03,NA,NA,100,0,0,0,0,0,0,0.03,0.03,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"11","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,1319291,0.03,0.03,NA,NA,100,0,0,0,0,0,0,0.03,0.03,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"12","ES","ESAS","ESO",1022800,NA,NA,NA,NA,0,1022800,0.02,0.02,NA,NA,50,0,0,0,0,0,0,0.02,0.02,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,0.08,0.08,NA,NA,100,0,0,0,0,0,0,0.08,0.08,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"14","ES","ESCE",NA,NA,NA,NA,NA,NA,NA,84777,0,0,NA,NA,100,0,0,0,0,0,0,0,0,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,0.01,0.01,0,0,100,0,0,0,0,0,0,0.01,0.01,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"16","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,2399548,0.01,0.01,0,0,100,0,0,0,0,0,0,0.01,0.01,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"17","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,2399548,0.01,0.01,0,0,100,0,0,0,0,0,0,0.01,0.01,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"18","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,2399548,0.01,0.01,0,0,100,0,0,0,0,0,0,0.01,0.01,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"19","ES","ESCL","ESVA",519546,NA,NA,NA,NA,0,2399548,0.01,0.01,0,0,100,0,0,0,0,0,0,0.01,0.01,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"20","ES","ESCL","ESSO",88636,NA,NA,NA,NA,0,2399548,0.01,0.01,0,0,100,0,0,0,0,0,0,0.01,0.01,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"21","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,2399548,0.01,0.01,0,0,100,0,0,0,0,0,0,0.01,0.01,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"22","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,2399548,0.01,0.01,0,0,100,0,0,0,0,0,0,0.01,0.01,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"23","ES","ESCL","ESZA",172539,NA,NA,NA,NA,0,2399548,0.01,0.01,0,0,100,0,0,0,0,0,0,0.01,0.01,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"24","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,2032863,0.03,0.03,0,0,100,0.075,0.075,0,0,40,40,0.0428571428571429,0.0428571428571429,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"25","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,2032863,0.03,0.03,0,0,100,0.075,0.075,0,0,40,40,0.0428571428571429,0.0428571428571429,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"26","ES","ESCM","ESCU",196329,NA,NA,NA,NA,0,2032863,0.03,0.03,0,0,100,0.075,0.075,0,0,40,40,0.0428571428571429,0.0428571428571429,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"27","ES","ESCM","ESGU",257762,NA,NA,NA,NA,0,2032863,0.03,0.03,0,0,100,0.075,0.075,0,0,40,40,0.0428571428571429,0.0428571428571429,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"28","ES","ESCM","ESTO",694844,0.075,0.075,0,0,40,2032863,0.03,0.03,0,0,100,0.075,0.075,0,0,40,40,0.0428571428571429,0.0428571428571429,0,0,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"29","ES","ESCN","ESTF",1032983,NA,NA,NA,NA,0,2153389,0.0285714285714286,0.0285714285714286,NA,NA,70,0,0,0,0,0,0,0.0285714285714286,0.0285714285714286,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"30","ES","ESCN","ESGC",1120406,NA,NA,NA,NA,0,2153389,0.0285714285714286,0.0285714285714286,NA,NA,70,0,0,0,0,0,0,0.0285714285714286,0.0285714285714286,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"31","ES","ESCT","ESB",5664579,NA,NA,NA,NA,0,7675217,0.191666666666667,0.183333333333333,NA,NA,120,0,0,0,0,0,0,0.191666666666667,0.183333333333333,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"32","ES","ESCT","ESL",434930,NA,NA,NA,NA,0,7675217,0.191666666666667,0.183333333333333,NA,NA,120,0,0,0,0,0,0,0.191666666666667,0.183333333333333,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"33","ES","ESCT","EST",804664,NA,NA,NA,NA,0,7675217,0.191666666666667,0.183333333333333,NA,NA,120,0,0,0,0,0,0,0.191666666666667,0.183333333333333,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"34","ES","ESCT","ESGI",771044,NA,NA,NA,NA,0,7675217,0.191666666666667,0.183333333333333,NA,NA,120,0,0,0,0,0,0,0.191666666666667,0.183333333333333,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"35","ES","ESEX","ESCC",394151,NA,NA,NA,NA,0,1067710,0,0,NA,NA,150,0,0,0,0,0,0,0,0,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"36","ES","ESEX","ESBA",673559,NA,NA,NA,NA,0,1067710,0,0,NA,NA,150,0,0,0,0,0,0,0,0,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
"37","ES","ESGA","ESC",1119596,NA,NA,NA,NA,0,2699499,0.142857142857143,0.142857142857143,NA,NA,70,0,0,0,0,0,0,0.142857142857143,0.142857142857143,NA,NA,47026208,0.135185185185185,0.136285714285714,0.05,0.05,540,0.0811903567121117,0.0951080183571944,1596,0,0,506,0.0948407346968775,0.105518110024517,0.0258126195028681,0.0258126195028681
