"","countrycode","regioncode","provincecode","population","estprop_provs","meanprop_provs","estprop_provs2","meanprop_provs2","sumreach_provs","population_region","estprop_regs","meanprop_regs","estprop_regs2","meanprop_regs2","sumreach_regs","estprop_regs_rhs","meanprop_regs_rhs","estprop_regs_rhs2","meanprop_regs_rhs2","sumreach_regs_rhs","meanprop_regs_agg","estprop_regs_agg","meanprop_regs_agg2","estprop_regs_agg2","population_country","estprop_country","meanprop_country","estprop_country2","meanprop_country2","sumreach_country","estprop_country_rhs","meanprop_country_rhs","estprop_country_rhs2","meanprop_country_rhs2","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg","meanprop_country_agg2","estprop_country_agg2"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.0222189738342348,0.0223011567589999,NA,NA,6841,0,0,0,0,0,0.0223011567589999,0.0222189738342348,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.0222189738342348,0.0223011567589999,NA,NA,6841,0,0,0,0,0,0.0223011567589999,0.0222189738342348,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.0222189738342348,0.0223011567589999,NA,NA,6841,0,0,0,0,0,0.0223011567589999,0.0222189738342348,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,0.0222189738342348,0.0223011567589999,NA,NA,6841,0,0,0,0,0,0.0223011567589999,0.0222189738342348,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.0222189738342348,0.0223011567589999,NA,NA,6841,0,0,0,0,0,0.0223011567589999,0.0222189738342348,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,0.0222189738342348,0.0223011567589999,NA,NA,6841,0,0,0,0,0,0.0223011567589999,0.0222189738342348,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.0222189738342348,0.0223011567589999,NA,NA,6841,0,0,0,0,0,0.0223011567589999,0.0222189738342348,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,8414240,0.0222189738342348,0.0223011567589999,NA,NA,6841,0,0,0,0,0,0.0223011567589999,0.0222189738342348,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.0170940170940171,0.0283196218196218,NA,NA,1170,0,0,0,0,0,0.0283196218196218,0.0170940170940171,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,0.0170940170940171,0.0283196218196218,NA,NA,1170,0,0,0,0,0,0.0283196218196218,0.0170940170940171,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"11","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,1319291,0.0170940170940171,0.0283196218196218,NA,NA,1170,0,0,0,0,0,0.0283196218196218,0.0170940170940171,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"12","ES","ESAS","ESO",1022800,NA,NA,NA,NA,0,1022800,0.00976042590949423,0.01125,NA,NA,1127,0,0,0,0,0,0.01125,0.00976042590949423,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,0.0100719424460432,0.0123076923076923,NA,NA,695,0,0,0,0,0,0.0123076923076923,0.0100719424460432,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"14","ES","ESCE",NA,NA,NA,NA,NA,NA,NA,84777,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,0.0446019174656107,0.0485585585585586,NA,NA,2399,0,0,0,0,0,0.0485585585585586,0.0446019174656107,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"16","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,2399548,0.0446019174656107,0.0485585585585586,NA,NA,2399,0,0,0,0,0,0.0485585585585586,0.0446019174656107,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"17","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,2399548,0.0446019174656107,0.0485585585585586,NA,NA,2399,0,0,0,0,0,0.0485585585585586,0.0446019174656107,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"18","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,2399548,0.0446019174656107,0.0485585585585586,NA,NA,2399,0,0,0,0,0,0.0485585585585586,0.0446019174656107,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"19","ES","ESCL","ESVA",519546,NA,NA,NA,NA,0,2399548,0.0446019174656107,0.0485585585585586,NA,NA,2399,0,0,0,0,0,0.0485585585585586,0.0446019174656107,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"20","ES","ESCL","ESSO",88636,NA,NA,NA,NA,0,2399548,0.0446019174656107,0.0485585585585586,NA,NA,2399,0,0,0,0,0,0.0485585585585586,0.0446019174656107,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"21","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,2399548,0.0446019174656107,0.0485585585585586,NA,NA,2399,0,0,0,0,0,0.0485585585585586,0.0446019174656107,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"22","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,2399548,0.0446019174656107,0.0485585585585586,NA,NA,2399,0,0,0,0,0,0.0485585585585586,0.0446019174656107,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"23","ES","ESCL","ESZA",172539,NA,NA,NA,NA,0,2399548,0.0446019174656107,0.0485585585585586,NA,NA,2399,0,0,0,0,0,0.0485585585585586,0.0446019174656107,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"24","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,2032863,0.0465299684542587,0.0516290726817043,NA,NA,2536,0,0,0,0,0,0.0516290726817043,0.0465299684542587,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"25","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,2032863,0.0465299684542587,0.0516290726817043,NA,NA,2536,0,0,0,0,0,0.0516290726817043,0.0465299684542587,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"26","ES","ESCM","ESCU",196329,NA,NA,NA,NA,0,2032863,0.0465299684542587,0.0516290726817043,NA,NA,2536,0,0,0,0,0,0.0516290726817043,0.0465299684542587,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"27","ES","ESCM","ESGU",257762,NA,NA,NA,NA,0,2032863,0.0465299684542587,0.0516290726817043,NA,NA,2536,0,0,0,0,0,0.0516290726817043,0.0465299684542587,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"28","ES","ESCM","ESTO",694844,NA,NA,NA,NA,0,2032863,0.0465299684542587,0.0516290726817043,NA,NA,2536,0,0,0,0,0,0.0516290726817043,0.0465299684542587,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"29","ES","ESCN","ESTF",1032983,NA,NA,NA,NA,0,2153389,0.0285714285714286,0.0311904761904762,NA,NA,945,0,0,0,0,0,0.0311904761904762,0.0285714285714286,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"30","ES","ESCN","ESGC",1120406,NA,NA,NA,NA,0,2153389,0.0285714285714286,0.0311904761904762,NA,NA,945,0,0,0,0,0,0.0311904761904762,0.0285714285714286,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"31","ES","ESCT","ESB",5664579,NA,NA,NA,NA,0,7675217,0.0342270393610953,0.0493808436616656,NA,NA,5259,0,0,0,0,0,0.0493808436616656,0.0342270393610953,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"32","ES","ESCT","ESL",434930,NA,NA,NA,NA,0,7675217,0.0342270393610953,0.0493808436616656,NA,NA,5259,0,0,0,0,0,0.0493808436616656,0.0342270393610953,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"33","ES","ESCT","EST",804664,NA,NA,NA,NA,0,7675217,0.0342270393610953,0.0493808436616656,NA,NA,5259,0,0,0,0,0,0.0493808436616656,0.0342270393610953,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"34","ES","ESCT","ESGI",771044,NA,NA,NA,NA,0,7675217,0.0342270393610953,0.0493808436616656,NA,NA,5259,0,0,0,0,0,0.0493808436616656,0.0342270393610953,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"35","ES","ESEX","ESCC",394151,NA,NA,NA,NA,0,1067710,0.0346607669616519,0.03,NA,NA,1356,0,0,0,0,0,0.03,0.0346607669616519,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"36","ES","ESEX","ESBA",673559,NA,NA,NA,NA,0,1067710,0.0346607669616519,0.03,NA,NA,1356,0,0,0,0,0,0.03,0.0346607669616519,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"37","ES","ESGA","ESC",1119596,NA,NA,NA,NA,0,2699499,0.032083633741889,0.0390887786049076,NA,NA,2774,0,0,0,0,0,0.0390887786049076,0.032083633741889,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
"38","ES","ESGA","ESLU",329587,NA,NA,NA,NA,0,2699499,0.032083633741889,0.0390887786049076,NA,NA,2774,0,0,0,0,0,0.0390887786049076,0.032083633741889,NA,NA,47026208,0.0505261966730791,0.0445235401788422,NA,NA,17674,0.0334469750464791,0.0378189821627144,0,0,85599,0.0389663910534898,0.0363698896807836,NA,NA
