"","countrycode","regioncode","provincecode","population","estprop_provs","meanprop_provs","estprop_provs2","meanprop_provs2","sumreach_provs","population_region","estprop_regs","meanprop_regs","estprop_regs2","meanprop_regs2","sumreach_regs","estprop_regs_rhs","meanprop_regs_rhs","estprop_regs_rhs2","meanprop_regs_rhs2","sumreach_regs_rhs","meanprop_regs_agg","estprop_regs_agg","meanprop_regs_agg2","estprop_regs_agg2","population_country","estprop_country","meanprop_country","estprop_country2","meanprop_country2","sumreach_country","estprop_country_rhs","meanprop_country_rhs","estprop_country_rhs2","meanprop_country_rhs2","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg","meanprop_country_agg2","estprop_country_agg2"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.0283426948156756,0.0309752085411888,NA,NA,15489,0,0,0,0,0,0.0309752085411888,0.0283426948156756,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.0283426948156756,0.0309752085411888,NA,NA,15489,0,0,0,0,0,0.0309752085411888,0.0283426948156756,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.0283426948156756,0.0309752085411888,NA,NA,15489,0,0,0,0,0,0.0309752085411888,0.0283426948156756,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,0.0283426948156756,0.0309752085411888,NA,NA,15489,0,0,0,0,0,0.0309752085411888,0.0283426948156756,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.0283426948156756,0.0309752085411888,NA,NA,15489,0,0,0,0,0,0.0309752085411888,0.0283426948156756,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,0.0283426948156756,0.0309752085411888,NA,NA,15489,0,0,0,0,0,0.0309752085411888,0.0283426948156756,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.0283426948156756,0.0309752085411888,NA,NA,15489,0,0,0,0,0,0.0309752085411888,0.0283426948156756,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,8414240,0.0283426948156756,0.0309752085411888,NA,NA,15489,0,0,0,0,0,0.0309752085411888,0.0283426948156756,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.0327447833065811,0.0411172268780964,NA,NA,3115,0,0,0,0,0,0.0411172268780964,0.0327447833065811,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,0.0327447833065811,0.0411172268780964,NA,NA,3115,0,0,0,0,0,0.0411172268780964,0.0327447833065811,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
"11","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,1319291,0.0327447833065811,0.0411172268780964,NA,NA,3115,0,0,0,0,0,0.0411172268780964,0.0327447833065811,NA,NA,47026208,0.0607880178113615,0.0524209002080911,NA,NA,29644,0.0406835980595882,0.0457479651085958,0,0,167393,0.0467519008571579,0.0437082859056352,NA,NA
