"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"4","ES","ESAN","ESMA",1661785,0.1,0.1,0.02,0.02,50,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"6","ES","ESAN","ESCA",1240155,0,0,NA,NA,20,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"8","ES","ESAN","ESSE",1942389,0.0125,0.0125,0,0,80,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.04,0.04,0,0,50,0.238522628218001,0.125817547761725,0,0,102,102,0.173219132093659,0.0975880912611579,0,0,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"10","ES","ESAR","ESZ",964693,0.288461538461538,0.15,0,0,52,1319291,0.04,0.04,0,0,50,0.238522628218001,0.125817547761725,0,0,102,102,0.173219132093659,0.0975880912611579,0,0,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"11","ES","ESAR","ESHU",220461,0.02,0.02,0,0,50,1319291,0.04,0.04,0,0,50,0.238522628218001,0.125817547761725,0,0,102,102,0.173219132093659,0.0975880912611579,0,0,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"12","ES","ESAS","ESO",1022800,NA,NA,NA,NA,0,1022800,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"14","ES","ESCE",NA,NA,NA,NA,NA,NA,NA,84777,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,0,0,0,0,30,0.0546743079343027,0.0546743079343027,0.00192208316030407,0.00192208316030407,97,92,0.04175911708368,0.04175911708368,0.0014494397602293,0.0014494397602293,47026208,0.104424778761062,0.044,0,0,565,0.0667218205646364,0.0531587186775833,1246,0.000979737508116526,0.000979737508116526,1201,0.0784844773183528,0.0503013602828651,0.000666288078849347,0.000666288078849347
