"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.0637813211845103,0.0595265151515152,0,0,878,0,0,0,0,0,0,0.0637813211845103,0.0595265151515152,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.0637813211845103,0.0595265151515152,0,0,878,0,0,0,0,0,0,0.0637813211845103,0.0595265151515152,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.0637813211845103,0.0595265151515152,0,0,878,0,0,0,0,0,0,0.0637813211845103,0.0595265151515152,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,103,8414240,0.0637813211845103,0.0595265151515152,0,0,878,0,0,0,0,0,0,0.0637813211845103,0.0595265151515152,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.0637813211845103,0.0595265151515152,0,0,878,0,0,0,0,0,0,0.0637813211845103,0.0595265151515152,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,20,8414240,0.0637813211845103,0.0595265151515152,0,0,878,0,0,0,0,0,0,0.0637813211845103,0.0595265151515152,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.0637813211845103,0.0595265151515152,0,0,878,0,0,0,0,0,0,0.0637813211845103,0.0595265151515152,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,80,8414240,0.0637813211845103,0.0595265151515152,0,0,878,0,0,0,0,0,0,0.0637813211845103,0.0595265151515152,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.0421052631578947,0.0411111111111111,0,0,190,0.02,0.02,0,0,50,50,0.0375,0.036712962962963,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,52,1319291,0.0421052631578947,0.0411111111111111,0,0,190,0.02,0.02,0,0,50,50,0.0375,0.036712962962963,0,0,47026208,0.107983193277311,0.0860061486132915,0.0130718954248366,0.00555555555555556,4760,0.0515610740755592,0.052380550416777,5610,0.00233197665560567,0.00214426645343759,5560,0.077459751741937,0.0678152512282918,0.00728566011893312,0.00371769049666254
