"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.0274528914879792,0.0288009474377986,NA,NA,12312,0,0,0,0,0,0.0274528914879792,0.0288009474377986,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.0274528914879792,0.0288009474377986,NA,NA,12312,0,0,0,0,0,0.0274528914879792,0.0288009474377986,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.0274528914879792,0.0288009474377986,NA,NA,12312,0,0,0,0,0,0.0274528914879792,0.0288009474377986,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,0.0274528914879792,0.0288009474377986,NA,NA,12312,0,0,0,0,0,0.0274528914879792,0.0288009474377986,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.0274528914879792,0.0288009474377986,NA,NA,12312,0,0,0,0,0,0.0274528914879792,0.0288009474377986,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,0.0274528914879792,0.0288009474377986,NA,NA,12312,0,0,0,0,0,0.0274528914879792,0.0288009474377986,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.0274528914879792,0.0288009474377986,NA,NA,12312,0,0,0,0,0,0.0274528914879792,0.0288009474377986,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,8414240,0.0274528914879792,0.0288009474377986,NA,NA,12312,0,0,0,0,0,0.0274528914879792,0.0288009474377986,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.0317460317460317,0.0383742873448756,NA,NA,2205,0,0,0,0,0,0.0317460317460317,0.0383742873448756,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,0.0317460317460317,0.0383742873448756,NA,NA,2205,0,0,0,0,0,0.0317460317460317,0.0383742873448756,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"11","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,1319291,0.0317460317460317,0.0383742873448756,NA,NA,2205,0,0,0,0,0,0.0317460317460317,0.0383742873448756,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"12","ES","ESAS","ESO",1022800,NA,NA,NA,NA,0,1022800,0.0191017036654621,0.0210602759622367,NA,NA,1937,0,0,0,0,0,0.0191017036654621,0.0210602759622367,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,0.0297674418604651,0.0305719921104536,NA,NA,1075,0,0,0,0,0,0.0297674418604651,0.0305719921104536,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"14","ES","ESCE",NA,NA,NA,NA,NA,NA,NA,84777,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,0.0558015943312666,0.0666127232142857,NA,NA,4516,0,0,0,0,0,0.0558015943312666,0.0666127232142857,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"16","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,2399548,0.0558015943312666,0.0666127232142857,NA,NA,4516,0,0,0,0,0,0.0558015943312666,0.0666127232142857,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"17","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,2399548,0.0558015943312666,0.0666127232142857,NA,NA,4516,0,0,0,0,0,0.0558015943312666,0.0666127232142857,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
"18","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,2399548,0.0558015943312666,0.0666127232142857,NA,NA,4516,0,0,0,0,0,0.0558015943312666,0.0666127232142857,NA,NA,47026208,0.0514780366516254,0.045507957178053,NA,NA,21718,0.0393248900953693,0.0435772996341359,0,0,123671,0.041140309672564,0.0438656984850723,NA,NA
