"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.0313588850174216,0.0575555555555556,0,0,861,0,0,0,0,0,0,0.0313588850174216,0.0575555555555556,0,0,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.0313588850174216,0.0575555555555556,0,0,861,0,0,0,0,0,0,0.0313588850174216,0.0575555555555556,0,0,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.0313588850174216,0.0575555555555556,0,0,861,0,0,0,0,0,0,0.0313588850174216,0.0575555555555556,0,0,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,0.0313588850174216,0.0575555555555556,0,0,861,0,0,0,0,0,0,0.0313588850174216,0.0575555555555556,0,0,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.0313588850174216,0.0575555555555556,0,0,861,0,0,0,0,0,0,0.0313588850174216,0.0575555555555556,0,0,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,0.0313588850174216,0.0575555555555556,0,0,861,0,0,0,0,0,0,0.0313588850174216,0.0575555555555556,0,0,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.0313588850174216,0.0575555555555556,0,0,861,0,0,0,0,0,0,0.0313588850174216,0.0575555555555556,0,0,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,8414240,0.0313588850174216,0.0575555555555556,0,0,861,0,0,0,0,0,0,0.0313588850174216,0.0575555555555556,0,0,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.0470588235294118,0.0733333333333333,NA,NA,170,0,0,0,0,0,0,0.0470588235294118,0.0733333333333333,NA,NA,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,0.0470588235294118,0.0733333333333333,NA,NA,170,0,0,0,0,0,0,0.0470588235294118,0.0733333333333333,NA,NA,47026208,0.10418410041841,0.0968016522484608,0.028169014084507,0.025,4780,0.0526492069174787,0.0628177769184456,5352,0.00131606912316201,0.00122930420275072,3372,0.0769619577005869,0.0788504381973118,0.0170615397948045,0.0151674697953478
