"","countrycode","regioncode","provincecode","population.x","estprop_provs","meanprop_provs","sumreach_provs","population_region","estprop_regs","meanprop_regs","sumreach_regs","estprop_regs_rhs","meanprop_regs_rhs","sumreach_regs_rhs","meanprop_regs_agg","estprop_regs_agg","population.y","estprop_country","meanprop_country","sumreach_country","estprop_country_rhs","meanprop_country_rhs","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg"
"1","ES","ESAN","ESCO",782979,NA,NA,0,8414240,0.0285451801299298,0.0310361784733754,15239,0,0,0,0.0310361784733754,0.0285451801299298,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"2","ES","ESAN","ESH",521870,NA,NA,0,8414240,0.0285451801299298,0.0310361784733754,15239,0,0,0,0.0310361784733754,0.0285451801299298,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"3","ES","ESAN","ESGR",914678,NA,NA,0,8414240,0.0285451801299298,0.0310361784733754,15239,0,0,0,0.0310361784733754,0.0285451801299298,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"4","ES","ESAN","ESMA",1661785,NA,NA,0,8414240,0.0285451801299298,0.0310361784733754,15239,0,0,0,0.0310361784733754,0.0285451801299298,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"5","ES","ESAN","ESJ",633564,NA,NA,0,8414240,0.0285451801299298,0.0310361784733754,15239,0,0,0,0.0310361784733754,0.0285451801299298,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"6","ES","ESAN","ESCA",1240155,NA,NA,0,8414240,0.0285451801299298,0.0310361784733754,15239,0,0,0,0.0310361784733754,0.0285451801299298,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"7","ES","ESAN","ESAL",716820,NA,NA,0,8414240,0.0285451801299298,0.0310361784733754,15239,0,0,0,0.0310361784733754,0.0285451801299298,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"8","ES","ESAN","ESSE",1942389,NA,NA,0,8414240,0.0285451801299298,0.0310361784733754,15239,0,0,0,0.0310361784733754,0.0285451801299298,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"9","ES","ESAR","ESTE",134137,NA,NA,0,1319291,0.031918505942275,0.0388695915440102,2945,0,0,0,0.0388695915440102,0.031918505942275,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"10","ES","ESAR","ESZ",964693,NA,NA,0,1319291,0.031918505942275,0.0388695915440102,2945,0,0,0,0.0388695915440102,0.031918505942275,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"11","ES","ESAR","ESHU",220461,NA,NA,0,1319291,0.031918505942275,0.0388695915440102,2945,0,0,0,0.0388695915440102,0.031918505942275,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"12","ES","ESAS","ESO",1022800,NA,NA,0,1022800,0.0214261801138266,0.0213742466683643,2987,0,0,0,0.0213742466683643,0.0214261801138266,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"13","ES","ESCB","ESS",581078,NA,NA,0,581078,0.0319066147859922,0.0308814102564103,1285,0,0,0,0.0308814102564103,0.0319066147859922,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"14","ES","ESCE",NA,NA,NA,NA,NA,84777,NA,NA,0,0,0,0,NA,NA,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"15","ES","ESCL","ESAV",157640,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"16","ES","ESCL","ESSG",153129,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"17","ES","ESCL","ESLE",460001,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"18","ES","ESCL","ESBU",356958,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"19","ES","ESCL","ESVA",519546,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"20","ES","ESCL","ESSO",88636,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"21","ES","ESCL","ESSA",330119,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"22","ES","ESCL","ESP",160980,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"23","ES","ESCL","ESZA",172539,NA,NA,0,2399548,0.0487415809996455,0.0603829604130809,5642,0,0,0,0.0603829604130809,0.0487415809996455,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"24","ES","ESCM","ESCR",495761,NA,NA,0,2032863,0.0736983440250634,0.0732779254337394,6703,0,0,0,0.0732779254337394,0.0736983440250634,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"25","ES","ESCM","ESAB",388167,NA,NA,0,2032863,0.0736983440250634,0.0732779254337394,6703,0,0,0,0.0732779254337394,0.0736983440250634,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"26","ES","ESCM","ESCU",196329,NA,NA,0,2032863,0.0736983440250634,0.0732779254337394,6703,0,0,0,0.0732779254337394,0.0736983440250634,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"27","ES","ESCM","ESGU",257762,NA,NA,0,2032863,0.0736983440250634,0.0732779254337394,6703,0,0,0,0.0732779254337394,0.0736983440250634,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"28","ES","ESCM","ESTO",694844,NA,NA,0,2032863,0.0736983440250634,0.0732779254337394,6703,0,0,0,0.0732779254337394,0.0736983440250634,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"29","ES","ESCN","ESTF",1032983,NA,NA,0,2153389,0.0244338498212157,0.0230818540433925,1678,0,0,0,0.0230818540433925,0.0244338498212157,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"30","ES","ESCN","ESGC",1120406,NA,NA,0,2153389,0.0244338498212157,0.0230818540433925,1678,0,0,0,0.0230818540433925,0.0244338498212157,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"31","ES","ESCT","ESB",5664579,NA,NA,0,7675217,0.0377541142303969,0.0507555189223167,8264,0,0,0,0.0507555189223167,0.0377541142303969,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"32","ES","ESCT","ESL",434930,NA,NA,0,7675217,0.0377541142303969,0.0507555189223167,8264,0,0,0,0.0507555189223167,0.0377541142303969,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"33","ES","ESCT","EST",804664,NA,NA,0,7675217,0.0377541142303969,0.0507555189223167,8264,0,0,0,0.0507555189223167,0.0377541142303969,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"34","ES","ESCT","ESGI",771044,NA,NA,0,7675217,0.0377541142303969,0.0507555189223167,8264,0,0,0,0.0507555189223167,0.0377541142303969,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"35","ES","ESEX","ESCC",394151,NA,NA,0,1067710,0.0309323906319046,0.02984375,2263,0,0,0,0.02984375,0.0309323906319046,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"36","ES","ESEX","ESBA",673559,NA,NA,0,1067710,0.0309323906319046,0.02984375,2263,0,0,0,0.02984375,0.0309323906319046,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"37","ES","ESGA","ESC",1119596,NA,NA,0,2699499,0.0378642470772989,0.0383481914271085,5731,0,0,0,0.0383481914271085,0.0378642470772989,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"38","ES","ESGA","ESLU",329587,NA,NA,0,2699499,0.0378642470772989,0.0383481914271085,5731,0,0,0,0.0383481914271085,0.0378642470772989,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"39","ES","ESGA","ESPO",942665,NA,NA,0,2699499,0.0378642470772989,0.0383481914271085,5731,0,0,0,0.0383481914271085,0.0378642470772989,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"40","ES","ESGA","ESOR",307651,NA,NA,0,2699499,0.0378642470772989,0.0383481914271085,5731,0,0,0,0.0383481914271085,0.0378642470772989,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"41","ES","ESIB","ESPM",1149460,0.0301790281329923,0.0436002886002886,1955,1149460,NA,NA,0,0,0,0,NA,NA,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"42","ES","ESMC","ESMU",1493898,NA,NA,0,1493898,0.019047619047619,0.0224761904761905,2835,0,0,0,0.0224761904761905,0.019047619047619,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"43","ES","ESMD","ESM",6663394,NA,NA,0,6663394,0.0717308855054142,0.0759290311023247,90965,0,0,0,0.0759290311023247,0.0717308855054142,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"44","ES","ESML",NA,NA,NA,NA,NA,86487,NA,NA,0,0,0,0,NA,NA,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"45","ES","ESNC","ESNA",654214,NA,NA,0,654214,0.04296875,0.0450980392156863,1280,0,0,0,0.0450980392156863,0.04296875,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"46","ES","ESPV","ESVI",331549,NA,NA,0,2207776,0.0506550218340611,0.0541892551892552,4580,0,0,0,0.0541892551892552,0.0506550218340611,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"47","ES","ESPV","ESBI",1152651,NA,NA,0,2207776,0.0506550218340611,0.0541892551892552,4580,0,0,0,0.0541892551892552,0.0506550218340611,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"48","ES","ESPV","ESSS",723576,NA,NA,0,2207776,0.0506550218340611,0.0541892551892552,4580,0,0,0,0.0541892551892552,0.0506550218340611,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"49","ES","ESRI","ESLO",316798,NA,NA,0,316798,0.0482625482625483,0.0545,518,0,0,0,0.0545,0.0482625482625483,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"50","ES","ESVC","ESA",1858683,NA,NA,0,5003769,0.0277809798270893,0.0331528103044497,8675,0,0,0,0.0331528103044497,0.0277809798270893,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"51","ES","ESVC","ESCS",579962,NA,NA,0,5003769,0.0277809798270893,0.0331528103044497,8675,0,0,0,0.0331528103044497,0.0277809798270893,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
"52","ES","ESVC","ESV",2565124,NA,NA,0,5003769,0.0277809798270893,0.0331528103044497,8675,0,0,0,0.0331528103044497,0.0277809798270893,47026208,0.0592664900292846,0.0513750125016635,28684,0.0397188346859431,0.0444976433971774,161590,0.0455344138197947,0.0426656637107621
