"","countrycode","regioncode","provincecode","population","estprop_provs","meanprop_provs","sumreach_provs","population_region","estprop_regs","meanprop_regs","sumreach_regs","estprop_regs_rhs","meanprop_regs_rhs","sumreach_regs_rhs","meanprop_regs_agg","estprop_regs_agg","population_country","estprop_country","meanprop_country","sumreach_country","estprop_country_rhs","meanprop_country_rhs","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg"
"1","ES","ESAN","ESCO",782979,NA,NA,0,8414240,0.0180327868852459,0.0157407407407407,1220,0,0,0,0.0157407407407407,0.0180327868852459,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"2","ES","ESAN","ESH",521870,NA,NA,0,8414240,0.0180327868852459,0.0157407407407407,1220,0,0,0,0.0157407407407407,0.0180327868852459,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"3","ES","ESAN","ESGR",914678,NA,NA,0,8414240,0.0180327868852459,0.0157407407407407,1220,0,0,0,0.0157407407407407,0.0180327868852459,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"4","ES","ESAN","ESMA",1661785,NA,NA,0,8414240,0.0180327868852459,0.0157407407407407,1220,0,0,0,0.0157407407407407,0.0180327868852459,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"5","ES","ESAN","ESJ",633564,NA,NA,0,8414240,0.0180327868852459,0.0157407407407407,1220,0,0,0,0.0157407407407407,0.0180327868852459,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"6","ES","ESAN","ESCA",1240155,NA,NA,0,8414240,0.0180327868852459,0.0157407407407407,1220,0,0,0,0.0157407407407407,0.0180327868852459,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"7","ES","ESAN","ESAL",716820,NA,NA,0,8414240,0.0180327868852459,0.0157407407407407,1220,0,0,0,0.0157407407407407,0.0180327868852459,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"8","ES","ESAN","ESSE",1942389,NA,NA,0,8414240,0.0180327868852459,0.0157407407407407,1220,0,0,0,0.0157407407407407,0.0180327868852459,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"9","ES","ESAR","ESTE",134137,NA,NA,0,1319291,NA,NA,0,0,0,0,NA,NA,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"10","ES","ESAR","ESZ",964693,NA,NA,0,1319291,NA,NA,0,0,0,0,NA,NA,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"11","ES","ESAR","ESHU",220461,NA,NA,0,1319291,NA,NA,0,0,0,0,NA,NA,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
"12","ES","ESAS","ESO",1022800,NA,NA,0,1022800,NA,NA,0,0,0,0,NA,NA,47026208,0.0261767236082094,0.026995447081654,8137,0.0133053010773,0.0127173098837992,12162,0.0184408037691603,0.0184649032810544
