Timestamp,Περιοχή,"Με πόσα περίπου άτομα έρχεστε σε επαφή τώρα (στο σπίτι, τηλέφωνο, τηλεδιάσκεψη κτλ.) ?","Πόσα από τα στενά σας πρόσωπα (συγγενείς, φίλοι, συνεργάτες) γνωρίζετε ότι έχουν προσβληθεί (ή έχουν συμπτώματα) του #COVID19 και βρίσκονται στην Κύπρο τώρα?"
2020/03/20 5:40:43 PM GMT+1,,5,0
2020/03/20 5:43:11 PM GMT+1,,1,0
2020/03/20 5:44:03 PM GMT+1,,1,0
2020/03/20 5:44:42 PM GMT+1,,4,0
2020/03/20 5:47:06 PM GMT+1,,2,0
2020/03/20 5:47:16 PM GMT+1,,10,0
2020/03/20 5:48:01 PM GMT+1,,4,1
2020/03/20 5:48:19 PM GMT+1,,10,0
2020/03/20 5:48:34 PM GMT+1,,20,0
2020/03/20 5:48:35 PM GMT+1,,10,0
2020/03/20 5:50:03 PM GMT+1,,,0
2020/03/20 5:50:09 PM GMT+1,,5,0
2020/03/20 5:50:25 PM GMT+1,,50,0
2020/03/20 5:50:31 PM GMT+1,,,0
2020/03/20 5:50:37 PM GMT+1,,250,0
2020/03/20 5:50:54 PM GMT+1,,5,0
2020/03/20 5:51:54 PM GMT+1,,25,4
2020/03/20 5:53:10 PM GMT+1,,50,0
2020/03/20 5:53:33 PM GMT+1,,20,0
2020/03/20 5:53:38 PM GMT+1,,4,0
2020/03/20 5:55:27 PM GMT+1,,15,0
2020/03/20 5:58:14 PM GMT+1,,20,0
2020/03/20 5:58:39 PM GMT+1,,5,0
2020/03/20 5:59:26 PM GMT+1,,2,0
2020/03/20 6:01:37 PM GMT+1,,100,0
2020/03/20 6:02:29 PM GMT+1,,20,0
2020/03/20 6:06:21 PM GMT+1,,8,0
2020/03/20 6:10:21 PM GMT+1,,9,0
2020/03/20 6:10:35 PM GMT+1,,5,0
2020/03/20 6:13:58 PM GMT+1,,100,0
2020/03/20 6:14:18 PM GMT+1,,100,0
2020/03/20 6:14:19 PM GMT+1,,13,0
2020/03/20 6:14:47 PM GMT+1,,3,0
2020/03/20 6:14:58 PM GMT+1,,3,0
2020/03/20 6:16:33 PM GMT+1,,2,0
2020/03/20 6:18:03 PM GMT+1,,2,0
2020/03/20 6:18:14 PM GMT+1,,2,0
2020/03/20 6:18:24 PM GMT+1,,10,0
2020/03/20 6:19:03 PM GMT+1,,3,0
2020/03/20 6:19:48 PM GMT+1,,100,0
2020/03/20 6:20:08 PM GMT+1,,10,0
2020/03/20 6:20:46 PM GMT+1,,4,0
2020/03/20 6:21:28 PM GMT+1,,50,6
2020/03/20 6:23:32 PM GMT+1,,5,0
2020/03/20 6:24:29 PM GMT+1,,20,0
2020/03/20 6:25:10 PM GMT+1,,2,1
2020/03/20 6:25:14 PM GMT+1,,30,0
2020/03/20 6:25:30 PM GMT+1,,20,0
2020/03/20 6:26:08 PM GMT+1,,10,0
2020/03/20 6:26:45 PM GMT+1,,12,0
2020/03/20 6:28:33 PM GMT+1,,100,0
2020/03/20 6:28:58 PM GMT+1,,7,4
2020/03/20 6:31:00 PM GMT+1,,50,0
2020/03/20 6:31:14 PM GMT+1,,7,0
2020/03/20 6:32:00 PM GMT+1,,20,0
2020/03/20 6:33:07 PM GMT+1,,3,0
2020/03/20 6:34:27 PM GMT+1,,10,0
2020/03/20 6:34:54 PM GMT+1,,,0
2020/03/20 6:35:07 PM GMT+1,,3,0
2020/03/20 6:37:12 PM GMT+1,,2,0
2020/03/20 6:37:23 PM GMT+1,,4,0
2020/03/20 6:38:49 PM GMT+1,,10,0
2020/03/20 6:39:23 PM GMT+1,,5,0
2020/03/20 6:40:24 PM GMT+1,,5,0
2020/03/20 6:42:01 PM GMT+1,,10,0
2020/03/20 6:42:21 PM GMT+1,,,0
2020/03/20 6:42:25 PM GMT+1,,,0
2020/03/20 6:43:42 PM GMT+1,,4,0
2020/03/20 6:44:42 PM GMT+1,,7,2
2020/03/20 6:45:08 PM GMT+1,,15,0
2020/03/20 6:45:27 PM GMT+1,,3,0
2020/03/20 6:46:02 PM GMT+1,,2,0
2020/03/20 6:46:06 PM GMT+1,,8,0
2020/03/20 6:46:13 PM GMT+1,,8,0
2020/03/20 6:46:13 PM GMT+1,,6,0
2020/03/20 6:46:21 PM GMT+1,,10,1
2020/03/20 6:46:47 PM GMT+1,,3,0
2020/03/20 6:47:19 PM GMT+1,,3,0
2020/03/20 6:47:27 PM GMT+1,,4,0
2020/03/20 6:48:15 PM GMT+1,,11,0
2020/03/20 6:48:24 PM GMT+1,,10,0
2020/03/20 6:48:24 PM GMT+1,,30,0
2020/03/20 6:48:52 PM GMT+1,,3,0
2020/03/20 6:49:17 PM GMT+1,,5,0
2020/03/20 6:49:23 PM GMT+1,,100,0
2020/03/20 6:49:28 PM GMT+1,,2,0
2020/03/20 6:49:54 PM GMT+1,,10,0
2020/03/20 6:51:00 PM GMT+1,,60,0
2020/03/20 6:51:23 PM GMT+1,,4,0
2020/03/20 6:51:49 PM GMT+1,,30,0
2020/03/20 6:52:16 PM GMT+1,,15,0
2020/03/20 6:52:54 PM GMT+1,,12,0
2020/03/20 6:53:23 PM GMT+1,,12,0
2020/03/20 6:53:46 PM GMT+1,,13,0
2020/03/20 6:54:59 PM GMT+1,,5,0
2020/03/20 6:55:23 PM GMT+1,,50,0
2020/03/20 6:57:09 PM GMT+1,,50,0
2020/03/20 6:58:23 PM GMT+1,,,0
2020/03/20 7:03:03 PM GMT+1,,5,0
2020/03/20 7:05:08 PM GMT+1,,23,0
2020/03/20 7:09:22 PM GMT+1,,8,1
2020/03/20 7:09:57 PM GMT+1,,3,1
2020/03/20 7:10:14 PM GMT+1,,10,1
2020/03/20 7:11:44 PM GMT+1,,20,0
2020/03/20 7:13:07 PM GMT+1,,20,1
2020/03/20 7:13:43 PM GMT+1,,25,0
2020/03/20 7:14:37 PM GMT+1,,8,0
2020/03/20 7:15:24 PM GMT+1,,14,0
2020/03/20 7:16:42 PM GMT+1,,5,0
2020/03/20 7:17:25 PM GMT+1,,3,0
2020/03/20 7:17:37 PM GMT+1,,3,0
2020/03/20 7:18:07 PM GMT+1,,20,0
2020/03/20 7:19:17 PM GMT+1,,10,0
2020/03/20 7:20:58 PM GMT+1,,5,0
2020/03/20 7:21:06 PM GMT+1,,15,1
2020/03/20 7:21:23 PM GMT+1,,1,0
2020/03/20 7:21:42 PM GMT+1,,1,0
2020/03/20 7:23:56 PM GMT+1,,50,0
2020/03/20 7:24:16 PM GMT+1,,3,0
2020/03/20 7:24:26 PM GMT+1,,100,1
2020/03/20 7:27:07 PM GMT+1,,30,0
2020/03/20 7:27:12 PM GMT+1,,0,2
2020/03/20 7:28:45 PM GMT+1,,15,0
2020/03/20 7:29:52 PM GMT+1,,6,0
2020/03/20 7:33:26 PM GMT+1,,25,3
2020/03/20 7:33:49 PM GMT+1,,3,0
2020/03/20 7:37:19 PM GMT+1,,10,0
2020/03/20 7:37:30 PM GMT+1,,6,0
2020/03/20 7:39:49 PM GMT+1,,4,0
2020/03/20 7:41:06 PM GMT+1,,5,0
2020/03/20 7:42:06 PM GMT+1,,40,0
2020/03/20 7:43:39 PM GMT+1,,30,0
2020/03/20 7:43:45 PM GMT+1,,40,0
2020/03/20 7:44:35 PM GMT+1,,,0
2020/03/20 7:46:21 PM GMT+1,,3,0
2020/03/20 7:49:28 PM GMT+1,,,0
2020/03/20 7:49:57 PM GMT+1,,3,0
2020/03/20 7:51:50 PM GMT+1,,4,0
2020/03/20 7:54:55 PM GMT+1,,3,0
2020/03/20 7:56:20 PM GMT+1,,15,0
2020/03/20 7:57:24 PM GMT+1,,10,0
2020/03/20 8:01:12 PM GMT+1,,4,0
2020/03/20 8:03:08 PM GMT+1,,15,0
2020/03/20 8:05:26 PM GMT+1,,3,0
2020/03/20 8:10:11 PM GMT+1,,3,0
2020/03/20 8:11:33 PM GMT+1,,15,0
2020/03/20 8:11:55 PM GMT+1,,30,3
2020/03/20 8:20:20 PM GMT+1,,8,0
2020/03/20 8:22:46 PM GMT+1,,120,0
2020/03/20 8:24:17 PM GMT+1,,10,0
2020/03/20 8:24:31 PM GMT+1,,15,0
2020/03/20 8:25:09 PM GMT+1,,9,0
2020/03/20 8:27:08 PM GMT+1,,4,0
2020/03/20 8:28:13 PM GMT+1,,5,0
2020/03/20 8:29:46 PM GMT+1,,10,0
2020/03/20 8:31:13 PM GMT+1,,30,0
2020/03/20 8:32:32 PM GMT+1,,25,0
2020/03/20 8:33:57 PM GMT+1,,1,0
2020/03/20 8:35:03 PM GMT+1,,3,0
2020/03/20 8:38:01 PM GMT+1,,2,0
2020/03/20 8:38:32 PM GMT+1,,1,0
2020/03/20 8:38:37 PM GMT+1,,3,2
2020/03/20 8:41:47 PM GMT+1,,10,0
2020/03/20 8:43:46 PM GMT+1,,2,0
2020/03/20 8:50:45 PM GMT+1,,30,0
2020/03/20 8:52:32 PM GMT+1,,3,0
2020/03/20 8:52:36 PM GMT+1,,,0
2020/03/20 8:53:40 PM GMT+1,,20,0
2020/03/20 8:55:22 PM GMT+1,,4,0
2020/03/20 8:55:45 PM GMT+1,,,0
2020/03/20 8:57:45 PM GMT+1,,10,0
2020/03/20 9:05:58 PM GMT+1,,6,0
2020/03/20 9:13:30 PM GMT+1,,2,0
2020/03/20 9:13:51 PM GMT+1,,50,0
2020/03/20 9:14:11 PM GMT+1,,50,0
2020/03/20 9:15:48 PM GMT+1,,6,0
2020/03/20 9:23:07 PM GMT+1,,30,0
2020/03/20 9:24:24 PM GMT+1,,4,0
2020/03/20 9:24:50 PM GMT+1,,8,0
2020/03/20 9:25:15 PM GMT+1,,6,0
2020/03/20 9:27:42 PM GMT+1,,3,0
2020/03/20 9:29:35 PM GMT+1,,4,0
2020/03/20 9:30:27 PM GMT+1,,5,0
2020/03/20 9:31:01 PM GMT+1,,50,1
2020/03/20 9:31:35 PM GMT+1,,2,0
2020/03/20 9:33:56 PM GMT+1,,3,0
2020/03/20 9:35:31 PM GMT+1,,15,0
2020/03/20 9:37:27 PM GMT+1,,4,0
2020/03/20 9:38:25 PM GMT+1,,75,1
2020/03/20 9:42:29 PM GMT+1,,4,0
2020/03/20 9:43:09 PM GMT+1,,10,0
2020/03/20 9:43:17 PM GMT+1,,8,0
2020/03/20 9:43:34 PM GMT+1,,15,0
2020/03/20 9:57:06 PM GMT+1,,5,0
2020/03/20 9:59:27 PM GMT+1,,5,0
2020/03/20 10:05:08 PM GMT+1,,20,0
2020/03/20 10:09:17 PM GMT+1,,2,0
2020/03/20 10:11:11 PM GMT+1,,6,0
2020/03/20 10:11:20 PM GMT+1,,30,0
2020/03/20 10:13:54 PM GMT+1,,2,0
2020/03/20 10:14:40 PM GMT+1,,2,0
2020/03/20 10:14:57 PM GMT+1,,20,1
2020/03/20 10:15:11 PM GMT+1,,10,0
2020/03/20 10:16:54 PM GMT+1,,4,0
2020/03/20 10:17:37 PM GMT+1,,5,0
2020/03/20 10:17:50 PM GMT+1,,100,1
2020/03/20 10:20:16 PM GMT+1,,3,0
2020/03/20 10:20:25 PM GMT+1,,100,0
2020/03/20 10:20:50 PM GMT+1,,4,0
2020/03/20 10:26:16 PM GMT+1,,20,0
2020/03/20 10:33:38 PM GMT+1,,20,0
2020/03/20 10:33:48 PM GMT+1,,10,0
2020/03/20 10:34:53 PM GMT+1,,4,0
2020/03/20 10:37:01 PM GMT+1,,2,0
2020/03/20 10:38:18 PM GMT+1,,4,0
2020/03/20 10:41:30 PM GMT+1,,100,0
2020/03/20 10:51:08 PM GMT+1,,40,1
2020/03/20 10:51:27 PM GMT+1,,,0
2020/03/20 10:54:31 PM GMT+1,,40,0
2020/03/20 10:54:59 PM GMT+1,,3,0
2020/03/20 10:55:51 PM GMT+1,,40,1
2020/03/20 10:57:41 PM GMT+1,,11,0
2020/03/20 10:57:52 PM GMT+1,,50,0
2020/03/20 10:57:56 PM GMT+1,,6,0
2020/03/20 10:59:08 PM GMT+1,,15,0
2020/03/20 11:01:04 PM GMT+1,,4,0
2020/03/20 11:01:22 PM GMT+1,,15,0
2020/03/20 11:02:40 PM GMT+1,,5,0
2020/03/20 11:03:18 PM GMT+1,,0,0
2020/03/20 11:03:18 PM GMT+1,,25,0
2020/03/20 11:03:50 PM GMT+1,,2,0
2020/03/20 11:04:41 PM GMT+1,,12,0
2020/03/20 11:06:23 PM GMT+1,,5,0
2020/03/20 11:07:15 PM GMT+1,,15,0
2020/03/20 11:09:35 PM GMT+1,,10,0
2020/03/20 11:13:07 PM GMT+1,,5,0
2020/03/20 11:16:58 PM GMT+1,,6,0
2020/03/20 11:21:20 PM GMT+1,,20,0
2020/03/20 11:23:42 PM GMT+1,,25,0
2020/03/20 11:24:14 PM GMT+1,,6,0
2020/03/20 11:26:14 PM GMT+1,,2,2
2020/03/20 11:26:21 PM GMT+1,,10,0
2020/03/20 11:32:37 PM GMT+1,,3,0
2020/03/20 11:33:20 PM GMT+1,,15,0
2020/03/20 11:34:41 PM GMT+1,,30,0
2020/03/20 11:35:30 PM GMT+1,,,0
2020/03/20 11:37:37 PM GMT+1,,20,0
2020/03/20 11:37:41 PM GMT+1,,50,0
2020/03/20 11:38:27 PM GMT+1,,,0
2020/03/20 11:41:46 PM GMT+1,,20,0
2020/03/20 11:42:00 PM GMT+1,,50,0
2020/03/20 11:43:46 PM GMT+1,,25,1
2020/03/20 11:46:02 PM GMT+1,,6,1
2020/03/20 11:46:08 PM GMT+1,,40,0
2020/03/20 11:47:28 PM GMT+1,,5,0
2020/03/20 11:48:28 PM GMT+1,,7,0
2020/03/20 11:50:12 PM GMT+1,,3,0
2020/03/20 11:57:32 PM GMT+1,,15,0
2020/03/21 12:00:14 AM GMT+1,,5,0
2020/03/21 12:01:04 AM GMT+1,,30,0
2020/03/21 12:02:28 AM GMT+1,,4,0
2020/03/21 12:13:22 AM GMT+1,,60,0
2020/03/21 12:14:09 AM GMT+1,,5,0
2020/03/21 12:19:51 AM GMT+1,,15,0
2020/03/21 12:20:45 AM GMT+1,,4,0
2020/03/21 12:20:55 AM GMT+1,,9,0
2020/03/21 12:23:05 AM GMT+1,,4,0
2020/03/21 12:46:01 AM GMT+1,,20,0
2020/03/21 12:51:33 AM GMT+1,,8,0
2020/03/21 1:03:21 AM GMT+1,,8,0
2020/03/21 1:06:17 AM GMT+1,,5,0
2020/03/21 1:15:30 AM GMT+1,,5,0
2020/03/21 1:19:57 AM GMT+1,,20,0
2020/03/21 1:36:14 AM GMT+1,,3,0
2020/03/21 1:57:29 AM GMT+1,,50,0
2020/03/21 1:59:12 AM GMT+1,,20,0
2020/03/21 2:04:15 AM GMT+1,,10,0
2020/03/21 2:26:20 AM GMT+1,,4,0
2020/03/21 2:58:46 AM GMT+1,,4,0
2020/03/21 3:07:52 AM GMT+1,,3,0
2020/03/21 3:30:36 AM GMT+1,,7,0
2020/03/21 3:44:05 AM GMT+1,,3,0
2020/03/21 4:32:01 AM GMT+1,,10,0
2020/03/21 5:18:19 AM GMT+1,,3,0
2020/03/21 5:26:44 AM GMT+1,,60,0
2020/03/21 5:43:41 AM GMT+1,,40,0
2020/03/21 5:50:51 AM GMT+1,,4,0
2020/03/21 5:51:54 AM GMT+1,,5,0
2020/03/21 5:52:49 AM GMT+1,,5,0
2020/03/21 6:00:06 AM GMT+1,,0,1
2020/03/21 6:09:25 AM GMT+1,,30,0
2020/03/21 6:24:32 AM GMT+1,,3,0
2020/03/21 6:24:52 AM GMT+1,,50,0
2020/03/21 6:25:17 AM GMT+1,,3,0
2020/03/21 6:30:17 AM GMT+1,,8,0
2020/03/21 6:41:13 AM GMT+1,,10,0
2020/03/21 6:44:23 AM GMT+1,,10,0
2020/03/21 6:51:47 AM GMT+1,,10,0
2020/03/21 7:01:22 AM GMT+1,,6,0
2020/03/21 7:03:14 AM GMT+1,,50,0
2020/03/21 7:07:01 AM GMT+1,,2,0
2020/03/21 7:15:27 AM GMT+1,,24,0
2020/03/21 7:16:05 AM GMT+1,,10,300000
2020/03/21 7:21:13 AM GMT+1,,4,0
2020/03/21 7:25:04 AM GMT+1,,3,0
2020/03/21 7:26:25 AM GMT+1,,55,0
2020/03/21 7:27:22 AM GMT+1,,2,0
2020/03/21 7:28:08 AM GMT+1,,7,0
2020/03/21 7:30:26 AM GMT+1,,10,0
2020/03/21 7:32:31 AM GMT+1,,15,0
2020/03/21 7:33:31 AM GMT+1,,2,0
2020/03/21 7:37:37 AM GMT+1,,6,0
2020/03/21 7:42:49 AM GMT+1,,7,0
2020/03/21 7:43:13 AM GMT+1,,40,0
2020/03/21 7:44:27 AM GMT+1,,10,0
2020/03/21 7:50:21 AM GMT+1,,1,0
2020/03/21 7:51:40 AM GMT+1,,15,0
2020/03/21 7:56:21 AM GMT+1,,5,0
2020/03/21 8:01:01 AM GMT+1,,20,0
2020/03/21 8:10:45 AM GMT+1,,4,0
2020/03/21 8:12:14 AM GMT+1,,4,0
2020/03/21 8:15:00 AM GMT+1,,10,0
2020/03/21 8:17:18 AM GMT+1,,2,0
2020/03/21 8:21:58 AM GMT+1,,7,0
2020/03/21 8:22:07 AM GMT+1,,7,1
2020/03/21 8:22:47 AM GMT+1,,10,0
2020/03/21 8:28:17 AM GMT+1,,,0
2020/03/21 8:29:50 AM GMT+1,,6,0
2020/03/21 8:30:06 AM GMT+1,,7,0
2020/03/21 8:38:02 AM GMT+1,,8,0
2020/03/21 8:44:52 AM GMT+1,,4,0
2020/03/21 8:49:29 AM GMT+1,,8,0
2020/03/21 8:56:01 AM GMT+1,,10,0
2020/03/21 8:56:33 AM GMT+1,,8,0
2020/03/21 9:05:10 AM GMT+1,,5,1
2020/03/21 9:05:15 AM GMT+1,,5,0
2020/03/21 9:07:43 AM GMT+1,,10,0
2020/03/21 9:07:56 AM GMT+1,,20,0
2020/03/21 9:09:12 AM GMT+1,,,0
2020/03/21 9:22:15 AM GMT+1,,3,0
2020/03/21 9:33:08 AM GMT+1,,10,3
2020/03/21 9:36:42 AM GMT+1,,4,1
2020/03/21 9:36:50 AM GMT+1,,3,0
2020/03/21 9:47:09 AM GMT+1,,6,0
2020/03/21 9:50:14 AM GMT+1,,10,0
2020/03/21 9:50:20 AM GMT+1,,11,0
2020/03/21 9:53:53 AM GMT+1,,30,0
2020/03/21 9:56:53 AM GMT+1,,20,0
2020/03/21 10:04:24 AM GMT+1,,6,0
2020/03/21 10:20:55 AM GMT+1,,20,0
2020/03/21 10:21:23 AM GMT+1,,30,0
2020/03/21 10:28:09 AM GMT+1,,10,0
2020/03/21 10:31:21 AM GMT+1,,20,0
2020/03/21 10:32:08 AM GMT+1,,30,0
2020/03/21 10:43:55 AM GMT+1,,5,0
2020/03/21 10:45:15 AM GMT+1,,4,0
2020/03/21 10:56:44 AM GMT+1,,5,0
2020/03/21 11:00:24 AM GMT+1,,20,0
2020/03/21 11:07:15 AM GMT+1,,50,0
2020/03/21 11:13:52 AM GMT+1,,3,0
2020/03/21 11:22:44 AM GMT+1,,15,1
2020/03/21 11:31:08 AM GMT+1,,4,0
2020/03/21 11:32:14 AM GMT+1,,,0
2020/03/21 11:54:46 AM GMT+1,,,0
2020/03/21 11:58:36 AM GMT+1,,20,0
2020/03/21 12:10:54 PM GMT+1,,3,0
2020/03/21 12:22:13 PM GMT+1,,10,0
2020/03/21 12:30:28 PM GMT+1,,5,0
2020/03/21 12:31:10 PM GMT+1,,4,0
