"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_daily","p_cases_active","population"
"1","2020/03/10",2,0,2,0,2.28336828789621e-06,2.28336828789621e-06,2.28336828789621e-06,875899
"2","2020/03/12",4,0,6,0,6.85010486368862e-06,4.56673657579241e-06,6.85010486368862e-06,875899
"3","2020/03/14",8,0,14,0,1.59835780152735e-05,9.13347315158483e-06,1.59835780152735e-05,875899
"4","2020/03/15",7,0,21,0,2.39753670229102e-05,7.99178900763673e-06,2.39753670229102e-05,875899
"5","2020/03/16",9,0,30,0,3.42505243184431e-05,1.02751572955329e-05,3.42505243184431e-05,875899
"6","2020/03/17",10,0,40,0,4.56673657579241e-05,1.1416841439481e-05,4.56673657579241e-05,875899
"7","2020/03/18",0,0,40,0,4.56673657579241e-05,0,4.56673657579241e-05,875899
"8","2020/03/19",18,0,58,0,6.621768034899e-05,2.05503145910659e-05,6.621768034899e-05,875899
"9","2020/03/20",0,0,58,0,6.621768034899e-05,0,6.621768034899e-05,875899
"10","2020/03/21",9,0,67,0,7.64928376445229e-05,1.02751572955329e-05,7.64928376445229e-05,875899
"11","2020/03/22",17,0,84,0,9.59014680916407e-05,1.94086304471178e-05,9.59014680916407e-05,875899
"12","2020/03/23",11,0,95,0,0.00010845999367507,1.25585255834291e-05,0.00010845999367507,875899
"13","2020/03/24",21,0,116,0,0.00013243536069798,2.39753670229102e-05,0.000130151992410084,875899
"14","2020/03/25",8,3,124,3,0.000141568833849565,9.13347315158483e-06,0.000134718728985876,875899
"15","2020/03/26",8,0,132,3,0.00015070230700115,9.13347315158483e-06,0.000134718728985876,875899
"16","2020/03/27",14,0,146,3,0.000166685885016423,1.59835780152735e-05,0.000142710517993513,875899
"17","2020/03/28",16,2,162,5,0.000184952831319593,1.82669463031697e-05,0.00015070230700115,875899
"18","2020/03/29",17,0,179,5,0.000204361461766711,1.94086304471178e-05,0.000158694096008786,875899
"19","2020/03/30",35,1,214,6,0.000244320406804894,3.99589450381836e-05,0.00019865304104697,875899
"20","2020/03/31",16,1,230,7,0.000262587353108064,1.82669463031697e-05,0.000196369672759074,875899
"21","2020/04/01",32,1,262,8,0.000299121245714403,3.65338926063393e-05,0.000232903565365413,875899
"22","2020/04/02",58,1,320,9,0.000365338926063393,6.621768034899e-05,0.00028884608841887,875899
"23","2020/04/03",36,0,356,9,0.000406439555245525,4.11006291821317e-05,0.000310538087153884,875899
"24","2020/04/04",40,0,396,9,0.000452106921003449,4.56673657579241e-05,0.000343646927328379,875899
"25","2020/04/05",30,0,426,9,0.000486357445321892,3.42505243184431e-05,0.000353922084623912,875899
"26","2020/04/06",20,0,446,9,0.000509191128200854,2.28336828789621e-05,0.000367622294351289,875899
"27","2020/04/07",19,0,465,9,0.000530883126935868,2.1691998735014e-05,0.000380180819934719,875899
"28","2020/04/08",29,0,494,9,0.000563991967110363,3.3108840174495e-05,0.00039730608209394,875899
"29","2020/04/09",32,0,526,9,0.000600525859716703,3.65338926063393e-05,0.00041557302839711,875899
"30","2020/04/10",38,1,564,10,0.00064390985718673,4.33839974700279e-05,0.00043954839542002,875899
"31","2020/04/11",31,0,595,10,0.000679302065649122,3.53922084623912e-05,0.000434981658844227,875899
"32","2020/04/12",21,0,616,10,0.000703277432672032,2.39753670229102e-05,0.000440690079563968,875899
"33","2020/04/13",17,1,633,11,0.00072268606311915,1.94086304471178e-05,0.000423564817404746,875899
"34","2020/04/14",29,1,662,12,0.000755794903293645,3.3108840174495e-05,0.000390455977230251,875899
"35","2020/04/15",33,0,695,12,0.000793470480043932,3.76755767502874e-05,0.000387030924798407,875899
"36","2020/04/16",20,0,715,12,0.000816304162922894,2.28336828789621e-05,0.000364197241919445,875899
"37","2020/04/17",20,0,735,12,0.000839137845801856,2.28336828789621e-05,0.000352780400479964,875899
"38","2020/04/18",0,0,735,12,0.000839137845801856,0,0.000329946717601002,875899
"39","2020/04/19",26,0,761,12,0.000868821633544507,2.96837877426507e-05,0.000337938506608639,875899
"40","2020/04/20",6,0,767,12,0.000875671738408195,6.85010486368862e-06,0.000311679771297832,875899
"41","2020/04/21",5,0,772,12,0.000881380159127936,5.70842071974052e-06,0.000280854299411233,875899
"42","2020/04/22",12,0,784,12,0.000895080368855313,1.37002097273772e-05,0.000251170511668583,875899
"43","2020/04/23",6,2,790,14,0.000901930473719002,6.85010486368862e-06,0.00022262840806988,875899
"44","2020/04/24",5,0,795,14,0.000907638894438742,5.70842071974052e-06,0.000204361461766711,875899
"45","2020/04/25",9,0,804,14,0.000917914051734275,1.02751572955329e-05,0.000195227988615126,875899
"46","2020/04/26",6,0,810,14,0.000924764156597964,6.85010486368862e-06,0.000168969253304319,875899
"47","2020/04/27",7,0,817,14,0.000932755945605601,7.99178900763673e-06,0.000139285465561669,875899
"48","2020/04/28",5,1,822,15,0.000938464366325341,5.70842071974052e-06,0.000122160203402447,875899
"49","2020/04/29",15,0,837,15,0.000955589628484563,1.71252621592216e-05,0.000116451782682707,875899
"50","2020/04/30",6,0,843,15,0.000962439733348251,6.85010486368862e-06,0.000123301887546395,875899
"51","2020/05/01",7,0,850,15,0.000970431522355888,7.99178900763673e-06,0.000101609888811381,875899
"52","2020/05/02",7,0,857,15,0.000978423311363525,7.99178900763673e-06,0.000102751572955329,875899
"53","2020/05/03",7,0,864,15,0.000986415100371162,7.99178900763673e-06,0.000105034941243226,875899
