"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_daily","p_cases_active","population"
"1","2020/03/15",6,0,6,0,3.23425237129993e-07,3.23425237129993e-07,3.23425237129993e-07,18551428
"2","2020/03/16",3,0,9,0,4.8513785569499e-07,1.61712618564997e-07,4.8513785569499e-07,18551428
"3","2020/03/17",2,0,11,0,5.92946268071655e-07,1.07808412376664e-07,5.92946268071655e-07,18551428
"4","2020/03/18",22,0,33,0,1.77883880421496e-06,1.18589253614331e-06,1.77883880421496e-06,18551428
"5","2020/03/19",4,0,37,0,1.99445562896829e-06,2.15616824753329e-07,1.99445562896829e-06,18551428
"6","2020/03/20",12,0,49,0,2.64130610322828e-06,6.46850474259987e-07,2.64130610322828e-06,18551428
"7","2020/03/21",4,0,53,0,2.85692292798161e-06,2.15616824753329e-07,2.85692292798161e-06,18551428
"8","2020/03/22",3,0,56,0,3.01863554654661e-06,1.61712618564997e-07,3.01863554654661e-06,18551428
"9","2020/03/23",4,0,60,0,3.23425237129993e-06,2.15616824753329e-07,3.23425237129993e-06,18551428
"10","2020/03/24",2,0,62,0,3.3420607836766e-06,1.07808412376664e-07,3.3420607836766e-06,18551428
"11","2020/03/25",17,0,79,0,4.25843228887825e-06,9.16371505201648e-07,4.25843228887825e-06,18551428
"12","2020/03/26",9,0,88,0,4.74357014457324e-06,4.8513785569499e-07,4.74357014457324e-06,18551428
"13","2020/03/27",32,0,120,0,6.46850474259987e-06,1.72493459802663e-06,6.14507950546988e-06,18551428
"14","2020/03/28",73,0,193,0,1.04035117943481e-05,3.93500705174825e-06,9.91837393865313e-06,18551428
"15","2020/03/29",36,0,229,0,1.23440632171281e-05,1.94055142277996e-06,1.17511169490564e-05,18551428
"16","2020/03/30",55,1,284,1,1.53087945574864e-05,2.96473134035827e-06,1.35299557532714e-05,18551428
"17","2020/03/31",41,0,325,1,1.7518867011208e-05,2.21007245372162e-06,1.55244113822397e-05,18551428
"18","2020/04/01",15,0,340,1,1.8327430104033e-05,8.08563092824984e-07,1.56861240008047e-05,18551428
"19","2020/04/02",8,1,348,2,1.87586637535396e-05,4.31233649506658e-07,1.5901740825558e-05,18551428
"20","2020/04/03",38,1,386,3,2.08070235886962e-05,2.04835983515663e-06,1.77883880421496e-05,18551428
"21","2020/04/04",74,0,460,3,2.47959348466328e-05,3.98891125793659e-06,2.15616824753329e-05,18551428
"22","2020/04/05",0,0,460,3,2.47959348466328e-05,0,2.14538740629562e-05,18551428
"23","2020/04/06",71,2,531,5,2.86231334860044e-05,3.82719863937159e-06,2.43647011971262e-05,18551428
"24","2020/04/07",139,1,670,6,3.61158181461826e-05,7.49268466017818e-06,3.13722480016094e-05,18551428
"25","2020/04/08",34,0,704,6,3.79485611565859e-05,1.8327430104033e-06,3.1480056413986e-05,18551428
"26","2020/04/09",55,1,759,7,4.09132924969442e-05,2.96473134035827e-06,3.0509780702596e-05,18551428
"27","2020/04/10",43,2,802,9,4.32311733630425e-05,2.31788086609829e-06,3.08871101459144e-05,18551428
"28","2020/04/11",38,1,840,10,4.52795331981991e-05,2.04835983515663e-06,2.99707386407127e-05,18551428
"29","2020/04/12",40,0,880,10,4.74357014457324e-05,2.15616824753329e-06,2.99168344345244e-05,18551428
"30","2020/04/13",81,0,961,10,5.18019421469873e-05,4.36624070125491e-06,3.34745120429543e-05,18551428
"31","2020/04/14",218,4,1179,14,6.35530590960437e-05,1.17511169490564e-05,4.47943953425041e-05,18551428
"32","2020/04/15",88,0,1267,14,6.8296629240617e-05,4.74357014457324e-06,4.74896056519207e-05,18551428
"33","2020/04/16",64,2,1331,16,7.17464984366702e-05,3.44986919605326e-06,4.69505635900374e-05,18551428
"34","2020/04/17",139,1,1470,17,7.92391830968484e-05,7.49268466017818e-06,5.44432482502156e-05,18551428
"35","2020/04/18",121,0,1591,17,8.57615920456366e-05,6.5224089487882e-06,5.71384585596322e-05,18551428
"36","2020/04/19",63,0,1654,17,8.91575570355015e-05,3.39596498986493e-06,5.30417388893189e-05,18551428
"37","2020/04/20",81,2,1735,19,9.35237977367564e-05,4.36624070125491e-06,5.55752365801705e-05,18551428
"38","2020/04/21",214,0,1949,19,0.00010505929786106,1.15355001243031e-05,6.41460053641154e-05,18551428
"39","2020/04/22",76,0,2025,19,0.000109156017531373,4.09671967031325e-06,6.59248441683303e-05,18551428
"40","2020/04/23",166,0,2191,19,0.000118104115758636,8.94809822726315e-06,7.28245825604369e-05,18551428
"41","2020/04/24",143,3,2334,22,0.000125812417243567,7.70830148493151e-06,7.83767157978351e-05,18551428
"42","2020/04/25",148,3,2482,25,0.000133790239759441,7.97782251587317e-06,8.19882976124533e-05,18551428
"43","2020/04/26",170,0,2652,25,0.000142953954811457,9.16371505201648e-06,7.94008957154134e-05,18551428
"44","2020/04/27",65,0,2717,25,0.000146457728213699,3.5037734022416e-06,7.81610989730818e-05,18551428
"45","2020/04/28",143,0,2860,25,0.00015416602969863,7.70830148493151e-06,8.241953126196e-05,18551428
"46","2020/04/29",203,0,3063,25,0.000165108583554862,1.09425538562314e-05,8.58694004580133e-05,18551428
"47","2020/04/30",142,0,3205,25,0.000172762980833605,7.65439727874318e-06,8.70013887879682e-05,18551428
"48","2020/05/01",299,0,3504,25,0.000188880338483916,1.61173576503113e-05,9.97227814484146e-05,18551428
"49","2020/05/02",167,0,3671,25,0.000197882340917368,9.00200243345148e-06,0.000104358543180611,18551428
