"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_daily","p_cases_active","population"
"1","2020/03/25",2,0,2,0,2.78961193150498e-07,2.78961193150498e-07,2.78961193150498e-07,7169456
"2","2020/03/26",0,0,2,0,2.78961193150498e-07,0,2.78961193150498e-07,7169456
"3","2020/03/27",4,0,6,0,8.36883579451495e-07,5.57922386300997e-07,8.36883579451495e-07,7169456
"4","2020/03/28",0,0,6,0,8.36883579451495e-07,0,8.36883579451495e-07,7169456
"5","2020/03/29",0,0,6,0,8.36883579451495e-07,0,8.36883579451495e-07,7169456
"6","2020/03/30",0,0,6,0,8.36883579451495e-07,0,8.36883579451495e-07,7169456
"7","2020/03/31",3,0,9,0,1.25532536917724e-06,4.18441789725748e-07,1.25532536917724e-06,7169456
"8","2020/04/01",0,0,9,0,1.25532536917724e-06,0,1.25532536917724e-06,7169456
"9","2020/04/02",1,0,10,0,1.39480596575249e-06,1.39480596575249e-07,1.39480596575249e-06,7169456
"10","2020/04/03",0,0,10,0,1.39480596575249e-06,0,1.39480596575249e-06,7169456
"11","2020/04/04",0,0,10,0,1.39480596575249e-06,0,1.39480596575249e-06,7169456
"12","2020/04/05",0,0,10,0,1.39480596575249e-06,0,1.39480596575249e-06,7169456
"13","2020/04/06",1,0,11,0,1.53428656232774e-06,1.39480596575249e-07,1.25532536917724e-06,7169456
"14","2020/04/07",1,0,12,0,1.67376715890299e-06,1.39480596575249e-07,1.39480596575249e-06,7169456
"15","2020/04/08",0,0,12,0,1.67376715890299e-06,0,8.36883579451495e-07,7169456
"16","2020/04/09",3,0,15,0,2.09220894862874e-06,4.18441789725748e-07,1.25532536917724e-06,7169456
"17","2020/04/10",1,0,16,0,2.23168954520399e-06,1.39480596575249e-07,1.39480596575249e-06,7169456
"18","2020/04/11",0,0,16,0,2.23168954520399e-06,0,1.39480596575249e-06,7169456
"19","2020/04/12",2,0,18,0,2.51065073835449e-06,2.78961193150498e-07,1.25532536917724e-06,7169456
"20","2020/04/13",1,0,19,0,2.65013133492974e-06,1.39480596575249e-07,1.39480596575249e-06,7169456
"21","2020/04/14",0,0,19,0,2.65013133492974e-06,0,1.25532536917724e-06,7169456
"22","2020/04/15",0,0,19,0,2.65013133492974e-06,0,1.25532536917724e-06,7169456
"23","2020/04/16",0,0,19,0,2.65013133492974e-06,0,1.25532536917724e-06,7169456
"24","2020/04/17",0,0,19,0,2.65013133492974e-06,0,1.25532536917724e-06,7169456
"25","2020/04/18",0,0,19,0,2.65013133492974e-06,0,1.11584477260199e-06,7169456
"26","2020/04/19",0,0,19,0,2.65013133492974e-06,0,9.76364176026745e-07,7169456
"27","2020/04/20",0,0,19,0,2.65013133492974e-06,0,9.76364176026745e-07,7169456
"28","2020/04/21",0,0,19,0,2.65013133492974e-06,0,5.57922386300997e-07,7169456
"29","2020/04/22",0,0,19,0,2.65013133492974e-06,0,4.18441789725748e-07,7169456
"30","2020/04/23",0,0,19,0,2.65013133492974e-06,0,4.18441789725748e-07,7169456
"31","2020/04/24",0,0,19,0,2.65013133492974e-06,0,1.39480596575249e-07,7169456
"32","2020/04/25",0,0,19,0,2.65013133492974e-06,0,0,7169456
"33","2020/04/26",0,0,19,0,2.65013133492974e-06,0,0,7169456
"34","2020/04/27",0,0,19,0,2.65013133492974e-06,0,0,7169456
"35","2020/04/28",0,0,19,0,2.65013133492974e-06,0,0,7169456
"36","2020/04/29",0,0,19,0,2.65013133492974e-06,0,0,7169456
"37","2020/04/30",0,0,19,0,2.65013133492974e-06,0,0,7169456
"38","2020/05/01",0,0,19,0,2.65013133492974e-06,0,0,7169456
"39","2020/05/02",0,0,19,0,2.65013133492974e-06,0,0,7169456
"40","2020/05/03",0,0,19,0,2.65013133492974e-06,0,0,7169456
"41","2020/05/04",0,0,19,0,2.65013133492974e-06,0,0,7169456
"42","2020/05/05",0,0,19,0,2.65013133492974e-06,0,0,7169456
"43","2020/05/06",0,0,19,0,2.65013133492974e-06,0,0,7169456
"44","2020/05/07",0,0,19,0,2.65013133492974e-06,0,0,7169456
"45","2020/05/08",0,0,19,0,2.65013133492974e-06,0,0,7169456
"46","2020/05/09",0,0,19,0,2.65013133492974e-06,0,0,7169456
"47","2020/05/10",0,0,19,0,2.65013133492974e-06,0,0,7169456
"48","2020/05/11",0,0,19,0,2.65013133492974e-06,0,0,7169456
"49","2020/05/12",0,0,19,0,2.65013133492974e-06,0,0,7169456
"50","2020/05/13",0,0,19,0,2.65013133492974e-06,0,0,7169456
"51","2020/05/14",0,0,19,0,2.65013133492974e-06,0,0,7169456
"52","2020/05/15",0,0,19,0,2.65013133492974e-06,0,0,7169456
"53","2020/05/16",0,0,19,0,2.65013133492974e-06,0,0,7169456
"54","2020/05/17",0,0,19,0,2.65013133492974e-06,0,0,7169456
"55","2020/05/18",0,0,19,0,2.65013133492974e-06,0,0,7169456
"56","2020/05/19",0,0,19,0,2.65013133492974e-06,0,0,7169456
"57","2020/05/20",0,0,19,0,2.65013133492974e-06,0,0,7169456
"58","2020/05/21",0,0,19,0,2.65013133492974e-06,0,0,7169456
"59","2020/05/22",0,0,19,0,2.65013133492974e-06,0,0,7169456
"60","2020/05/23",0,0,19,0,2.65013133492974e-06,0,0,7169456
"61","2020/05/24",0,0,19,0,2.65013133492974e-06,0,0,7169456
"62","2020/05/25",0,0,19,0,2.65013133492974e-06,0,0,7169456
"63","2020/05/26",0,0,19,0,2.65013133492974e-06,0,0,7169456
"64","2020/05/27",0,0,19,0,2.65013133492974e-06,0,0,7169456
"65","2020/05/28",0,0,19,0,2.65013133492974e-06,0,0,7169456
"66","2020/05/29",0,0,19,0,2.65013133492974e-06,0,0,7169456
"67","2020/05/30",0,0,19,0,2.65013133492974e-06,0,0,7169456
"68","2020/05/31",0,0,19,0,2.65013133492974e-06,0,0,7169456
"69","2020/06/01",0,0,19,0,2.65013133492974e-06,0,0,7169456
"70","2020/06/02",0,0,19,0,2.65013133492974e-06,0,0,7169456
"71","2020/06/03",0,0,19,0,2.65013133492974e-06,0,0,7169456
"72","2020/06/04",0,0,19,0,2.65013133492974e-06,0,0,7169456
"73","2020/06/05",0,0,19,0,2.65013133492974e-06,0,0,7169456
"74","2020/06/06",0,0,19,0,2.65013133492974e-06,0,0,7169456
"75","2020/06/07",0,0,19,0,2.65013133492974e-06,0,0,7169456
"76","2020/06/08",0,0,19,0,2.65013133492974e-06,0,0,7169456
"77","2020/06/09",0,0,19,0,2.65013133492974e-06,0,0,7169456
"78","2020/06/10",0,0,19,0,2.65013133492974e-06,0,0,7169456
"79","2020/06/11",0,0,19,0,2.65013133492974e-06,0,0,7169456
"80","2020/06/12",0,0,19,0,2.65013133492974e-06,0,0,7169456
"81","2020/06/13",0,0,19,0,2.65013133492974e-06,0,0,7169456
"82","2020/06/14",0,0,19,0,2.65013133492974e-06,0,0,7169456
"83","2020/06/15",0,0,19,0,2.65013133492974e-06,0,0,7169456
"84","2020/06/16",0,0,19,0,2.65013133492974e-06,0,0,7169456
"85","2020/06/17",0,0,19,0,2.65013133492974e-06,0,0,7169456
"86","2020/06/18",0,0,19,0,2.65013133492974e-06,0,0,7169456
"87","2020/06/19",0,0,19,0,2.65013133492974e-06,0,0,7169456
"88","2020/06/20",0,0,19,0,2.65013133492974e-06,0,0,7169456
"89","2020/06/21",0,0,19,0,2.65013133492974e-06,0,0,7169456
"90","2020/06/22",0,0,19,0,2.65013133492974e-06,0,0,7169456
"91","2020/06/23",0,0,19,0,2.65013133492974e-06,0,0,7169456
"92","2020/06/24",0,0,19,0,2.65013133492974e-06,0,0,7169456
"93","2020/06/25",0,0,19,0,2.65013133492974e-06,0,0,7169456
"94","2020/06/26",0,0,19,0,2.65013133492974e-06,0,0,7169456
"95","2020/06/27",0,0,19,0,2.65013133492974e-06,0,0,7169456
"96","2020/06/28",0,0,19,0,2.65013133492974e-06,0,0,7169456
"97","2020/06/29",0,0,19,0,2.65013133492974e-06,0,0,7169456
"98","2020/06/30",0,0,19,0,2.65013133492974e-06,0,0,7169456
"99","2020/07/01",0,0,19,0,2.65013133492974e-06,0,0,7169456
"100","2020/07/02",0,0,19,0,2.65013133492974e-06,0,0,7169456
"101","2020/07/03",0,0,19,0,2.65013133492974e-06,0,0,7169456
"102","2020/07/04",0,0,19,0,2.65013133492974e-06,0,0,7169456
"103","2020/07/05",0,0,19,0,2.65013133492974e-06,0,0,7169456
"104","2020/07/06",0,0,19,0,2.65013133492974e-06,0,0,7169456
"105","2020/07/07",0,0,19,0,2.65013133492974e-06,0,0,7169456
"106","2020/07/08",0,0,19,0,2.65013133492974e-06,0,0,7169456
"107","2020/07/09",0,0,19,0,2.65013133492974e-06,0,0,7169456
"108","2020/07/10",0,0,19,0,2.65013133492974e-06,0,0,7169456
"109","2020/07/11",0,0,19,0,2.65013133492974e-06,0,0,7169456
"110","2020/07/12",0,0,19,0,2.65013133492974e-06,0,0,7169456
"111","2020/07/13",0,0,19,0,2.65013133492974e-06,0,0,7169456
"112","2020/07/14",0,0,19,0,2.65013133492974e-06,0,0,7169456
"113","2020/07/15",0,0,19,0,2.65013133492974e-06,0,0,7169456
"114","2020/07/16",0,0,19,0,2.65013133492974e-06,0,0,7169456
"115","2020/07/17",0,0,19,0,2.65013133492974e-06,0,0,7169456
"116","2020/07/18",0,0,19,0,2.65013133492974e-06,0,0,7169456
"117","2020/07/19",0,0,19,0,2.65013133492974e-06,0,0,7169456
"118","2020/07/20",0,0,19,0,2.65013133492974e-06,0,0,7169456
"119","2020/07/21",0,0,19,0,2.65013133492974e-06,0,0,7169456
"120","2020/07/22",0,0,19,0,2.65013133492974e-06,0,0,7169456
"121","2020/07/23",0,0,19,0,2.65013133492974e-06,0,0,7169456
"122","2020/07/24",0,0,19,0,2.65013133492974e-06,0,0,7169456
