"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_daily","population"
"1",NA,2,0,2,0,1.77571337287078e-07,1.77571337287078e-07,11263079
"2",NA,0,0,2,0,1.77571337287078e-07,0,11263079
"3",NA,0,0,2,0,1.77571337287078e-07,0,11263079
"4",NA,0,0,2,0,1.77571337287078e-07,0,11263079
"5",NA,3,0,5,0,4.43928343217694e-07,2.66357005930616e-07,11263079
"6",NA,2,0,7,0,6.21499680504771e-07,1.77571337287078e-07,11263079
"7",NA,1,0,8,0,7.1028534914831e-07,8.87856686435388e-08,11263079
"8",NA,0,0,8,0,7.1028534914831e-07,0,11263079
"9",NA,0,0,8,0,7.1028534914831e-07,0,11263079
"10",NA,0,0,8,0,7.1028534914831e-07,0,11263079
"11",NA,7,0,15,0,1.33178502965308e-06,6.21499680504771e-07,11263079
"12",NA,0,0,15,0,1.33178502965308e-06,0,11263079
"13",NA,0,0,15,0,1.33178502965308e-06,0,11263079
"14",NA,1,0,16,0,1.42057069829662e-06,8.87856686435388e-08,11263079
"15",NA,2,0,18,0,1.5981420355837e-06,1.77571337287078e-07,11263079
"16",NA,0,0,18,0,1.5981420355837e-06,0,11263079
"17",NA,3,0,21,0,1.86449904151431e-06,2.66357005930616e-07,11263079
"18",NA,0,0,21,0,1.86449904151431e-06,0,11263079
"19",NA,3,1,24,1,2.13085604744493e-06,2.66357005930616e-07,11263079
"20",NA,1,0,25,1,2.21964171608847e-06,8.87856686435388e-08,11263079
"21",NA,2,0,27,1,2.39721305337555e-06,1.77571337287078e-07,11263079
"22",NA,3,1,30,2,2.66357005930616e-06,2.66357005930616e-07,11263079
"23",NA,1,0,31,2,2.7523557279497e-06,8.87856686435388e-08,11263079
"24",NA,2,0,33,2,2.92992706523678e-06,1.77571337287078e-07,11263079
"25",NA,0,1,33,3,2.92992706523678e-06,0,11263079
"26",NA,7,0,40,3,3.55142674574155e-06,6.21499680504771e-07,11263079
"27",NA,0,0,40,3,3.55142674574155e-06,0,11263079
"28",NA,1,0,41,3,3.64021241438509e-06,8.87856686435388e-08,11263079
"29",NA,2,0,43,3,3.81778375167217e-06,1.77571337287078e-07,11263079
"30",NA,1,0,44,3,3.90656942031571e-06,8.87856686435388e-08,11263079
"31",NA,0,0,44,3,3.90656942031571e-06,0,11263079
"32",NA,3,0,47,3,4.17292642624632e-06,2.66357005930616e-07,11263079
"33",NA,10,0,57,3,5.06078311268171e-06,8.87856686435388e-07,11263079
"34",NA,1,1,58,4,5.14956878132525e-06,8.87856686435388e-08,11263079
"35",NA,4,0,62,4,5.5047114558994e-06,3.55142674574155e-07,11263079
"36",NA,10,1,72,5,6.39256814233479e-06,8.87856686435388e-07,11263079
"37",NA,0,0,72,5,6.39256814233479e-06,0,11263079
"38",NA,0,1,72,6,6.39256814233479e-06,0,11263079
"39",NA,0,0,72,6,6.39256814233479e-06,0,11263079
"40",NA,4,0,76,6,6.74771081690895e-06,3.55142674574155e-07,11263079
"41",NA,0,0,76,6,6.74771081690895e-06,0,11263079
"42",NA,0,0,76,6,6.74771081690895e-06,0,11263079
"43",NA,5,2,81,8,7.19163916012664e-06,4.43928343217694e-07,11263079
"44",NA,4,0,85,8,7.5467818347008e-06,3.55142674574155e-07,11263079
"45",NA,0,0,85,8,7.5467818347008e-06,0,11263079
"46",NA,0,0,85,8,7.5467818347008e-06,0,11263079
"47",NA,15,3,100,11,8.87856686435388e-06,1.33178502965308e-06,11263079
"48",NA,1,1,101,12,8.96735253299742e-06,8.87856686435388e-08,11263079
"49",NA,7,0,108,12,9.58885221350219e-06,6.21499680504771e-07,11263079
"50",NA,21,0,129,12,1.14533512550165e-05,1.86449904151431e-06,11263079
"51",NA,17,0,146,12,1.29627076219567e-05,1.50935636694016e-06,11263079
"52",NA,5,0,151,12,1.34066359651744e-05,4.43928343217694e-07,11263079
"53",NA,31,3,182,15,1.61589916931241e-05,2.7523557279497e-06,11263079
"54",NA,27,1,209,16,1.85562047464996e-05,2.39721305337555e-06,11263079
"55",NA,10,2,219,18,1.9444061432935e-05,8.87856686435388e-07,11263079
"56",NA,15,0,234,18,2.07758464625881e-05,1.33178502965308e-06,11263079
"57",NA,39,2,273,20,2.42384875396861e-05,3.46264107709801e-06,11263079
"58",NA,37,0,310,20,2.7523557279497e-05,3.28506973981093e-06,11263079
"59",NA,48,0,358,20,3.17852693743869e-05,4.26171209488986e-06,11263079
"60",NA,98,0,456,20,4.04862649014537e-05,8.7009955270668e-06,11263079
"61",NA,77,1,533,21,4.73227613870062e-05,6.83649648555249e-06,11263079
"62",NA,63,1,596,22,5.29162585115491e-05,5.59349712454294e-06,11263079
"63",NA,0,0,596,22,5.29162585115491e-05,0,11263079
"64",NA,138,3,734,25,6.51686807843575e-05,1.22524222728083e-05,11263079
"65",NA,78,0,812,25,7.20939629385535e-05,6.92528215419602e-06,11263079
"66",NA,53,1,865,26,7.6799603376661e-05,4.70564043810755e-06,11263079
"67",NA,93,1,958,27,8.50566705605101e-05,8.2570671838491e-06,11263079
"68",NA,105,4,1063,31,9.43791657680817e-05,9.32249520757157e-06,11263079
"69",NA,111,2,1174,33,0.000104234374987515,9.8552092194328e-06,11263079
"70",NA,146,1,1320,34,0.000117197082609471,1.29627076219567e-05,11263079
"71",NA,123,1,1443,35,0.000128117719852626,1.09206372431553e-05,11263079
"72",NA,141,0,1584,35,0.000140636499131365,1.2518779278739e-05,11263079
"73",NA,281,6,1865,41,0.0001655852720202,2.49487728888344e-05,11263079
