"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_daily","p_cases_active","population"
"1","2019/12/31",0,0,0,0,0,0,0,10047719
"2","2020/01/01",0,0,0,0,0,0,0,10047719
"3","2020/01/02",0,0,0,0,0,0,0,10047719
"4","2020/01/03",0,0,0,0,0,0,0,10047719
"5","2020/01/04",0,0,0,0,0,0,0,10047719
"6","2020/01/05",0,0,0,0,0,0,0,10047719
"7","2020/01/06",0,0,0,0,0,0,0,10047719
"8","2020/01/07",0,0,0,0,0,0,0,10047719
"9","2020/01/08",0,0,0,0,0,0,0,10047719
"10","2020/01/09",0,0,0,0,0,0,0,10047719
"11","2020/01/10",0,0,0,0,0,0,0,10047719
"12","2020/01/11",0,0,0,0,0,0,0,10047719
"13","2020/01/12",0,0,0,0,0,0,0,10047719
"14","2020/01/13",0,0,0,0,0,0,0,10047719
"15","2020/01/14",0,0,0,0,0,0,0,10047719
"16","2020/01/15",0,0,0,0,0,0,0,10047719
"17","2020/01/16",0,0,0,0,0,0,0,10047719
"18","2020/01/17",0,0,0,0,0,0,0,10047719
"19","2020/01/18",0,0,0,0,0,0,0,10047719
"20","2020/01/19",0,0,0,0,0,0,0,10047719
"21","2020/01/20",0,0,0,0,0,0,0,10047719
"22","2020/01/21",0,0,0,0,0,0,0,10047719
"23","2020/01/22",0,0,0,0,0,0,0,10047719
"24","2020/01/23",0,0,0,0,0,0,0,10047719
"25","2020/01/24",0,0,0,0,0,0,0,10047719
"26","2020/01/25",0,0,0,0,0,0,0,10047719
"27","2020/01/26",0,0,0,0,0,0,0,10047719
"28","2020/01/27",0,0,0,0,0,0,0,10047719
"29","2020/01/28",0,0,0,0,0,0,0,10047719
"30","2020/01/29",0,0,0,0,0,0,0,10047719
"31","2020/01/30",0,0,0,0,0,0,0,10047719
"32","2020/01/31",0,0,0,0,0,0,0,10047719
"33","2020/02/01",0,0,0,0,0,0,0,10047719
"34","2020/02/02",0,0,0,0,0,0,0,10047719
"35","2020/02/03",0,0,0,0,0,0,0,10047719
"36","2020/02/04",0,0,0,0,0,0,0,10047719
"37","2020/02/05",0,0,0,0,0,0,0,10047719
"38","2020/02/06",0,0,0,0,0,0,0,10047719
"39","2020/02/07",0,0,0,0,0,0,0,10047719
"40","2020/02/08",0,0,0,0,0,0,0,10047719
"41","2020/02/09",0,0,0,0,0,0,0,10047719
"42","2020/02/10",0,0,0,0,0,0,0,10047719
"43","2020/02/11",0,0,0,0,0,0,0,10047719
"44","2020/02/12",0,0,0,0,0,0,0,10047719
"45","2020/02/13",0,0,0,0,0,0,0,10047719
"46","2020/02/14",0,0,0,0,0,0,0,10047719
"47","2020/02/15",0,0,0,0,0,0,0,10047719
"48","2020/02/16",0,0,0,0,0,0,0,10047719
"49","2020/02/17",0,0,0,0,0,0,0,10047719
"50","2020/02/18",0,0,0,0,0,0,0,10047719
"51","2020/02/19",0,0,0,0,0,0,0,10047719
"52","2020/02/20",0,0,0,0,0,0,0,10047719
"53","2020/02/21",0,0,0,0,0,0,0,10047719
"54","2020/02/22",0,0,0,0,0,0,0,10047719
"55","2020/02/23",0,0,0,0,0,0,0,10047719
"56","2020/02/24",0,0,0,0,0,0,0,10047719
"57","2020/02/25",0,0,0,0,0,0,0,10047719
"58","2020/02/26",0,0,0,0,0,0,0,10047719
"59","2020/02/27",0,0,0,0,0,0,0,10047719
"60","2020/02/28",0,0,0,0,0,0,0,10047719
"61","2020/02/29",1,0,1,0,9.95250762884591e-08,9.95250762884591e-08,9.95250762884591e-08,10047719
"62","2020/03/01",0,0,1,0,9.95250762884591e-08,0,9.95250762884591e-08,10047719
"63","2020/03/02",2,0,3,0,2.98575228865377e-07,1.99050152576918e-07,2.98575228865377e-07,10047719
"64","2020/03/06",3,0,6,0,5.97150457730755e-07,2.98575228865377e-07,5.97150457730755e-07,10047719
"65","2020/03/07",3,0,9,0,8.95725686596132e-07,2.98575228865377e-07,8.95725686596132e-07,10047719
"66","2020/03/11",2,0,11,0,1.09477583917305e-06,1.99050152576918e-07,1.09477583917305e-06,10047719
"67","2020/03/12",2,0,13,0,1.29382599174997e-06,1.99050152576918e-07,1.29382599174997e-06,10047719
"68","2020/03/13",0,0,13,0,1.29382599174997e-06,0,1.29382599174997e-06,10047719
"69","2020/03/15",6,0,19,0,1.89097644948072e-06,5.97150457730755e-07,1.89097644948072e-06,10047719
"70","2020/03/16",0,0,19,0,1.89097644948072e-06,0,1.89097644948072e-06,10047719
"71","2020/03/17",0,0,19,0,1.89097644948072e-06,0,1.89097644948072e-06,10047719
"72","2020/03/18",9,0,28,0,2.78670213607685e-06,8.95725686596132e-07,2.78670213607685e-06,10047719
"73","2020/03/19",6,0,34,0,3.38385259380761e-06,5.97150457730755e-07,3.28432751751915e-06,10047719
"74","2020/03/20",10,0,44,0,4.3791033566922e-06,9.95250762884591e-07,4.27957828040374e-06,10047719
"75","2020/03/21",0,1,44,1,4.3791033566922e-06,0,4.08052812782682e-06,10047719
"76","2020/03/22",9,0,53,1,5.27482904328833e-06,8.95725686596132e-07,4.67767858555758e-06,10047719
"77","2020/03/23",12,0,65,1,6.46912995874984e-06,1.19430091546151e-06,5.57340427215371e-06,10047719
"78","2020/03/24",7,0,72,1,7.16580549276906e-06,6.96675534019214e-07,6.07102965359601e-06,10047719
"79","2020/03/25",15,0,87,1,8.65868163709594e-06,1.49287614432689e-06,7.36485564534597e-06,10047719
"80","2020/03/26",6,1,93,2,9.2558320948267e-06,5.97150457730755e-07,7.96200610307673e-06,10047719
"81","2020/03/27",29,1,122,3,1.2142059307192e-05,2.88622721236531e-06,1.02510828577113e-05,10047719
