"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_daily","p_cases_active","population"
"1","2020/03/07",1,0,1,0,1.83472065735839e-07,1.83472065735839e-07,1.83472065735839e-07,5450421
"2","2020/03/08",2,0,3,0,5.50416197207518e-07,3.66944131471679e-07,5.50416197207518e-07,5450421
"3","2020/03/09",2,0,5,0,9.17360328679197e-07,3.66944131471679e-07,9.17360328679197e-07,5450421
"4","2020/03/11",2,0,7,0,1.28430446015088e-06,3.66944131471679e-07,1.28430446015088e-06,5450421
"5","2020/03/12",3,0,10,0,1.83472065735839e-06,5.50416197207518e-07,1.83472065735839e-06,5450421
"6","2020/03/13",11,0,21,0,3.85291338045263e-06,2.01819272309423e-06,3.85291338045263e-06,5450421
"7","2020/03/14",9,0,30,0,5.50416197207518e-06,1.65124859162256e-06,5.50416197207518e-06,5450421
"8","2020/03/15",14,0,44,0,8.07277089237694e-06,2.56860892030175e-06,8.07277089237694e-06,5450421
"9","2020/03/16",17,0,61,0,1.11917960098862e-05,3.11902511750927e-06,1.11917960098862e-05,5450421
"10","2020/03/17",23,0,84,0,1.54116535218105e-05,4.21985751192431e-06,1.54116535218105e-05,5450421
"11","2020/03/18",13,0,97,0,1.77967903763764e-05,2.38513685456591e-06,1.77967903763764e-05,5450421
"12","2020/03/19",10,0,107,0,1.96315110337348e-05,1.83472065735839e-06,1.96315110337348e-05,5450421
"13","2020/03/20",16,0,123,0,2.25670640855083e-05,2.93555305177343e-06,2.23835920197724e-05,5450421
"14","2020/03/21",14,0,137,0,2.513567300581e-05,2.56860892030175e-06,2.45852568086025e-05,5450421
"15","2020/03/22",41,0,178,0,3.26580277009794e-05,7.52235469516942e-06,3.17406673723002e-05,5450421
"16","2020/03/23",7,0,185,0,3.39423321611303e-05,1.28430446015088e-06,3.26580277009794e-05,5450421
"17","2020/03/24",6,0,191,0,3.50431645555453e-05,1.10083239441504e-06,3.3208443898187e-05,5450421
"18","2020/03/25",13,0,204,0,3.74283014101113e-05,2.38513685456591e-06,3.35753880296586e-05,5450421
"19","2020/03/26",12,0,216,0,3.96299661989413e-05,2.20166478883007e-06,3.41258042268661e-05,5450421
"20","2020/03/27",10,0,226,0,4.14646868562997e-05,1.83472065735839e-06,3.33919159639228e-05,5450421
"21","2020/03/28",69,0,295,0,5.41242593920726e-05,1.26595725357729e-05,4.29324633821864e-05,5450421
"22","2020/03/29",0,0,295,0,5.41242593920726e-05,0,3.87126058702621e-05,5450421
"23","2020/03/30",41,0,336,0,6.16466140872421e-05,7.52235469516942e-06,4.38498237108656e-05,5450421
"24","2020/03/31",0,0,336,0,6.16466140872421e-05,0,4.20151030535072e-05,5450421
"25","2020/04/01",27,0,363,0,6.66003598621097e-05,4.95374577486767e-06,4.40332957766015e-05,5450421
"26","2020/04/02",37,0,400,0,7.33888262943358e-05,6.78846643222606e-06,4.82531532885258e-05,5450421
