"","date","cod_ine","CCAA","cum_cases","cases","cum_deaths","deaths","population","cum_deaths_400","est_ccfr","est_ccfr_low","est_ccfr_high","sample_size","mean_cases","mean_reach","dunbar_reach","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_error","cases_p_reach_prop","cases_p_reach_prop_median","estimated_cases","estimate_cases_low","estimate_cases_high","estimate_cases_error","prop_cases","dunbar_cases","pop_cases_low","pop_cases_high","pop_cases_error","dunbar_cases_low","dunbar_cases_high","dunbar_cases_error"
"47","2020/04/13",19,"Melilla",101,3,2,0,84714,800,223.60567597648,86.3275237358071,579.183743088874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020/04/14",19,"Melilla",101,0,2,0,84714,800,213.815757849378,82.4381846471263,554.563137220871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020/04/15",19,"Melilla",102,1,2,0,84714,800,207.307245865333,79.8314959490242,538.337578137229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020/04/16",19,"Melilla",103,1,2,0,84714,800,201.781176650311,77.6165609955969,524.574172420414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020/04/17",19,"Melilla",104,1,2,0,84714,800,197.082728659062,75.7564480252094,512.71677788769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020/04/18",19,"Melilla",104,0,2,0,84714,800,191.227365611801,73.4337580664679,497.971318936588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020/04/19",19,"Melilla",104,0,2,0,84714,800,186.068984972023,71.4091155005168,484.83540127686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020/04/20",19,"Melilla",104,0,2,0,84714,800,181.559152879646,69.63772707317,473.36016524116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020/04/21",19,"Melilla",105,1,2,0,84714,800,179.342747611168,68.7494059737278,467.841440448435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020/04/22",19,"Melilla",105,0,2,0,84714,800,175.866749747501,67.3811864877335,459.017053259824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020/04/23",19,"Melilla",106,1,2,0,84714,800,174.421786412034,66.810460296055,455.362220831183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020/04/24",19,"Melilla",116,10,2,0,84714,800,187.816612014389,71.9056111728937,490.574785099125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020/04/25",19,"Melilla",118,2,2,0,84714,800,187.915160096168,71.9261251675255,490.949669702375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020/04/26",19,"Melilla",121,3,2,0,84714,800,189.069833445713,72.3345736002248,494.195239426674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020/04/27",19,"Melilla",121,0,2,0,84714,800,185.19231155396,70.8196774747981,484.274900445623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020/04/28",19,"Melilla",125,4,2,0,84714,800,187.268093124539,71.5830228847692,489.91139643479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020/04/29",19,"Melilla",125,0,2,0,84714,800,183.318436122357,70.0446723583623,479.774519472567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020/04/30",19,"Melilla",125,0,2,0,84714,800,179.490099635905,68.5550106582382,469.939331319112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
