"","date","cod_ine","CCAA","cum_cases","cases","cum_deaths","deaths","population","cum_deaths_400","est_ccfr","est_ccfr_low","est_ccfr_high","sample_size","mean_cases","mean_reach","dunbar_reach","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_error","cases_p_reach_prop","cases_p_reach_prop_median","estimated_cases","estimate_cases_low","estimate_cases_high","estimate_cases_error","prop_cases","dunbar_cases","pop_cases_low","pop_cases_high","pop_cases_error","dunbar_cases_low","dunbar_cases_high","dunbar_cases_error"
"18","2020/03/15",7,"Castilla y León",292,69,6,3,2408083,2400,3844.98214634365,2937.64059026099,5032.57197450011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020/03/16",7,"Castilla y León",334,42,9,3,2408083,3600,4564.78032235985,3817.27360868194,5458.66540559522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020/03/17",7,"Castilla y León",431,97,12,3,2408083,4800,5635.61071100631,4919.15331039366,6456.41761538581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020/03/18",7,"Castilla y León",668,237,22,10,2408083,8800,11915.7953947489,11121.7976329845,12766.4775583061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020/03/19",7,"Castilla y León",868,200,29,7,2408083,11600,15262.907314291,14472.9756076606,16095.9533132449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020/03/20",7,"Castilla y León",1147,279,43,14,2408083,17200,22152.7910775455,21384.5034266714,22948.6812358384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020/03/21",7,"Castilla y León",1466,319,55,12,2408083,22000,26849.7259122883,26094.3960710828,27626.9195731225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020/03/22",7,"Castilla y León",1744,278,74,19,2408083,29600,32082.6864338355,31395.8568390296,32784.5414154215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020/03/23",7,"Castilla y León",2055,311,102,28,2408083,40800,39507.5049732414,38880.3756017008,40144.7497627161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020/03/24",7,"Castilla y León",2460,405,124,22,2408083,49600,44558.0408639309,43949.809787943,45174.6893834432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020/03/25",7,"Castilla y León",2940,480,165,41,2408083,66000,56039.3193794006,55446.0952251137,56638.8905071903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020/03/26",7,"Castilla y León",3488,548,206,41,2408083,82400,66651.6293125382,66061.4281426585,67247.1034144558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020/03/27",7,"Castilla y León",4132,644,252,46,2408083,100800,78458.375005145,77862.0273472818,79059.290108028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020/03/28",7,"Castilla y León",4791,659,321,69,2408083,128400,94994.4898279399,94395.5946155446,95597.1847459983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020/03/29",7,"Castilla y León",5414,623,380,59,2408083,152000,105045.502560582,104451.983751939,105642.393871724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020/03/30",7,"Castilla y León",5801,387,442,62,2408083,176800,109267.439337924,108703.882122597,109833.918221997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020/03/31",7,"Castilla y León",6211,410,516,74,2408083,206400,115487.300675791,114944.254738893,116032.912194502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020/04/01",7,"Castilla y León",6847,636,585,69,2408083,234000,124002.606009859,123457.863274587,124549.752355884,35,2.77142857142857,88.1142857142857,5250,0.0314526588845655,0.0252926687675965,0.0376126490015345,0.00615999011696896,0.0406666666666667,0.02,75740.6131647211,60906.8456838802,90574.3806455621,14833.767480841,97928.7086666667,44492.2001904762,81141.9667501979,114715.450583135,16786.7419164688,35720.242545153,53264.1578357994,8771.95764532322
"36","2020/04/02",7,"Castilla y León",7355,508,641,56,2408083,256400,127169.169642531,126633.96229528,127706.638996745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020/04/03",7,"Castilla y León",7875,520,723,82,2408083,289200,135301.965992987,134767.554949561,135838.496204957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020/04/04",7,"Castilla y León",8332,457,786,63,2408083,314400,138461.262168837,137934.562457625,138989.973069853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020/04/05",7,"Castilla y León",8749,417,847,61,2408083,338800,140655.085040739,140136.998219811,141175.087229897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020/04/06",7,"Castilla y León",9116,367,919,72,2408083,367600,143986.342296622,143475.042335658,144499.464369961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020/04/07",7,"Castilla y León",9581,465,982,63,2408083,392800,147631.179075516,147121.111627976,148143.014921881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020/04/08",7,"Castilla y León",10058,477,1028,46,2408083,411200,149218.636771954,148711.300150055,149727.704200104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020/04/09",7,"Castilla y León",10518,460,1082,54,2408083,432800,151975.66713052,151468.956043958,152484.07332433,36,4.91666666666667,81.3888888888889,5400,0.0604095563139932,0.0517830211020766,0.0690360915259097,0.00862653521191657,0.0819411375661376,0.05625,145471.22559727,124697.812804552,166244.638389987,20773.4127927177,197321.060373677,78931.6094444444,173405.971962318,221236.148785036,23915.0884113592,67495.5725137828,90367.6463751061,11436.0369306616
"44","2020/04/10",7,"Castilla y León",11102,584,1129,47,2408083,451600,155665.828673076,155154.58564554,156178.75627495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020/04/11",7,"Castilla y León",11543,441,1180,51,2408083,472000,157960.865995788,157450.403257399,158472.983682032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020/04/12",7,"Castilla y León",12118,575,1221,41,2408083,488400,160770.179200698,160256.402604696,161285.602947057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020/04/13",7,"Castilla y León",12628,510,1263,42,2408083,505200,162867.041784558,162352.359390418,163383.355802457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020/04/14",7,"Castilla y León",13180,552,1299,36,2408083,519600,164734.031862931,164217.892103611,165251.793858706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020/04/15",7,"Castilla y León",13697,517,1337,38,2408083,534800,166421.621863935,165904.910481125,166939.942546025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020/04/16",7,"Castilla y León",14380,683,1372,35,2408083,548800,169711.165324602,169188.346080988,170235.600163899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
