"","date","p_cases","p_cases_recent","p_m_country","recent_p_m_country"
"1","2020/04/16",NA,NA,NA,NA
"2","2020/04/17",NA,NA,NA,NA
"3","2020/04/20",NA,NA,NA,NA
"4","2020/04/23",NA,NA,NA,NA
"5","2020/04/28",NA,NA,NA,NA
"6","2020/05/01",NA,NA,NA,NA
"7","2020/05/09",0,NA,0,NA
"8","2020/05/15",0.00416666666666667,0,0.00416666666666667,0
"9","2020/05/16",0.00320081487754107,0,0.00320081487754107,0
"10","2020/05/17",0.0156839913211274,0,0.0156839913211274,0
"11","2020/05/18",0.0179507127226245,0,0.0179507127226245,0
"12","2020/05/19",0.0252097165512043,0.00243282540989121,0.0252097165512043,0.00243282540989121
"13","2020/05/20",0.0282345213049131,0.00152110442360235,0.0282345213049131,0.00152110442360235
"14","2020/05/21",0.029609111900203,0.00146687126368995,0.029609111900203,0.00146687126368995
"15","2020/05/22",0.0397051063610533,0.00123663785295817,0.0397051063610533,0.00123663785295817
"16","2020/05/23",0.0398703095737061,0.00365088803860187,0.0398703095737061,0.00365088803860187
"17","2020/05/24",0.0398703095737061,0.00130681223675564,0.0398703095737061,0.00130681223675564
"18","2020/05/25",0.0356483318986173,0.00146058940644058,0.0356483318986173,0.00146058940644058
"19","2020/05/26",0.052801544619222,0.00127083128116125,0.052801544619222,0.00127083128116125
"20","2020/05/27",0.052801544619222,0.00127083128116125,0.052801544619222,0.00127083128116125
"21","2020/05/28",0.052801544619222,0.00127083128116125,0.052801544619222,0.00127083128116125
"22","2020/05/29",0.052801544619222,0.0017229100438704,0.052801544619222,0.0017229100438704
"23","2020/06/01",0.052801544619222,0.00127083128116125,0.052801544619222,0.00127083128116125
"24","2020/06/02",0.0498876673416402,0.0017229100438704,0.0498876673416402,0.0017229100438704
"25","2020/06/03",0.052801544619222,0.00127083128116125,0.052801544619222,0.00127083128116125
"26","2020/06/04",0.052801544619222,0.00127083128116125,0.052801544619222,0.00127083128116125
"27","2020/06/05",0.0535916228643291,0.00914824287709803,0.0535916228643291,0.00914824287709803
"28","2020/06/06",0.0525998112193038,0.00462036084065421,0.0525998112193038,0.00462036084065421
"29","2020/06/07",0.0719694670411279,0.0370048915120954,0.0719694670411279,0.0370048915120954
"30","2020/06/08",0.0411205952087548,0.00506939889149449,0.0411205952087548,0.00506939889149449
"31","2020/06/09",0.0453740028845933,0.00963225816919789,0.0453740028845933,0.00963225816919789
"32","2020/06/10",0.0601656831956837,0.00581990978003935,0.0601656831956837,0.00581990978003935
"33","2020/06/11",0.0621081208528528,0.0122684322607568,0.0621081208528528,0.0122684322607568
"34","2020/06/12",0.0538833248199116,0.0190372599032378,0.0538833248199116,0.0190372599032378
"35","2020/06/13",0.0448877636672545,0.0142200443054355,0.0448877636672545,0.0142200443054355
"36","2020/06/14",0.0503106638668725,0.0128239377261387,0.0492883644710587,0.0128239377261387
"37","2020/06/15",0.0471777394141938,0.0140430420987552,0.0471777394141938,0.0140430420987552
"38","2020/06/16",0.0523444249193299,0.0139196643362718,0.0523444249193299,0.0139196643362718
"39","2020/06/17",0.0534168065523566,0.014079167713064,0.0534168065523566,0.014079167713064
"40","2020/06/18",0.0551956953917637,0.014137977532821,0.0551956953917637,0.014137977532821
"41","2020/06/19",0.0609955044070075,0.0141152598685762,0.0609955044070075,0.0141152598685762
"42","2020/06/21",0.0763831032581713,0.00452208116545611,0.0763831032581713,0.00452208116545611
"43","2020/06/22",0.0699174729098072,0.00571017121826334,0.0699174729098072,0.00571017121826334
"44","2020/06/23",0.074229373410093,0.00276452412062298,0.074229373410093,0.00276452412062298
"45","2020/06/25",0.0500938129207324,0.00200822729439297,0.0500938129207324,0.00200822729439297
"46","2020/06/26",0.0539843328973317,0.0014726615460884,0.0539843328973317,0.0014726615460884
"47","2020/06/27",0.0632342182058665,0.00572697754586205,0.0632342182058665,0.00572697754586205
"48","2020/06/28",0.0725947605253454,0.00755038378039173,0.0725947605253454,0.00755038378039173
"49","2020/06/29",0.0604471587363692,0.0074374255113765,0.0604471587363692,0.0074374255113765
"50","2020/06/30",0.0467731865351105,0.00126896418917978,0.0467731865351105,0.00126896418917978
"51","2020/07/02",0.0467731865351105,0.00126896418917978,0.0467731865351105,0.00126896418917978
"52","2020/07/03",0.0435100014468971,0.00343626982723902,0.0435100014468971,0.00343626982723902
"53","2020/07/04",0.0377330700584397,0.00161718484797504,0.0377330700584397,0.00161718484797504
"54","2020/07/05",0.0496191678924114,0.00126673405500033,0.0496191678924114,0.00126673405500033
"55","2020/07/06",0.0614232305121535,0.00280107586955892,0.0614232305121535,0.00280107586955892
"56","2020/07/07",0.0430665582998852,0.00110825932647293,0.0430665582998852,0.00110825932647293
"57","2020/07/08",0.0388534462315289,0.0014556035594438,0.0388534462315289,0.0014556035594438
"58","2020/07/09",0.0521814083145202,0.0121840992179642,0.0521814083145202,0.0121840992179642
"59","2020/07/10",0.0523037217428249,0.00111698539996166,0.0523037217428249,0.00111698539996166
"60","2020/07/13",NA,NA,NA,NA
"61","2020/07/14",NA,NA,NA,NA
"62","2020/07/16",NA,NA,NA,NA
"63","2020/07/17",NA,NA,NA,NA
"64","2020/07/19",NA,NA,NA,NA
"65","2020/07/21",NA,NA,NA,NA
"66","2020/07/23",NA,NA,NA,NA
"67","2020/07/25",NA,NA,NA,NA
"68","2020/07/27",NA,NA,NA,NA
"69","2020/07/28",NA,NA,NA,NA
"70","2020/07/29",NA,NA,NA,NA
"71","2020/07/30",NA,NA,NA,NA
"72","2020/07/31",NA,NA,NA,NA
"73","2020/08/03",NA,NA,NA,NA
"74","2020/08/04",NA,NA,NA,NA
"75","2020/08/05",NA,NA,NA,NA
"76","2020/08/06",NA,NA,NA,NA
"77","2020/08/07",0.0597716925657549,0.0119770855069094,0.0597716925657549,0.0119770855069094
"78","2020/08/10",0.0438236888528465,0.0119537876452864,0.0438236888528465,0.0119537876452864
"79","2020/08/11",0.0473308577714789,0.00690340732857499,0.0473308577714789,0.00690340732857499
"80","2020/08/12",0.0412157909865845,0.00691556652124733,0.0412157909865845,0.00691556652124733
"81","2020/08/13",0.0365036979481665,0.00689198764992064,0.0365036979481665,0.00689198764992064
"82","2020/08/17",0.0621814316142679,0.00694289701655497,0.0621814316142679,0.00694289701655497
