"","date","p_w_country","p_m_country"
"1","2020/04/07",NA,NA
"2","2020/04/08",NA,NA
"3","2020/04/09",NA,NA
"4","2020/04/10",NA,NA
"5","2020/04/11",0.0104594083928643,0.00842510714414331
"6","2020/04/12",0.00646001069322897,0.0072538761352734
"7","2020/04/13",0.00917451565958354,0.0104173015579809
"8","2020/04/14",0.00845634511455972,0.0105233111979459
"9","2020/04/15",0.0077315598166911,0.00984559311827018
"10","2020/04/16",0.0076895465851613,0.0101165941032675
"11","2020/04/17",0.00777763891780033,0.0102223646471439
"12","2020/04/18",0.00781261129445337,0.0101986372427955
"13","2020/04/19",0.0076895465851613,0.0101165941032675
"14","2020/04/20",0.00783232893353196,0.0102262939098173
"15","2020/04/21",0.00769603476777928,0.0101273311872034
"16","2020/04/23",0.00768524170201777,0.0101094700911414
"17","2020/04/24",0.00767881500105621,0.0100988347512137
"18","2020/04/25",0.00770038093268786,0.0101345235151896
"19","2020/04/26",0.00769301426194005,0.00997374627474085
"20","2020/04/29",0.0076865285340916,0.00996343847407635
"21","2020/04/30",0.00774065753492854,0.010110692287562
"22","2020/05/02",0.00777466611923218,0.010055398132033
"23","2020/05/12",0.00808279517131664,0.0107399894620726
"24","2020/05/17",NA,NA
"25","2020/06/20",NA,NA
