"","date","r_c","r_r","r_r_recent","I_c_p_w_country","I_c_p_m_country","I_c_recent_p_w_country","I_c_recent_p_m_country","I_r_p_w_country","I_r_p_m_country","I_r_recent_p_w_country","I_r_recent_p_m_country","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","2020/04/16",3,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA
"2","2020/04/17",5,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA
"3","2020/04/20",8,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA
"4","2020/04/23",11,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA
"5","2020/04/28",14,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA
"6","2020/05/01",18,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA
"7","2020/05/09",22,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA
"8","2020/05/15",222,584,554,0.0045045045045045,0.000625,0,0,0.00298234413433634,0.00172106109418993,0.00190839694656489,0.00119047619047619,0.00340159922388638,0.00141916833623687,0.00136243802628472,0.000849901816396662
"9","2020/05/16",222,3780,3750,0.0045045045045045,0.000625,0,0,0.00925484634720511,0.0168973405000899,0.00165293888409221,0.00281214554105141,0.00899133413104331,0.0159946769341179,0.00156055408241334,0.00265497124343978
"10","2020/05/17",619,5356,5326,0.00484652665589661,0.00166666666666667,0,0,0.0299973384532314,0.0348152530492303,0.00172376862597295,0.00266679557488755,0.0273917564444364,0.0313811149788024,0.00154428792294902,0.00238912585901616
"11","2020/05/18",617,6266,6236,0.00486223662884927,0.001875,0,0,0.0299737323041935,0.0362478440602608,0.00172089124827065,0.00292113373024685,0.0277227090829691,0.0331666229669612,0.00156595327947115,0.00265813365559891
"12","2020/05/19",617,6463,6463,0.00486223662884927,0.001875,0,0,0.0301714370902507,0.0370838318784771,0.00172573138791627,0.00270646457750246,0.0279658189144478,0.0340154915862426,0.00157533925990153,0.0024706045994913
"13","2020/05/20",617,8705,8705,0.00486223662884927,0.001875,0,0,0.0380635991188802,0.0379043604230954,0.00428261071394672,0.00465658145697201,0.0358660834938696,0.0355196666469691,0.00399915535989124,0.00434837390934793
"14","2020/05/21",614,10429,10429,0.00488599348534202,0.00214285714285714,0,0,0.0453944522945769,0.0466723715242652,0.00457997875866591,0.00446367069087859,0.043142148236905,0.0441964934268112,0.00432532812407197,0.00421548688175068
"15","2020/05/22",614,11812,11812,0.00488599348534202,0.00214285714285714,0,0,0.0542543528387794,0.055337637030229,0.00527217889696049,0.00449462389508664,0.0518149376896558,0.0527091487917897,0.00501166724053576,0.00427253319240008
"16","2020/05/23",614,12343,12343,0.00488599348534202,0.00214285714285714,0,0,0.054373728402633,0.0556894788892976,0.00518936703778561,0.00460688746843493,0.0520286277435903,0.0531520376797341,0.00494345584220018,0.00438857853074726
"17","2020/05/24",611,12443,12443,0.00490998363338789,0.0025,0,0,0.0543673455287231,0.0556683757403904,0.00517607567271557,0.00459695608880549,0.0520524651764901,0.053179799244498,0.00493380646511413,0.00438179290738523
