"","date","r_c","r_r","r_r_recent","I_c_p_w_country","I_c_p_m_country","I_c_recent_p_w_country","I_c_recent_p_m_country","I_r_p_w_country","I_r_p_m_country","I_r_recent_p_w_country","I_r_recent_p_m_country","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"18","2020/05/25",611,12817,12817,0.00490998363338789,0.0025,0,0,0.0531769778028787,0.0542388523737655,0.0050235632393986,0.00446316025070719,0.0509807361110736,0.0518846344112714,0.00479498138511855,0.00426007781749435
"19","2020/05/26",611,13069,13069,0.00490998363338789,0.0025,0,0,0.0496513039373612,0.052918161318938,0.00477240173579023,0.00433037970589466,0.047652989119691,0.0506662975348831,0.00455924841264931,0.00413696874096033
"20","2020/05/27",611,13429,13429,0.00490998363338789,0.0025,0,0,0.0495781895058268,0.0528064053445009,0.0047402402751424,0.0043020494402299,0.0476342953613781,0.0506171451119161,0.00453395204094639,0.00411483062199768
"21","2020/05/28",611,13869,13869,0.00490998363338789,0.0025,0,0,0.0494843103226976,0.052666473628836,0.0046903552671811,0.00425710785413521,0.0476034461233075,0.0505496424556856,0.00449244041440157,0.00407747436664374
"22","2020/05/29",608,14049,14049,0.00493421052631579,0.003,0,0,0.049479095482855,0.0526317817674681,0.00468184223322919,0.00424844247046905,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"23","2020/06/01",604,14249,14249,0.00496688741721854,0.00375,0,0,0.0494678376493375,0.0525944998837277,0.00466124713378622,0.00423141934989411,0.0476581982539157,0.0506082292360625,0.00447169665450211,0.00405934789716833
"24","2020/06/02",604,14276,14276,0.00496688741721854,0.00375,0,0,0.0495548970819017,0.0529148908689966,0.0046595921673861,0.00421941672989277,0.0477450074422868,0.0509192192235077,0.00447045280790349,0.00404814470671701
"25","2020/06/03",604,14577,14577,0.00496688741721854,0.00375,0,0,0.0495387229443516,0.0528609685536591,0.00463032792949615,0.00419462433626472,0.0477653622528037,0.0509070113040438,0.00444610303855249,0.00402773459915228
"26","2020/06/04",604,14697,14697,0.00496688741721854,0.00375,0,0,0.0495023847774493,0.0527923654598543,0.00462103547969435,0.00418655128323362,0.0477443663207746,0.0508564404394144,0.00443862221064426,0.00402128907977809
"27","2020/06/05",604,15755,15755,0.00496688741721854,0.00375,0,0,0.0407888843954572,0.0511752928599944,0.00872914207792199,0.00850788228699457,0.0394662799468444,0.0494242764844557,0.00840684842824506,0.00819375789666847
"28","2020/06/06",604,16023,16023,0.00496688741721854,0.00375,0,0,0.0408705782013253,0.0509242528745334,0.00873058549238912,0.0085008281040173,0.039566324323079,0.0492105794075088,0.00841343425419805,0.0081920231377079
"29","2020/06/07",604,16037,16037,0.00496688741721854,0.00375,0,0,0.0409118664057607,0.0510660199098701,0.0087821354923258,0.00869208558006357,0.0396072111981962,0.0493486425872596,0.00846338001865446,0.00837659854861363
"30","2020/06/08",604,16707,16707,0.00496688741721854,0.00375,0,0,0.0437691256060939,0.0512790412679615,0.00947550305156364,0.00960657960216175,0.0424152724568777,0.049620700275191,0.00914489223513799,0.00927139537943021
"31","2020/06/09",600,17150,17150,0.005,0.005,0,0,0.0438876797637054,0.0509897388670075,0.00949133844207444,0.00959187785252935,0.0425731666449323,0.0494351561447425,0.0091705044665677,0.00926764536173963
"32","2020/06/10",600,18827,18827,0.005,0.005,0,0,0.0450095523773055,0.0534833456341013,0.00776548943598804,0.0131469873340356,0.0437738633143322,0.0519859447291515,0.00752565345196617,0.0127409445893802
"33","2020/06/11",700,19501,19501,0.0257142857142857,0.04125,0,0,0.0460578427755637,0.0544352684677568,0.00794317318502721,0.0131907295939308,0.0453529029239279,0.0539783758422715,0.00766792833430105,0.012733647730867
