"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","GB","GBENG",56286961,0.0814558058925477,0.085769696969697,0,0,577,0.0814558058925477,0.085769696969697,0,0,66796807,NA,NA,NA,NA,70,0.0734172269740138,0.0758985618926165,738,0,0,738,NA,NA,NA,NA
"2","GB","GBNIR",1893667,NA,NA,NA,NA,0,NA,NA,NA,NA,66796807,NA,NA,NA,NA,70,0.0734172269740138,0.0758985618926165,738,0,0,738,NA,NA,NA,NA
"3","GB","GBSCT",5463300,0.032967032967033,0.018,0,0,91,0.032967032967033,0.018,0,0,66796807,NA,NA,NA,NA,70,0.0734172269740138,0.0758985618926165,738,0,0,738,NA,NA,NA,NA
"4","GB","GBWLS",3152879,0,0,0,0,70,0,0,0,0,66796807,NA,NA,NA,NA,70,0.0734172269740138,0.0758985618926165,738,0,0,738,NA,NA,NA,NA
