"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","UA","UA05",1604270,0.02,0.0166666666666667,250,0.02,0.0166666666666667,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"2","UA","UA07",1042855,0,0,150,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"3","UA","UA09",2263676,0,0,291,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"4","UA","UA12",3258705,0.0103950103950104,0.00416666666666667,481,0.0103950103950104,0.00416666666666667,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"5","UA","UA14",4387702,0.0105633802816901,0.00666666666666667,568,0.0105633802816901,0.00666666666666667,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"6","UA","UA18",1249225,0,0,160,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"7","UA","UA21",1259497,0,0,180,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"8","UA","UA23",1755663,0,0,240,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"9","UA","UA26",1382721,0.0025,0.0025,400,0.0025,0.0025,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"10","UA","UA30",2900920,NA,NA,0,NA,NA,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"11","UA","UA32",1731673,0,0,201,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"12","UA","UA35",974724,0,0,150,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"13","UA","UA40",381685,NA,NA,0,NA,NA,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"14","UA","UA43",1963770,NA,NA,120,NA,NA,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"15","UA","UA46",2535476,0,0,300,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"16","UA","UA48",1159634,0,0,270,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"17","UA","UA51",2387282,0,0,400,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"18","UA","UA53",1440684,0,0,300,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"19","UA","UA56",1162049,0,0,351,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"20","UA","UA59",1115051,0.0308641975308642,0.0403225806451613,162,0.0308641975308642,0.0403225806451613,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"21","UA","UA61",1066523,0,0,200,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"22","UA","UA63",2720342,0,0,280,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"23","UA","UA65",1063803,0,0,200,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"24","UA","UA68",1296103,0,0,170,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"25","UA","UA71",1246166,0,0,160,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"26","UA","UA74",1047023,0,0,200,0,0,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
"27","UA","UA77",910001,NA,NA,0,NA,NA,45307223,0.00349040139616056,0.00247777777777778,4584,0.00383594750731682,0.0030136168924,6064,0.00368718873820147,0.00278293634192777
