"","countrycode","regioncode","population_region","estprop_regs","meanprop_regs","estprop_regs2","meanprop_regs2","sumreach_regs","meanprop_regs_agg","estprop_regs_agg","meanprop_regs_agg2","estprop_regs_agg2","population_country","estprop_country","meanprop_country","estprop_country2","meanprop_country2","sumreach_country","estprop_country_rhs","meanprop_country_rhs","estprop_country_rhs2","meanprop_country_rhs2","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg","meanprop_country_agg2","estprop_country_agg2"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"5","BR","BRBA",15203934,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"6","BR","BRCE",8904459,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"7","BR","BRDF",2914830,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"10","BR","BRGO",6610681,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"12","BR","BRMG",20869101,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"13","BR","BRMS",2651235,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"16","BR","BRPB",3972202,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"17","BR","BRPE",9345173,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"19","BR","BRPR",11163018,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"20","BR","BRRJ",16550024,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"24","BR","BRRS",11247972,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"25","BR","BRSC",6819190,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"27","BR","BRSP",44396484,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
"28","BR","BRTO",1515126,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0,0,0,NA,3,0,0,0,0,0,0,0,NA,0
