"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"5","BR","BRBA",15203934,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"6","BR","BRCE",8904459,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"7","BR","BRDF",2914830,0.0161290322580645,0.01,0.0161290322580645,0.01,62,0.0161290322580645,0.01,0.0161290322580645,0.01,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"10","BR","BRGO",6610681,NA,NA,NA,NA,36,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"12","BR","BRMG",20869101,NA,NA,NA,NA,150,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"13","BR","BRMS",2651235,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"16","BR","BRPB",3972202,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"17","BR","BRPE",9345173,NA,NA,NA,NA,34,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"19","BR","BRPR",11163018,0.0175438596491228,0.0952380952380952,0,0,114,0.0175438596491228,0.0952380952380952,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"20","BR","BRRJ",16550024,NA,NA,NA,NA,17,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"24","BR","BRRS",11247972,NA,NA,NA,NA,54,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"25","BR","BRSC",6819190,0,0,0,0,90,0,0,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"27","BR","BRSP",44396484,0,0,0.00222222222222222,0.0012987012987013,460,0,0,0.00222222222222222,0.0012987012987013,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
"28","BR","BRTO",1515126,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.00118782783716376,0.0053424947457719,0.00071249497223654,0.000424575672549896,1027,0.00255906560871266,0.00389311225221816,0.000443743078524516,0.000264426449793052
