"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"5","BR","BRBA",15203934,NA,NA,NA,NA,20,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"6","BR","BRCE",8904459,0.04,0.04,0,0,200,0.04,0.04,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"7","BR","BRDF",2914830,0.02,0.02,0,0,100,0.02,0.02,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"10","BR","BRGO",6610681,0.0145631067961165,0.0883333333333333,0,0,206,0.0145631067961165,0.0883333333333333,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"12","BR","BRMG",20869101,0.0133928571428571,0.0316666666666667,0,0,224,0.0133928571428571,0.0316666666666667,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"13","BR","BRMS",2651235,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"15","BR","BRPA",8175113,0.256,0.265,0.02,0.0125,250,0.256,0.265,0.02,0.0125,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"16","BR","BRPB",3972202,0.0133333333333333,0.0133333333333333,0,0,150,0.0133333333333333,0.0133333333333333,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"17","BR","BRPE",9345173,0.05,0.05,0,0,120,0.05,0.05,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"18","BR","BRPI",3204028,NA,NA,NA,NA,12,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"19","BR","BRPR",11163018,0.0303030303030303,0.0611428571428571,0,0,132,0.0303030303030303,0.0611428571428571,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"20","BR","BRRJ",16550024,0.05,0.0333333333333333,0,0,200,0.05,0.0333333333333333,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
"21","BR","BRRN",3442175,0.08,0.08,0,0,100,0.08,0.08,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0319380126102508,0.0401137365829837,0.00293426217859295,0.00657680088748476,2843,0.0270706406496228,0.0331822086884337,0.00240753459559589,0.00539620344101563
