"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"5","BR","BRBA",15203934,NA,NA,NA,NA,20,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"6","BR","BRCE",8904459,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"7","BR","BRDF",2914830,0.02,0.02,0,0,100,0.02,0.02,0,0,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"10","BR","BRGO",6610681,0.01,0.01,0,0,200,0.01,0.01,0,0,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"12","BR","BRMG",20869101,0.015,0.0155555555555556,0.01,0.00666666666666667,400,0.015,0.0155555555555556,0.01,0.00666666666666667,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"13","BR","BRMS",2651235,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"15","BR","BRPA",8175113,0.256,0.265,0.02,0.0125,250,0.256,0.265,0.02,0.0125,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"16","BR","BRPB",3972202,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"17","BR","BRPE",9345173,0.2,0.2,0.02,0.02,100,0.2,0.2,0.02,0.02,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"19","BR","BRPR",11163018,0.0459770114942529,0.0971428571428571,0,0,174,0.0459770114942529,0.0971428571428571,0,0,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"20","BR","BRRJ",16550024,0.133333333333333,0.112222222222222,0.00952380952380952,0.00666666666666667,210,0.133333333333333,0.112222222222222,0.00952380952380952,0.00666666666666667,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,622,0.0613824585488617,0.0708955793780287,2267,0.00975229120322217,0.00985695240665315,2267,NA,NA,NA,NA
