"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"5","BR","BRBA",15203934,NA,NA,NA,NA,20,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"6","BR","BRCE",8904459,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"7","BR","BRDF",2914830,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,433,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"10","BR","BRGO",6610681,0.00847457627118644,0.00333333333333333,0,0,236,0.00847457627118644,0.00333333333333333,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
